,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
79,"Cintanya Aku","Tiara Andini",48420,https://open.spotify.com/track/53fKDMfQhWMSw7QKVDOTBP
80,"Garis Terdepan","Fiersa Besari",48314,https://open.spotify.com/track/4JozU4Ud30FGyDYzoUKasI
81,"Adu Rayu","Yovie Widianto",47968,https://open.spotify.com/track/3FcCAFQj4bLpfxo8gj1kk9
82,"Night Changes","One Direction",47901,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ
83,"How You Like That",BLACKPINK,47441,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o
84,Selaras,"Kunto Aji",47311,https://open.spotify.com/track/61GiPHiUWi2f8mhN2AdBf0
85,"Save Your Tears","The Weeknd",47075,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
86,Sorry,Pamungkas,46772,https://open.spotify.com/track/4gW0fnArZ93uAElSkuw0PG
87,Rehat,"Kunto Aji",46559,https://open.spotify.com/track/7mjO4RbTZIb1SfE8G673Lm
88,"I Love You 3000","Stephanie Poetri",46079,https://open.spotify.com/track/3znQ9i61vfe2E7URHlOiyc
89,"Sweet Scar","Weird Genius",45547,https://open.spotify.com/track/3R0FDwQSXOiO5gaOZFxKZ5
90,"Astronaut In The Ocean","Masked Wolf",45327,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
91,"Terlalu Cinta",Rossa,45212,https://open.spotify.com/track/6I9rJKR6WPRir6XoAaaJvH
92,"Tanya Hati",Pasto,45091,https://open.spotify.com/track/5D5wUmhN0uIWnPb6mNOBiN
93,"Don't Watch Me Cry","Alex Porat",44939,https://open.spotify.com/track/42i8mO4cQdsUmn5In7jony
94,"Kamu & Kenangan - Original Soundtrack Habibie & Ainun 3","Maudy Ayunda",44891,https://open.spotify.com/track/6dMXNAMr1dlAAUo53QKfqs
95,2002,Anne-Marie,44690,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
96,"Mad at Disney","salem ilese",44382,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
97,Runaway,AURORA,44192,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
98,"Celengan Rindu","Fiersa Besari",43438,https://open.spotify.com/track/19JvKc2f3ZNblfBSDMDwUF
99,"Boy With Luv (feat. Halsey)",BTS,43045,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
100,Tolong,"Budi Doremi",42573,https://open.spotify.com/track/5X5Vj8FcxyoLzq9qxAa45U
101,"Best Part (feat. Daniel Caesar)",H.E.R.,42376,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
102,"LATHI (with Sara Fajira)","Weird Genius",42058,https://open.spotify.com/track/06pezDUwqVsUfpBNw6uJir
103,Adaptasi,Tulus,42031,https://open.spotify.com/track/0Ax3HeFnPVuHBtzc0AQ7zw
104,"What You Know Bout Love","Pop Smoke",41796,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
105,Monokrom,Tulus,41769,https://open.spotify.com/track/4GfK1qOF3uBWidbPlTCQRL
106,"Untuk Perempuan Yang Sedang Di Pelukan","Payung Teduh",41654,https://open.spotify.com/track/0urpBLpcm6DOGzs86rcKd8
107,"Ice Cream (with Selena Gomez)",BLACKPINK,41627,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz
108,"Bicara (feat. Monita Tahalea)",TheOvertunes,41404,https://open.spotify.com/track/1Dxb9nWV16f5PthsUsV1XZ
109,Dan...,"Sheila On 7",41184,https://open.spotify.com/track/1MdjZzEInrmDBXf8zs0nKS
110,"Rindu Dalam Hati","Arsy Widianto",41171,https://open.spotify.com/track/1DhJgI2oAsDeDVSD5TNPCF
111,"Luka Yang Kurindu",Mahen,41120,https://open.spotify.com/track/5UgZoWvuycExNhZd6vIF7D
112,"Selamat (Selamat Tinggal)",Virgoun,40805,https://open.spotify.com/track/1mruWrUwAVe2XkksUQiaHK
113,"10,000 Hours (with Justin Bieber)","Dan + Shay",40732,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
114,"Ku Dengannya Kau Dengan Dia",Afgan,40708,https://open.spotify.com/track/1dB3siDxgzX7i1So4igd3x
115,"Savage Love (Laxed – Siren Beat) [BTS Remix]","Jawsh 685",40511,https://open.spotify.com/track/4TgxFMOn5yoESW6zCidCXL
116,"Say You Won't Let Go","James Arthur",40223,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
117,"Fix You",Coldplay,40126,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q
118,comethru,"Jeremy Zucker",40075,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP
119,"Don't Call Me",SHINee,40038,https://open.spotify.com/track/462OPOKW0VMbvW9H7HIb0U
120,Fine,TAEYEON,39768,https://open.spotify.com/track/6CdUgvL597jWmW4w8P5kHs
121,"Day & Night","Jung Seung Hwan",39565,https://open.spotify.com/track/1j5oDtBWVtNoVHMi2n6Fkz
122,"Sedang Sayang Sayangnya","Mawar de Jongh",39393,https://open.spotify.com/track/10CbwBfusPvPWuzuTLeMdm
123,April,"Fiersa Besari",38992,https://open.spotify.com/track/3IesVVqYxCsRCsz5OCmC7q
124,"Di Persimpangan Dilema",Terry,38933,https://open.spotify.com/track/5PU8ZFAGNJeWYVBh8w5msX
125,Rumpang,"Nadin Amizah",38862,https://open.spotify.com/track/2TRGNVokPnC2a2oHg5iv1H
126,"Intentions (feat. Quavo)","Justin Bieber",38775,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
127,"Fly Me to the Moon","The Macarons Project",38757,https://open.spotify.com/track/0YBNpbrmpZdFRT0NFqii5C
128,"Kala Cinta Menggoda",Noah,38733,https://open.spotify.com/track/4bZzHFP9VFX7HsyPomDwuE
129,"Hal Indah Butuh Waktu Untuk Datang",Idgitaf,38606,https://open.spotify.com/track/2k9ZZcEQVxoXd2OYr8iiQ8
130,"Why Why Why",iKON,38360,https://open.spotify.com/track/0br4r9VlPdofrWXxPorlYd
131,"Black Mamba",aespa,38358,https://open.spotify.com/track/1t2qYCAjUAoGfeFeoBlK51
132,"Line Without a Hook","Ricky Montgomery",37923,https://open.spotify.com/track/5NvOZCjZaGGGL597exlQWv
133,"Pretty Savage",BLACKPINK,37867,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr
134,Starlight,"CHA NI (SF9)",37340,https://open.spotify.com/track/7lV0M6ulaapTNZJzx8stw0
135,Kangen,"Dewa 19",37321,https://open.spotify.com/track/5LqanqJSmZwbwPtIi2RwTb
136,"Belum Siap Kehilangan","Stevan Pasaribu",37158,https://open.spotify.com/track/56Uibq6ur2xwUpSd9biBH1
137,"Langit Abu-Abu",Tulus,37149,https://open.spotify.com/track/2FaquTc3FYvNm7RuO1gD6O
138,"Manusia Bodoh","Ada Band",37117,https://open.spotify.com/track/408TyH9YoTkH9J0Da9Ue8C
139,Sorai,"Nadin Amizah",36757,https://open.spotify.com/track/3ymuBMTviroWLuf1jMsMVf
140,Pelangi,Hivi!,36664,https://open.spotify.com/track/5BgZ1bi8xeWVxmg12RfWzv
141,"Strawberries & Cigarettes","Troye Sivan",36523,https://open.spotify.com/track/3afkJSKX0EAMsJXTZnDXXJ
142,"Cinta Luar Biasa",Andmesh,36386,https://open.spotify.com/track/1JxoK0EU5SHupbXjSwYaN7
143,Dandelions,"Ruth B.",36138,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
144,Halu,"Feby Putri",36078,https://open.spotify.com/track/3c4cBEObUsLU8O5I2yQP3l
145,Anyone,"Justin Bieber",35881,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4
146,willow,"Taylor Swift",35801,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D
147,"Lebih Dari Egoku","Mawar de Jongh",35706,https://open.spotify.com/track/4vh193RZbEEBanSG0719Wh
148,Rayu,"Marion Jola",35409,https://open.spotify.com/track/4rAWADK2zYdjx2ar2Hp1C8
149,"Blueberry Eyes (feat. Lil Mosey, SUGA of BTS & Olivia O'Brien)",MAX,35362,https://open.spotify.com/track/3v96wJDPSdTYWEOgssfipO
150,"Cinta Dan Rahasia","Yura Yunita",35204,https://open.spotify.com/track/4HXUMRdT6s6Am6YHcWmuib
151,"I Like Me Better",Lauv,35202,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
152,Januari,"Glenn Fredly",34777,https://open.spotify.com/track/3h3BXv7Iq5CTTiN9CHgkNe
153,"Blueberry Eyes (feat. SUGA of BTS)",MAX,34642,https://open.spotify.com/track/6sI8Q7TTJeA9exw6hxEqq3
154,"We're Good","Dua Lipa",34546,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
155,Membasuh,Hindia,34410,https://open.spotify.com/track/3CBxVM0zGj41BQtE6m7gwb
156,"Girl In The Mirror","Sophia Grace",34328,https://open.spotify.com/track/0oXMw64TD8wYk1vSwNNKaO
157,"Just the Way You Are","Bruno Mars",34126,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
158,"Tukar Jiwa",Tulus,34103,https://open.spotify.com/track/5VAGZmCKBxYT85w51gNy27
159,"Kenangan Terindah",SAMSONS,33918,https://open.spotify.com/track/5TtmfZaNSYEcTR49cureT0
160,"Make A Wish (Birthday Song)","NCT U",33782,https://open.spotify.com/track/6FdShjf7nA2cqEnpv1tIia
161,Lara,"Dialog Senja",33733,https://open.spotify.com/track/1sGsoXJgOZ3wY3tveCUwWs
162,"Fana Merah Jambu",Fourtwnty,33596,https://open.spotify.com/track/463XKKFCPlcrhtlwGbEovu
163,Bahaya,"Arsy Widianto",33359,https://open.spotify.com/track/45FQZlkNDDHg4pzyjiLQkc
164,"It's You","Ali Gatie",33336,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
165,"gimme gimme","NCT 127",33052,https://open.spotify.com/track/6shrCEEMcrT6Akxkk8IhLC
166,"Best Friend","Rex Orange County",33009,https://open.spotify.com/track/47Bg6IrMed1GPbxRgwH2aC
167,Remaja,Hivi!,32945,https://open.spotify.com/track/1SaQZoFXNu7ZAxxKImzFgf
168,"Jangan Rubah Takdirku",Andmesh,32933,https://open.spotify.com/track/6MczIMSdoZyw8EBPhihazN
169,"lovely (with Khalid)","Billie Eilish",32933,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
170,"I CAN'T STOP ME",TWICE,32871,https://open.spotify.com/track/3apeXzypBMnUfYcZYNX6DH
171,You,Ten2Five,32556,https://open.spotify.com/track/4ilwLEDlMXGEVmMAAEJavA
172,"Aku Yang Salah",Elmatu,32528,https://open.spotify.com/track/07kS6GzBPkGUMmfgQUfMbE
173,"Sekali Ini Saja","Glenn Fredly",32446,https://open.spotify.com/track/1GmIlN8URkjZxtV99zKlBk
174,"cigarettes of ours","Ardhito Pramono",32373,https://open.spotify.com/track/77SiKnkNEnRw0uoPE4wuEp
175,"death bed (coffee for your head)",Powfu,31973,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
176,"Takkan Terganti",Marcell,31962,https://open.spotify.com/track/0T4t1PywlNmJGcveGH5spB
177,"Yang Terdalam",Peterpan,31890,https://open.spotify.com/track/0CahNFWYcfqUzP7aYhg6J6
178,"Pilu Membiru","Kunto Aji",31663,https://open.spotify.com/track/6A5tlFsbty5iJkSqMFWNFs
179,Seandainya,Vierra,31659,https://open.spotify.com/track/4zDsTPzY7Nm7rYKvszjKYL
180,"Indah Pada Waktunya","Rizky Febian",31633,https://open.spotify.com/track/1S5aHAr1hpf3icpzq3ullG
181,"Holy (feat. Chance The Rapper)","Justin Bieber",31338,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
182,"Ruang Rindu",Letto,31304,https://open.spotify.com/track/3sZh17vjbQknQoC8z3y8zR
183,Tanya,Dere,31303,https://open.spotify.com/track/7ACU6Hb2lOWax6zPFgfFy3
184,"Hitam Putih",Fourtwnty,31034,https://open.spotify.com/track/0O6g2QFUhuLqRzGqhyzrIu
185,Mine,"Petra Sihombing",30933,https://open.spotify.com/track/6NkUP6IeLnH6Yaw2wcNHzO
186,Soulmate,Kahitna,30839,https://open.spotify.com/track/2y3qRsc49ZmSatwK1SVLFi
187,"Serta Mulia","Sal Priadi",30820,https://open.spotify.com/track/1CVUWAC845LKEDHH0l8XG2
188,"Too Good At Goodbyes","Sam Smith",30801,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
189,"If the World Was Ending - feat. Julia Michaels","JP Saxe",30735,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
190,Perlahan,"Guyon Waton",30636,https://open.spotify.com/track/01TdkJ0lorIzBsdks8X1Tb
191,"When You Love Someone","Endah N Rhesa",30579,https://open.spotify.com/track/2XWsariqeTCH61B53r8yA3
192,"Blinding Lights","The Weeknd",30576,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
193,"Not With Me","Bondan Prakoso",30574,https://open.spotify.com/track/3Jx6apzpRnf9MPmZv13LOj
194,"It Will Rain","Bruno Mars",30572,https://open.spotify.com/track/4rMNgxEwGWoPHIUcvB5BrB
195,"Without Me",Halsey,30529,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
196,Nyaman,Andmesh,30446,https://open.spotify.com/track/1sxUn0SdlFG05Q3qAA2FlE
197,"You Are The Reason","Calum Scott",30443,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B
198,"Hey Stupid, I Love You","JP Saxe",30168,https://open.spotify.com/track/5inDa3sWj8zqJBOdj7Bjqc
199,"Jikalau Kau Cinta",Judika,29923,https://open.spotify.com/track/29gdEEyeHC9ypmvQkohY4N
200,Señorita,"Shawn Mendes",29911,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
