,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
100,"Tanya Hati",Pasto,44049,https://open.spotify.com/track/5D5wUmhN0uIWnPb6mNOBiN
101,Dandelions,"Ruth B.",43721,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
102,"Backyard Boy (with Jeremy Zucker)","Claire Rosinkranz",43659,https://open.spotify.com/track/4rE4qF4baoXpustrgtnFRw
103,"Please Don't Go","Mike Posner",43208,https://open.spotify.com/track/3wkKkFAtYSTRwqOydW6T0I
104,"You Got It",Vedo,43174,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8
105,"How You Like That",BLACKPINK,43017,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o
106,Anyone,"Justin Bieber",42825,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
107,"Best Part (feat. Daniel Caesar)",H.E.R.,42636,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
108,Monokrom,Tulus,41627,https://open.spotify.com/track/4GfK1qOF3uBWidbPlTCQRL
109,"Untuk Perempuan Yang Sedang Di Pelukan","Payung Teduh",41575,https://open.spotify.com/track/0urpBLpcm6DOGzs86rcKd8
110,"Say You Won't Let Go","James Arthur",41559,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
111,"Boy With Luv (feat. Halsey)",BTS,41467,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
112,"Celengan Rindu","Fiersa Besari",41273,https://open.spotify.com/track/19JvKc2f3ZNblfBSDMDwUF
113,Tolong,"Budi Doremi",41067,https://open.spotify.com/track/5X5Vj8FcxyoLzq9qxAa45U
114,Dan...,"Sheila On 7",40939,https://open.spotify.com/track/1MdjZzEInrmDBXf8zs0nKS
115,"Selamat (Selamat Tinggal)",Virgoun,40744,https://open.spotify.com/track/1mruWrUwAVe2XkksUQiaHK
116,"10,000 Hours (with Justin Bieber)","Dan + Shay",40652,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
117,"Kamu & Kenangan - Original Soundtrack Habibie & Ainun 3","Maudy Ayunda",40449,https://open.spotify.com/track/6dMXNAMr1dlAAUo53QKfqs
118,Adaptasi,Tulus,40395,https://open.spotify.com/track/0Ax3HeFnPVuHBtzc0AQ7zw
119,comethru,"Jeremy Zucker",40271,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP
120,"Luka Yang Kurindu",Mahen,40263,https://open.spotify.com/track/5UgZoWvuycExNhZd6vIF7D
121,"Bad Liar","Imagine Dragons",40258,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
122,"As I Am (feat. Khalid)","Justin Bieber",40221,https://open.spotify.com/track/6F2r4HgpJnvKDmkN6JEN6J
123,"Rindu Dalam Hati","Arsy Widianto",39839,https://open.spotify.com/track/1DhJgI2oAsDeDVSD5TNPCF
124,"Sedang Sayang Sayangnya","Mawar de Jongh",39704,https://open.spotify.com/track/10CbwBfusPvPWuzuTLeMdm
125,"eight(Prod.&Feat. SUGA of BTS)",IU,39171,https://open.spotify.com/track/0pYacDCZuRhcrwGUA5nTBe
126,"Bicara (feat. Monita Tahalea)",TheOvertunes,38910,https://open.spotify.com/track/1Dxb9nWV16f5PthsUsV1XZ
127,"Best Friend","Rex Orange County",38376,https://open.spotify.com/track/47Bg6IrMed1GPbxRgwH2aC
128,"Day & Night","Jung Seung Hwan",38371,https://open.spotify.com/track/1j5oDtBWVtNoVHMi2n6Fkz
129,"Rain On Me (with Ariana Grande)","Lady Gaga",38203,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
130,April,"Fiersa Besari",38007,https://open.spotify.com/track/3IesVVqYxCsRCsz5OCmC7q
131,Kangen,"Dewa 19",37960,https://open.spotify.com/track/5LqanqJSmZwbwPtIi2RwTb
132,Rumpang,"Nadin Amizah",37833,https://open.spotify.com/track/2TRGNVokPnC2a2oHg5iv1H
133,"Pluto Projector","Rex Orange County",37744,https://open.spotify.com/track/4EWBhKf1fOFnyMtUzACXEc
134,"Mad at Disney","salem ilese",37691,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
135,"We're Good","Dua Lipa",37560,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
136,"Di Persimpangan Dilema",Terry,37511,https://open.spotify.com/track/5PU8ZFAGNJeWYVBh8w5msX
137,"Ice Cream (with Selena Gomez)",BLACKPINK,37421,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz
138,"Akhir Tak Bahagia",Misellia,37264,https://open.spotify.com/track/0BYoWATcndOBcsCfKdTKRx
139,"Manusia Bodoh","Ada Band",37130,https://open.spotify.com/track/408TyH9YoTkH9J0Da9Ue8C
140,"Intentions (feat. Quavo)","Justin Bieber",37080,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
141,"Strawberries & Cigarettes","Troye Sivan",36843,https://open.spotify.com/track/3afkJSKX0EAMsJXTZnDXXJ
142,"Talking to the Moon","Bruno Mars",36806,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
143,"Langit Abu-Abu",Tulus,36513,https://open.spotify.com/track/2FaquTc3FYvNm7RuO1gD6O
144,"Fly Me to the Moon","The Macarons Project",36470,https://open.spotify.com/track/0YBNpbrmpZdFRT0NFqii5C
145,"Kala Cinta Menggoda",Noah,36461,https://open.spotify.com/track/4bZzHFP9VFX7HsyPomDwuE
146,Rayu,"Marion Jola",36406,https://open.spotify.com/track/4rAWADK2zYdjx2ar2Hp1C8
147,"Blueberry Eyes (feat. SUGA of BTS)",MAX,36372,https://open.spotify.com/track/6sI8Q7TTJeA9exw6hxEqq3
148,Fine,TAEYEON,36344,https://open.spotify.com/track/6CdUgvL597jWmW4w8P5kHs
149,Sorai,"Nadin Amizah",36314,https://open.spotify.com/track/3ymuBMTviroWLuf1jMsMVf
150,"Line Without a Hook","Ricky Montgomery",35776,https://open.spotify.com/track/5NvOZCjZaGGGL597exlQWv
151,You,Ten2Five,35769,https://open.spotify.com/track/4ilwLEDlMXGEVmMAAEJavA
152,"I Like Me Better",Lauv,35419,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
153,"Fix You",Coldplay,35314,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q
154,"What You Know Bout Love","Pop Smoke",35292,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
155,"Pretty Savage",BLACKPINK,35226,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr
156,"Lebih Dari Egoku","Mawar de Jongh",35186,https://open.spotify.com/track/4vh193RZbEEBanSG0719Wh
157,Halu,"Feby Putri",35098,https://open.spotify.com/track/3c4cBEObUsLU8O5I2yQP3l
158,"Levitating (feat. DaBaby)","Dua Lipa",34976,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
159,"Jangan Rubah Takdirku",Andmesh,34762,https://open.spotify.com/track/6MczIMSdoZyw8EBPhihazN
160,"Just the Way You Are","Bruno Mars",34635,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
161,Membasuh,Hindia,34342,https://open.spotify.com/track/3CBxVM0zGj41BQtE6m7gwb
162,"Cinta Luar Biasa",Andmesh,34227,https://open.spotify.com/track/1JxoK0EU5SHupbXjSwYaN7
163,"Tukar Jiwa",Tulus,34194,https://open.spotify.com/track/5VAGZmCKBxYT85w51gNy27
164,Pelangi,Hivi!,34168,https://open.spotify.com/track/5BgZ1bi8xeWVxmg12RfWzv
165,"Girl In The Mirror","Sophia Grace",33861,https://open.spotify.com/track/0oXMw64TD8wYk1vSwNNKaO
166,"One Only - Acoustic",Pamungkas,33646,https://open.spotify.com/track/71ck7QnubXzGGj3hE49dvk
167,"Cintanya Aku","Tiara Andini",33537,https://open.spotify.com/track/53fKDMfQhWMSw7QKVDOTBP
168,"It's You","Ali Gatie",33528,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
169,Mine,"Petra Sihombing",33400,https://open.spotify.com/track/6NkUP6IeLnH6Yaw2wcNHzO
170,"Sekali Ini Saja","Glenn Fredly",33096,https://open.spotify.com/track/1GmIlN8URkjZxtV99zKlBk
171,"When You Love Someone","Endah N Rhesa",32994,https://open.spotify.com/track/2XWsariqeTCH61B53r8yA3
172,"Kenangan Terindah",SAMSONS,32916,https://open.spotify.com/track/5TtmfZaNSYEcTR49cureT0
173,"Black Mamba",aespa,32834,https://open.spotify.com/track/1t2qYCAjUAoGfeFeoBlK51
174,"Fana Merah Jambu",Fourtwnty,32582,https://open.spotify.com/track/463XKKFCPlcrhtlwGbEovu
175,"Savage Love (Laxed – Siren Beat) [BTS Remix]","Jawsh 685",32471,https://open.spotify.com/track/4TgxFMOn5yoESW6zCidCXL
176,Seandainya,Vierra,32411,https://open.spotify.com/track/4zDsTPzY7Nm7rYKvszjKYL
177,"cigarettes of ours","Ardhito Pramono",32392,https://open.spotify.com/track/77SiKnkNEnRw0uoPE4wuEp
178,Lara,"Dialog Senja",32370,https://open.spotify.com/track/1sGsoXJgOZ3wY3tveCUwWs
179,"Cinta Dan Rahasia","Yura Yunita",32350,https://open.spotify.com/track/4HXUMRdT6s6Am6YHcWmuib
180,Remaja,Hivi!,32202,https://open.spotify.com/track/1SaQZoFXNu7ZAxxKImzFgf
181,"Hal Indah Butuh Waktu Untuk Datang",Idgitaf,32157,https://open.spotify.com/track/2k9ZZcEQVxoXd2OYr8iiQ8
182,"Blueberry Eyes (feat. Lil Mosey, SUGA of BTS & Olivia O'Brien)",MAX,32022,https://open.spotify.com/track/3v96wJDPSdTYWEOgssfipO
183,"Cloud 9","Beach Bunny",31847,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
184,"It Will Rain","Bruno Mars",31803,https://open.spotify.com/track/4rMNgxEwGWoPHIUcvB5BrB
185,"Takkan Terganti",Marcell,31773,https://open.spotify.com/track/0T4t1PywlNmJGcveGH5spB
186,"Make A Wish (Birthday Song)","NCT U",31639,https://open.spotify.com/track/6FdShjf7nA2cqEnpv1tIia
187,"Yang Terdalam",Peterpan,31606,https://open.spotify.com/track/0CahNFWYcfqUzP7aYhg6J6
188,Januari,"Glenn Fredly",31471,https://open.spotify.com/track/3h3BXv7Iq5CTTiN9CHgkNe
189,Selaras,"Kunto Aji",31318,https://open.spotify.com/track/61GiPHiUWi2f8mhN2AdBf0
190,"Blinding Lights","The Weeknd",31266,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
191,"Aku Yang Salah",Elmatu,31234,https://open.spotify.com/track/07kS6GzBPkGUMmfgQUfMbE
192,"Can I Be Him","James Arthur",31105,https://open.spotify.com/track/0VhgEqMTNZwYL1ARDLLNCX
193,"Cinta Seperti Aku","Aurelie Hermansyah",31080,https://open.spotify.com/track/0wNeGd47THko2t5enRDKMZ
194,Soulmate,Kahitna,31069,https://open.spotify.com/track/2y3qRsc49ZmSatwK1SVLFi
195,"lovely (with Khalid)","Billie Eilish",31045,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
196,"To the Bone",Pamungkas,30854,https://open.spotify.com/track/1XU0PmUY3oqFovtDbjzQJr
197,"If the World Was Ending - feat. Julia Michaels","JP Saxe",30830,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
198,"Hitam Putih",Fourtwnty,30798,https://open.spotify.com/track/0O6g2QFUhuLqRzGqhyzrIu
199,"Too Good At Goodbyes","Sam Smith",30773,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
200,"death bed (coffee for your head)",Powfu,30718,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
