,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
43,"Tanpa Batas Waktu - 8D Version","Ade Govinda",89044,https://open.spotify.com/track/55GHdnqOdONST4g3dp744w
44,"Mood (feat. iann dior)",24kGoldn,88140,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
45,"I Love You but I'm Letting Go",Pamungkas,87626,https://open.spotify.com/track/01beCqR9wsVnwzkAJZyTqq
46,"Kukira Kau Rumah",Amigdala,84239,https://open.spotify.com/track/1xdp8tXLTGbPeUSEODP9N7
47,Secukupnya,Hindia,83705,https://open.spotify.com/track/5drW6PGRxkE6MxttzVLNk5
48,"Cinta Dalam Hati",Ungu,82174,https://open.spotify.com/track/4MaEMiH9lXR0NAcsrgJcuO
49,"Lonely (with benny blanco)","Justin Bieber",78680,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
50,"Pura Pura Lupa",Mahen,76777,https://open.spotify.com/track/6Aw5k0jkFceYayaJoRupLT
51,"Someone You Loved","Lewis Capaldi",71656,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
52,"Aku Yang Salah",Mahalini,70229,https://open.spotify.com/track/0OgwkVbQ4jVfsZJO4Xs9hC
53,"Sesuatu Di Jogja","Adhitia Sofyan",66666,https://open.spotify.com/track/0MAIxtXWimwhAAQOST9jp7
54,"Somebody That I Used To Know",Gotye,66663,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
55,"Waktu Yang Salah","Fiersa Besari",65863,https://open.spotify.com/track/4qgIQcskrvj6nlypTvBm5k
56,"Why Why Why",iKON,64468,https://open.spotify.com/track/0br4r9VlPdofrWXxPorlYd
57,"I Still Love You",TheOvertunes,63945,https://open.spotify.com/track/4reIsHKw5hUj4pV8zzMjLA
58,"Kau Lagi","Celine & Nadya",62809,https://open.spotify.com/track/6RsvbZ6gFjRSOFonpf55mT
59,"if u could see me cryin' in my room","Arash Buana",62245,https://open.spotify.com/track/2yynRDKYqTLVTcP7FqoyVE
60,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan","Fiersa Besari",59994,https://open.spotify.com/track/5sgRYOTpFZRROlndD460KI
61,"Save Your Tears","The Weeknd",59879,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
62,"Reflection - From ""Mulan""","Yura Yunita",58415,https://open.spotify.com/track/1H5tV0SkvBqxGllQ3HEVSy
63,"Cintanya Aku","Tiara Andini",57338,https://open.spotify.com/track/53fKDMfQhWMSw7QKVDOTBP
64,"Backyard Boy (with Jeremy Zucker)","Claire Rosinkranz",57308,https://open.spotify.com/track/4rE4qF4baoXpustrgtnFRw
65,telepatía,"Kali Uchis",57119,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
66,bitterlove,"Ardhito Pramono",56751,https://open.spotify.com/track/74OLXYsvpfmSgPCMMi898K
67,lowkey,NIKI,56675,https://open.spotify.com/track/5TTXEcfsYLh6fTarLaevTi
68,"you broke me first","Tate McRae",54707,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
69,"Mantra Cinta","Rizky Febian",54536,https://open.spotify.com/track/2ROCaprX5ROfL2GkkbkCWy
70,"You Got It",Vedo,54010,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8
71,"La La Lost You - Acoustic Version",NIKI,53552,https://open.spotify.com/track/5WkCcSa78lM1Ym4LXzJUiN
72,"Tanpa Tergesa","Juicy Luicy",52755,https://open.spotify.com/track/3Jby9Ezr1E7wCsXe0Dexa6
73,"Seperti Kisah","Rizky Febian",51779,https://open.spotify.com/track/6nxQa68jVCLlYQsT3fi4G1
74,Closure,Pamungkas,51758,https://open.spotify.com/track/3XJ9dvjhpxh49PyjRdn1Lu
75,"Lovesick Girls",BLACKPINK,50498,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C
76,"Garis Terdepan","Fiersa Besari",50320,https://open.spotify.com/track/4JozU4Ud30FGyDYzoUKasI
77,Memories,"Maroon 5",49921,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
78,Psycho,"Red Velvet",49552,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK
79,"Adu Rayu","Yovie Widianto",49335,https://open.spotify.com/track/3FcCAFQj4bLpfxo8gj1kk9
80,"Tanya Hati",Pasto,47685,https://open.spotify.com/track/5D5wUmhN0uIWnPb6mNOBiN
81,Selaras,"Kunto Aji",47672,https://open.spotify.com/track/61GiPHiUWi2f8mhN2AdBf0
82,Runaway,AURORA,47321,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
83,"Night Changes","One Direction",46843,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ
84,"How You Like That",BLACKPINK,46719,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o
85,"Terlalu Cinta",Rossa,46491,https://open.spotify.com/track/6I9rJKR6WPRir6XoAaaJvH
86,"I Love You 3000","Stephanie Poetri",46268,https://open.spotify.com/track/3znQ9i61vfe2E7URHlOiyc
87,"Mad at Disney","salem ilese",46199,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
88,"Boy With Luv (feat. Halsey)",BTS,46124,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
89,2002,Anne-Marie,46056,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
90,"Kamu & Kenangan - Original Soundtrack Habibie & Ainun 3","Maudy Ayunda",45693,https://open.spotify.com/track/6dMXNAMr1dlAAUo53QKfqs
91,Rehat,"Kunto Aji",45213,https://open.spotify.com/track/7mjO4RbTZIb1SfE8G673Lm
92,Arcade,"Duncan Laurence",45146,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
93,"Celengan Rindu","Fiersa Besari",44862,https://open.spotify.com/track/19JvKc2f3ZNblfBSDMDwUF
94,"What You Know Bout Love","Pop Smoke",44815,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
95,Tolong,"Budi Doremi",44372,https://open.spotify.com/track/5X5Vj8FcxyoLzq9qxAa45U
96,"Sweet Scar","Weird Genius",44117,https://open.spotify.com/track/3R0FDwQSXOiO5gaOZFxKZ5
97,"Rindu Dalam Hati","Arsy Widianto",43879,https://open.spotify.com/track/1DhJgI2oAsDeDVSD5TNPCF
98,"Luka Yang Kurindu",Mahen,43579,https://open.spotify.com/track/5UgZoWvuycExNhZd6vIF7D
99,"Don't Watch Me Cry","Alex Porat",43568,https://open.spotify.com/track/42i8mO4cQdsUmn5In7jony
100,"Don't Call Me",SHINee,43475,https://open.spotify.com/track/462OPOKW0VMbvW9H7HIb0U
101,Starlight,"CHA NI (SF9)",43037,https://open.spotify.com/track/7lV0M6ulaapTNZJzx8stw0
102,"LATHI (with Sara Fajira)","Weird Genius",43020,https://open.spotify.com/track/06pezDUwqVsUfpBNw6uJir
103,Fine,TAEYEON,43015,https://open.spotify.com/track/6CdUgvL597jWmW4w8P5kHs
104,"Day & Night","Jung Seung Hwan",42917,https://open.spotify.com/track/1j5oDtBWVtNoVHMi2n6Fkz
105,"Black Mamba",aespa,42797,https://open.spotify.com/track/1t2qYCAjUAoGfeFeoBlK51
106,"Bicara (feat. Monita Tahalea)",TheOvertunes,42709,https://open.spotify.com/track/1Dxb9nWV16f5PthsUsV1XZ
107,"Selamat (Selamat Tinggal)",Virgoun,42689,https://open.spotify.com/track/1mruWrUwAVe2XkksUQiaHK
108,Adaptasi,Tulus,42613,https://open.spotify.com/track/0Ax3HeFnPVuHBtzc0AQ7zw
109,"Savage Love (Laxed – Siren Beat) [BTS Remix]","Jawsh 685",42278,https://open.spotify.com/track/4TgxFMOn5yoESW6zCidCXL
110,"Ice Cream (with Selena Gomez)",BLACKPINK,42252,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz
111,"Best Part (feat. Daniel Caesar)",H.E.R.,41879,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
112,"Untuk Perempuan Yang Sedang Di Pelukan","Payung Teduh",41746,https://open.spotify.com/track/0urpBLpcm6DOGzs86rcKd8
113,Dan...,"Sheila On 7",41661,https://open.spotify.com/track/1MdjZzEInrmDBXf8zs0nKS
114,comethru,"Jeremy Zucker",41169,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP
115,"Astronaut In The Ocean","Masked Wolf",41126,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
116,"Sedang Sayang Sayangnya","Mawar de Jongh",40586,https://open.spotify.com/track/10CbwBfusPvPWuzuTLeMdm
117,"Say You Won't Let Go","James Arthur",40575,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
118,Monokrom,Tulus,40530,https://open.spotify.com/track/4GfK1qOF3uBWidbPlTCQRL
119,Kangen,"Dewa 19",40480,https://open.spotify.com/track/5LqanqJSmZwbwPtIi2RwTb
120,"Intentions (feat. Quavo)","Justin Bieber",40359,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
121,"10,000 Hours (with Justin Bieber)","Dan + Shay",40105,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
122,April,"Fiersa Besari",40004,https://open.spotify.com/track/3IesVVqYxCsRCsz5OCmC7q
123,"Fix You",Coldplay,39961,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q
124,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",39649,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
125,"Di Persimpangan Dilema",Terry,39628,https://open.spotify.com/track/5PU8ZFAGNJeWYVBh8w5msX
126,"Kala Cinta Menggoda",Noah,39401,https://open.spotify.com/track/4bZzHFP9VFX7HsyPomDwuE
127,Rumpang,"Nadin Amizah",39397,https://open.spotify.com/track/2TRGNVokPnC2a2oHg5iv1H
128,"Manusia Bodoh","Ada Band",39324,https://open.spotify.com/track/408TyH9YoTkH9J0Da9Ue8C
129,"Hal Indah Butuh Waktu Untuk Datang",Idgitaf,39255,https://open.spotify.com/track/2k9ZZcEQVxoXd2OYr8iiQ8
130,"Cinta Luar Biasa",Andmesh,38964,https://open.spotify.com/track/1JxoK0EU5SHupbXjSwYaN7
131,Sorai,"Nadin Amizah",38582,https://open.spotify.com/track/3ymuBMTviroWLuf1jMsMVf
132,"Pretty Savage",BLACKPINK,38533,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr
133,Sorry,Pamungkas,38250,https://open.spotify.com/track/4gW0fnArZ93uAElSkuw0PG
134,"Lebih Dari Egoku","Mawar de Jongh",38163,https://open.spotify.com/track/4vh193RZbEEBanSG0719Wh
135,Halu,"Feby Putri",38027,https://open.spotify.com/track/3c4cBEObUsLU8O5I2yQP3l
136,"Langit Abu-Abu",Tulus,38013,https://open.spotify.com/track/2FaquTc3FYvNm7RuO1gD6O
137,"Fly Me to the Moon","The Macarons Project",37803,https://open.spotify.com/track/0YBNpbrmpZdFRT0NFqii5C
138,Pelangi,Hivi!,37679,https://open.spotify.com/track/5BgZ1bi8xeWVxmg12RfWzv
139,"Blueberry Eyes (feat. Lil Mosey, SUGA of BTS & Olivia O'Brien)",MAX,37629,https://open.spotify.com/track/3v96wJDPSdTYWEOgssfipO
140,"Strawberries & Cigarettes","Troye Sivan",36631,https://open.spotify.com/track/3afkJSKX0EAMsJXTZnDXXJ
141,Januari,"Glenn Fredly",36628,https://open.spotify.com/track/3h3BXv7Iq5CTTiN9CHgkNe
142,"Line Without a Hook","Ricky Montgomery",36576,https://open.spotify.com/track/5NvOZCjZaGGGL597exlQWv
143,willow,"Taylor Swift",36536,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D
144,"gimme gimme","NCT 127",36285,https://open.spotify.com/track/6shrCEEMcrT6Akxkk8IhLC
145,"Make A Wish (Birthday Song)","NCT U",36103,https://open.spotify.com/track/6FdShjf7nA2cqEnpv1tIia
146,Anyone,"Justin Bieber",36070,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4
147,"Belum Siap Kehilangan","Stevan Pasaribu",35990,https://open.spotify.com/track/56Uibq6ur2xwUpSd9biBH1
148,Membasuh,Hindia,35600,https://open.spotify.com/track/3CBxVM0zGj41BQtE6m7gwb
149,Lara,"Dialog Senja",35431,https://open.spotify.com/track/1sGsoXJgOZ3wY3tveCUwWs
150,You,Ten2Five,35415,https://open.spotify.com/track/4ilwLEDlMXGEVmMAAEJavA
151,"lovely (with Khalid)","Billie Eilish",35290,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
152,Rayu,"Marion Jola",35113,https://open.spotify.com/track/4rAWADK2zYdjx2ar2Hp1C8
153,"I Like Me Better",Lauv,34755,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
154,"It's You","Ali Gatie",34561,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
155,"I CAN'T STOP ME",TWICE,34469,https://open.spotify.com/track/3apeXzypBMnUfYcZYNX6DH
156,"Sekali Ini Saja","Glenn Fredly",34295,https://open.spotify.com/track/1GmIlN8URkjZxtV99zKlBk
157,"Blueberry Eyes (feat. SUGA of BTS)",MAX,34224,https://open.spotify.com/track/6sI8Q7TTJeA9exw6hxEqq3
158,Seandainya,Vierra,34190,https://open.spotify.com/track/4zDsTPzY7Nm7rYKvszjKYL
159,"Best Friend","Rex Orange County",34156,https://open.spotify.com/track/47Bg6IrMed1GPbxRgwH2aC
160,"Hey Stupid, I Love You","JP Saxe",34005,https://open.spotify.com/track/5inDa3sWj8zqJBOdj7Bjqc
161,Dandelions,"Ruth B.",33955,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
162,"We're Good","Dua Lipa",33756,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
163,Perlahan,"Guyon Waton",33722,https://open.spotify.com/track/01TdkJ0lorIzBsdks8X1Tb
164,"Aku Yang Salah",Elmatu,33680,https://open.spotify.com/track/07kS6GzBPkGUMmfgQUfMbE
165,"Cinta Dan Rahasia","Yura Yunita",33635,https://open.spotify.com/track/4HXUMRdT6s6Am6YHcWmuib
166,"Yang Terdalam",Peterpan,33620,https://open.spotify.com/track/0CahNFWYcfqUzP7aYhg6J6
167,"death bed (coffee for your head)",Powfu,33367,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
168,"Tukar Jiwa",Tulus,33361,https://open.spotify.com/track/5VAGZmCKBxYT85w51gNy27
169,"Fana Merah Jambu",Fourtwnty,33259,https://open.spotify.com/track/463XKKFCPlcrhtlwGbEovu
170,"Indah Pada Waktunya","Rizky Febian",33166,https://open.spotify.com/track/1S5aHAr1hpf3icpzq3ullG
171,"Jangan Rubah Takdirku",Andmesh,33109,https://open.spotify.com/track/6MczIMSdoZyw8EBPhihazN
172,"Blinding Lights","The Weeknd",33052,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
173,Remaja,Hivi!,32814,https://open.spotify.com/track/1SaQZoFXNu7ZAxxKImzFgf
174,"Jikalau Kau Cinta",Judika,32331,https://open.spotify.com/track/29gdEEyeHC9ypmvQkohY4N
175,"When You Love Someone","Endah N Rhesa",32281,https://open.spotify.com/track/2XWsariqeTCH61B53r8yA3
176,"Kenangan Terindah",SAMSONS,32270,https://open.spotify.com/track/5TtmfZaNSYEcTR49cureT0
177,"Pilu Membiru","Kunto Aji",32210,https://open.spotify.com/track/6A5tlFsbty5iJkSqMFWNFs
178,"Blue & Grey",BTS,32009,https://open.spotify.com/track/0n2moJpAEWHwaPYYjkzMDl
179,"Bentuk Cinta","Eclat Story",32003,https://open.spotify.com/track/3fE59mslat0M3nnRjpHlse
180,"cigarettes of ours","Ardhito Pramono",31976,https://open.spotify.com/track/77SiKnkNEnRw0uoPE4wuEp
181,"Too Good At Goodbyes","Sam Smith",31906,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
182,Nyaman,Andmesh,31901,https://open.spotify.com/track/1sxUn0SdlFG05Q3qAA2FlE
183,Tanya,Dere,31758,https://open.spotify.com/track/7ACU6Hb2lOWax6zPFgfFy3
184,"If the World Was Ending - feat. Julia Michaels","JP Saxe",31719,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
185,Soulmate,Kahitna,31641,https://open.spotify.com/track/2y3qRsc49ZmSatwK1SVLFi
186,"Takkan Terganti",Marcell,31503,https://open.spotify.com/track/0T4t1PywlNmJGcveGH5spB
187,"Holy (feat. Chance The Rapper)","Justin Bieber",31396,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
188,"You Are The Reason","Calum Scott",31280,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B
189,"Without Me",Halsey,31276,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
190,"Just the Way You Are","Bruno Mars",31230,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
191,Señorita,"Shawn Mendes",31226,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
192,"It Will Rain","Bruno Mars",30955,https://open.spotify.com/track/4rMNgxEwGWoPHIUcvB5BrB
193,"Serta Mulia","Sal Priadi",30934,https://open.spotify.com/track/1CVUWAC845LKEDHH0l8XG2
194,"Tanpa Kekasihku","Agnes Monica",30834,https://open.spotify.com/track/38z4BczvssOPwck6vP53Kd
195,"Play Date","Melanie Martinez",30768,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
196,"Hitam Putih",Fourtwnty,30599,https://open.spotify.com/track/0O6g2QFUhuLqRzGqhyzrIu
197,"say i'm sorry",Afgan,30569,https://open.spotify.com/track/5Lb2QYTLzzP7mpr8UcNwg2
198,"Way Back Home (feat. Conor Maynard) - Sam Feldt Edit",SHAUN,30560,https://open.spotify.com/track/1ZLrDPgR7mvuTco3rQK8Pk
199,"Zona Nyaman (From ""Filosofi Kopi 2: Ben & Jody"")",Fourtwnty,30370,https://open.spotify.com/track/4lfAvFv8roumWVKXhHF8uN
200,Mine,"Petra Sihombing",30331,https://open.spotify.com/track/6NkUP6IeLnH6Yaw2wcNHzO
