,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
39,"Stuck with U (with Justin Bieber)","Ariana Grande",92596,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
40,"Sudah - Story of Kale - Original Motion Picture Soundtrack","Ardhito Pramono",92455,https://open.spotify.com/track/5QGdWvXwXMK2Zx6eKagyue
41,"Resah Jadi Luka","Daun Jatuh",91353,https://open.spotify.com/track/3a0BOn9fWnTCUqWpqE71Bb
42,"Good Days",SZA,85137,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
43,"I Love You but I'm Letting Go",Pamungkas,83801,https://open.spotify.com/track/01beCqR9wsVnwzkAJZyTqq
44,Copines,"Aya Nakamura",83793,https://open.spotify.com/track/1Bhm5HNO1cq8olDbBmokyL
45,"Tanpa Batas Waktu - 8D Version","Ade Govinda",82976,https://open.spotify.com/track/55GHdnqOdONST4g3dp744w
46,"Mood (feat. iann dior)",24kGoldn,80984,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
47,"Kukira Kau Rumah",Amigdala,79993,https://open.spotify.com/track/1xdp8tXLTGbPeUSEODP9N7
48,Secukupnya,Hindia,79414,https://open.spotify.com/track/5drW6PGRxkE6MxttzVLNk5
49,Sofia,Clairo,78701,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM
50,"Cinta Dalam Hati",Ungu,77407,https://open.spotify.com/track/4MaEMiH9lXR0NAcsrgJcuO
51,"Aku Yang Salah",Mahalini,73700,https://open.spotify.com/track/0OgwkVbQ4jVfsZJO4Xs9hC
52,"Pura Pura Lupa",Mahen,71540,https://open.spotify.com/track/6Aw5k0jkFceYayaJoRupLT
53,"Lonely (with benny blanco)","Justin Bieber",70263,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
54,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",66529,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
55,"Someone You Loved","Lewis Capaldi",65768,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
56,"Sesuatu Di Jogja","Adhitia Sofyan",62581,https://open.spotify.com/track/0MAIxtXWimwhAAQOST9jp7
57,"Waktu Yang Salah","Fiersa Besari",61114,https://open.spotify.com/track/4qgIQcskrvj6nlypTvBm5k
58,telepatía,"Kali Uchis",61081,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
59,"I Still Love You",TheOvertunes,59420,https://open.spotify.com/track/4reIsHKw5hUj4pV8zzMjLA
60,"Somebody That I Used To Know",Gotye,57624,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
61,"if u could see me cryin' in my room","Arash Buana",55521,https://open.spotify.com/track/2yynRDKYqTLVTcP7FqoyVE
62,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan","Fiersa Besari",55426,https://open.spotify.com/track/5sgRYOTpFZRROlndD460KI
63,"Kau Lagi","Celine & Nadya",54924,https://open.spotify.com/track/6RsvbZ6gFjRSOFonpf55mT
64,"you broke me first","Tate McRae",54564,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
65,bitterlove,"Ardhito Pramono",52651,https://open.spotify.com/track/74OLXYsvpfmSgPCMMi898K
66,lowkey,NIKI,51686,https://open.spotify.com/track/5TTXEcfsYLh6fTarLaevTi
67,"Tanpa Tergesa","Juicy Luicy",50000,https://open.spotify.com/track/3Jby9Ezr1E7wCsXe0Dexa6
68,"Mantra Cinta","Rizky Febian",49873,https://open.spotify.com/track/2ROCaprX5ROfL2GkkbkCWy
69,"Reflection - From ""Mulan""","Yura Yunita",49747,https://open.spotify.com/track/1H5tV0SkvBqxGllQ3HEVSy
70,Closure,Pamungkas,49411,https://open.spotify.com/track/3XJ9dvjhpxh49PyjRdn1Lu
71,"La La Lost You - Acoustic Version",NIKI,48854,https://open.spotify.com/track/5WkCcSa78lM1Ym4LXzJUiN
72,"Seperti Kisah","Rizky Febian",48721,https://open.spotify.com/track/6nxQa68jVCLlYQsT3fi4G1
73,"Backyard Boy (with Jeremy Zucker)","Claire Rosinkranz",48482,https://open.spotify.com/track/4rE4qF4baoXpustrgtnFRw
74,Memories,"Maroon 5",47984,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
75,"You Got It",Vedo,46925,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8
76,"Lovesick Girls",BLACKPINK,46365,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C
77,"Adu Rayu","Yovie Widianto",45666,https://open.spotify.com/track/3FcCAFQj4bLpfxo8gj1kk9
78,"Cintanya Aku","Tiara Andini",45645,https://open.spotify.com/track/53fKDMfQhWMSw7QKVDOTBP
79,"Garis Terdepan","Fiersa Besari",45410,https://open.spotify.com/track/4JozU4Ud30FGyDYzoUKasI
80,"Why Why Why",iKON,45401,https://open.spotify.com/track/0br4r9VlPdofrWXxPorlYd
81,"Save Your Tears","The Weeknd",45052,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
82,Psycho,"Red Velvet",44650,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK
83,"Terlalu Cinta",Rossa,44353,https://open.spotify.com/track/6I9rJKR6WPRir6XoAaaJvH
84,"Night Changes","One Direction",44159,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ
85,Selaras,"Kunto Aji",44146,https://open.spotify.com/track/61GiPHiUWi2f8mhN2AdBf0
86,"Tanya Hati",Pasto,43779,https://open.spotify.com/track/5D5wUmhN0uIWnPb6mNOBiN
87,2002,Anne-Marie,43468,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
88,"Kamu & Kenangan - Original Soundtrack Habibie & Ainun 3","Maudy Ayunda",43418,https://open.spotify.com/track/6dMXNAMr1dlAAUo53QKfqs
89,"How You Like That",BLACKPINK,43215,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o
90,Arcade,"Duncan Laurence",43159,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
91,Runaway,AURORA,43120,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
92,"Sweet Scar","Weird Genius",42119,https://open.spotify.com/track/3R0FDwQSXOiO5gaOZFxKZ5
93,"Celengan Rindu","Fiersa Besari",42036,https://open.spotify.com/track/19JvKc2f3ZNblfBSDMDwUF
94,"Astronaut In The Ocean","Masked Wolf",41888,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
95,Rehat,"Kunto Aji",41734,https://open.spotify.com/track/7mjO4RbTZIb1SfE8G673Lm
96,"Don't Call Me",SHINee,41681,https://open.spotify.com/track/462OPOKW0VMbvW9H7HIb0U
97,"LATHI (with Sara Fajira)","Weird Genius",41516,https://open.spotify.com/track/06pezDUwqVsUfpBNw6uJir
98,"I Love You 3000","Stephanie Poetri",41455,https://open.spotify.com/track/3znQ9i61vfe2E7URHlOiyc
99,"Rindu Dalam Hati","Arsy Widianto",41250,https://open.spotify.com/track/1DhJgI2oAsDeDVSD5TNPCF
100,"Don't Watch Me Cry","Alex Porat",40987,https://open.spotify.com/track/42i8mO4cQdsUmn5In7jony
101,Dan...,"Sheila On 7",40968,https://open.spotify.com/track/1MdjZzEInrmDBXf8zs0nKS
102,"Mad at Disney","salem ilese",40808,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
103,"Luka Yang Kurindu",Mahen,40701,https://open.spotify.com/track/5UgZoWvuycExNhZd6vIF7D
104,Tolong,"Budi Doremi",40688,https://open.spotify.com/track/5X5Vj8FcxyoLzq9qxAa45U
105,"Boy With Luv (feat. Halsey)",BTS,40535,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
106,"Selamat (Selamat Tinggal)",Virgoun,39777,https://open.spotify.com/track/1mruWrUwAVe2XkksUQiaHK
107,"What You Know Bout Love","Pop Smoke",39728,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
108,"Ice Cream (with Selena Gomez)",BLACKPINK,39306,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz
109,"Sedang Sayang Sayangnya","Mawar de Jongh",39274,https://open.spotify.com/track/10CbwBfusPvPWuzuTLeMdm
110,Monokrom,Tulus,39036,https://open.spotify.com/track/4GfK1qOF3uBWidbPlTCQRL
111,Adaptasi,Tulus,38906,https://open.spotify.com/track/0Ax3HeFnPVuHBtzc0AQ7zw
112,"Best Part (feat. Daniel Caesar)",H.E.R.,38886,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
113,"Savage Love (Laxed – Siren Beat) [BTS Remix]","Jawsh 685",38864,https://open.spotify.com/track/4TgxFMOn5yoESW6zCidCXL
114,"Untuk Perempuan Yang Sedang Di Pelukan","Payung Teduh",38660,https://open.spotify.com/track/0urpBLpcm6DOGzs86rcKd8
115,"Intentions (feat. Quavo)","Justin Bieber",38534,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
116,"Bicara (feat. Monita Tahalea)",TheOvertunes,38414,https://open.spotify.com/track/1Dxb9nWV16f5PthsUsV1XZ
117,"Fix You",Coldplay,38173,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q
118,"Di Persimpangan Dilema",Terry,38159,https://open.spotify.com/track/5PU8ZFAGNJeWYVBh8w5msX
119,"Kala Cinta Menggoda",Noah,38110,https://open.spotify.com/track/4bZzHFP9VFX7HsyPomDwuE
120,"Hal Indah Butuh Waktu Untuk Datang",Idgitaf,38032,https://open.spotify.com/track/2k9ZZcEQVxoXd2OYr8iiQ8
121,Kangen,"Dewa 19",37978,https://open.spotify.com/track/5LqanqJSmZwbwPtIi2RwTb
122,comethru,"Jeremy Zucker",37900,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP
123,"Belum Siap Kehilangan","Stevan Pasaribu",37789,https://open.spotify.com/track/56Uibq6ur2xwUpSd9biBH1
124,"Manusia Bodoh","Ada Band",37439,https://open.spotify.com/track/408TyH9YoTkH9J0Da9Ue8C
125,"Say You Won't Let Go","James Arthur",37291,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
126,April,"Fiersa Besari",37196,https://open.spotify.com/track/3IesVVqYxCsRCsz5OCmC7q
127,Sorry,Pamungkas,37091,https://open.spotify.com/track/4gW0fnArZ93uAElSkuw0PG
128,"10,000 Hours (with Justin Bieber)","Dan + Shay",36969,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
129,"Black Mamba",aespa,36732,https://open.spotify.com/track/1t2qYCAjUAoGfeFeoBlK51
130,Fine,TAEYEON,36565,https://open.spotify.com/track/6CdUgvL597jWmW4w8P5kHs
131,"Day & Night","Jung Seung Hwan",36279,https://open.spotify.com/track/1j5oDtBWVtNoVHMi2n6Fkz
132,Starlight,"CHA NI (SF9)",36213,https://open.spotify.com/track/7lV0M6ulaapTNZJzx8stw0
133,"Pretty Savage",BLACKPINK,36096,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr
134,Rumpang,"Nadin Amizah",36007,https://open.spotify.com/track/2TRGNVokPnC2a2oHg5iv1H
135,"Fly Me to the Moon","The Macarons Project",35912,https://open.spotify.com/track/0YBNpbrmpZdFRT0NFqii5C
136,Bahaya,"Arsy Widianto",35152,https://open.spotify.com/track/45FQZlkNDDHg4pzyjiLQkc
137,Anyone,"Justin Bieber",35080,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4
138,"Line Without a Hook","Ricky Montgomery",34904,https://open.spotify.com/track/5NvOZCjZaGGGL597exlQWv
139,"Lebih Dari Egoku","Mawar de Jongh",34850,https://open.spotify.com/track/4vh193RZbEEBanSG0719Wh
140,Halu,"Feby Putri",34632,https://open.spotify.com/track/3c4cBEObUsLU8O5I2yQP3l
141,Sorai,"Nadin Amizah",34544,https://open.spotify.com/track/3ymuBMTviroWLuf1jMsMVf
142,Januari,"Glenn Fredly",34175,https://open.spotify.com/track/3h3BXv7Iq5CTTiN9CHgkNe
143,"Cinta Luar Biasa",Andmesh,34037,https://open.spotify.com/track/1JxoK0EU5SHupbXjSwYaN7
144,"Langit Abu-Abu",Tulus,33801,https://open.spotify.com/track/2FaquTc3FYvNm7RuO1gD6O
145,willow,"Taylor Swift",33363,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D
146,Pelangi,Hivi!,33222,https://open.spotify.com/track/5BgZ1bi8xeWVxmg12RfWzv
147,Membasuh,Hindia,33205,https://open.spotify.com/track/3CBxVM0zGj41BQtE6m7gwb
148,"We're Good","Dua Lipa",33184,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
149,"Kenangan Terindah",SAMSONS,33137,https://open.spotify.com/track/5TtmfZaNSYEcTR49cureT0
150,"Strawberries & Cigarettes","Troye Sivan",33021,https://open.spotify.com/track/3afkJSKX0EAMsJXTZnDXXJ
151,"Blueberry Eyes (feat. Lil Mosey, SUGA of BTS & Olivia O'Brien)",MAX,32871,https://open.spotify.com/track/3v96wJDPSdTYWEOgssfipO
152,"Fana Merah Jambu",Fourtwnty,32844,https://open.spotify.com/track/463XKKFCPlcrhtlwGbEovu
153,"Aku Yang Salah",Elmatu,32656,https://open.spotify.com/track/07kS6GzBPkGUMmfgQUfMbE
154,"Cinta Dan Rahasia","Yura Yunita",32624,https://open.spotify.com/track/4HXUMRdT6s6Am6YHcWmuib
155,Rayu,"Marion Jola",32310,https://open.spotify.com/track/4rAWADK2zYdjx2ar2Hp1C8
156,"I Like Me Better",Lauv,32273,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
157,Perlahan,"Guyon Waton",32250,https://open.spotify.com/track/01TdkJ0lorIzBsdks8X1Tb
158,"Make A Wish (Birthday Song)","NCT U",32099,https://open.spotify.com/track/6FdShjf7nA2cqEnpv1tIia
159,"Girl In The Mirror","Sophia Grace",32083,https://open.spotify.com/track/0oXMw64TD8wYk1vSwNNKaO
160,Lara,"Dialog Senja",31960,https://open.spotify.com/track/1sGsoXJgOZ3wY3tveCUwWs
161,"It's You","Ali Gatie",31843,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
162,"Yang Terdalam",Peterpan,31830,https://open.spotify.com/track/0CahNFWYcfqUzP7aYhg6J6
163,"gimme gimme","NCT 127",31732,https://open.spotify.com/track/6shrCEEMcrT6Akxkk8IhLC
164,"Jangan Rubah Takdirku",Andmesh,31672,https://open.spotify.com/track/6MczIMSdoZyw8EBPhihazN
165,"Tukar Jiwa",Tulus,31587,https://open.spotify.com/track/5VAGZmCKBxYT85w51gNy27
166,"lovely (with Khalid)","Billie Eilish",31526,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
167,"Just the Way You Are","Bruno Mars",31501,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
168,"Best Friend","Rex Orange County",31339,https://open.spotify.com/track/47Bg6IrMed1GPbxRgwH2aC
169,"Sekali Ini Saja","Glenn Fredly",31115,https://open.spotify.com/track/1GmIlN8URkjZxtV99zKlBk
170,"Takkan Terganti",Marcell,31043,https://open.spotify.com/track/0T4t1PywlNmJGcveGH5spB
171,"Kartonyono Medot Janji","Denny Caknan",30955,https://open.spotify.com/track/6bnCgtR9tDcADREMONA91t
172,Dandelions,"Ruth B.",30950,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
173,"death bed (coffee for your head)",Powfu,30914,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
174,"Blinding Lights","The Weeknd",30567,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
175,"I CAN'T STOP ME",TWICE,30337,https://open.spotify.com/track/3apeXzypBMnUfYcZYNX6DH
176,Tanya,Dere,30099,https://open.spotify.com/track/7ACU6Hb2lOWax6zPFgfFy3
177,You,Ten2Five,30062,https://open.spotify.com/track/4ilwLEDlMXGEVmMAAEJavA
178,"Blueberry Eyes (feat. SUGA of BTS)",MAX,29871,https://open.spotify.com/track/6sI8Q7TTJeA9exw6hxEqq3
179,"Jikalau Kau Cinta",Judika,29833,https://open.spotify.com/track/29gdEEyeHC9ypmvQkohY4N
180,Remaja,Hivi!,29744,https://open.spotify.com/track/1SaQZoFXNu7ZAxxKImzFgf
181,"Hitam Putih",Fourtwnty,29634,https://open.spotify.com/track/0O6g2QFUhuLqRzGqhyzrIu
182,"Ruang Rindu",Letto,29627,https://open.spotify.com/track/3sZh17vjbQknQoC8z3y8zR
183,Seandainya,Vierra,29603,https://open.spotify.com/track/4zDsTPzY7Nm7rYKvszjKYL
184,Soulmate,Kahitna,29564,https://open.spotify.com/track/2y3qRsc49ZmSatwK1SVLFi
185,"Holy (feat. Chance The Rapper)","Justin Bieber",29472,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
186,"cigarettes of ours","Ardhito Pramono",29377,https://open.spotify.com/track/77SiKnkNEnRw0uoPE4wuEp
187,Hampa,"Ari Lasso",29231,https://open.spotify.com/track/6bE0o9hYUPYlokZIH79oM0
188,"You Are The Reason","Calum Scott",29225,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B
189,"It Will Rain","Bruno Mars",29210,https://open.spotify.com/track/4rMNgxEwGWoPHIUcvB5BrB
190,"Serta Mulia","Sal Priadi",28925,https://open.spotify.com/track/1CVUWAC845LKEDHH0l8XG2
191,"Pilu Membiru","Kunto Aji",28831,https://open.spotify.com/track/6A5tlFsbty5iJkSqMFWNFs
192,"Play Date","Melanie Martinez",28817,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
193,Señorita,"Shawn Mendes",28764,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
194,"Hey Stupid, I Love You","JP Saxe",28737,https://open.spotify.com/track/5inDa3sWj8zqJBOdj7Bjqc
195,"Not With Me","Bondan Prakoso",28701,https://open.spotify.com/track/3Jx6apzpRnf9MPmZv13LOj
196,"When You Love Someone","Endah N Rhesa",28695,https://open.spotify.com/track/2XWsariqeTCH61B53r8yA3
197,"If the World Was Ending - feat. Julia Michaels","JP Saxe",28691,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
198,"Indah Pada Waktunya","Rizky Febian",28679,https://open.spotify.com/track/1S5aHAr1hpf3icpzq3ullG
199,"Without Me",Halsey,28634,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
200,"Bad Liar","Anna Hamilton",28577,https://open.spotify.com/track/0X9MxHR1rTkEHDjp95F2OO
