,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
57,telepatía,"Kali Uchis",65741,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
58,Closure,Pamungkas,65592,https://open.spotify.com/track/3XJ9dvjhpxh49PyjRdn1Lu
59,"if u could see me cryin' in my room","Arash Buana",65363,https://open.spotify.com/track/2yynRDKYqTLVTcP7FqoyVE
60,"Sesuatu Di Jogja","Adhitia Sofyan",63496,https://open.spotify.com/track/0MAIxtXWimwhAAQOST9jp7
61,"Pura Pura Lupa",Mahen,62992,https://open.spotify.com/track/6Aw5k0jkFceYayaJoRupLT
62,Copines,"Aya Nakamura",62700,https://open.spotify.com/track/1Bhm5HNO1cq8olDbBmokyL
63,"Good Days",SZA,61906,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
64,"Aku Yang Salah",Mahalini,60875,https://open.spotify.com/track/0OgwkVbQ4jVfsZJO4Xs9hC
65,"Waktu Yang Salah","Fiersa Besari",60283,https://open.spotify.com/track/4qgIQcskrvj6nlypTvBm5k
66,"Cinta Dalam Hati",Ungu,59148,https://open.spotify.com/track/4MaEMiH9lXR0NAcsrgJcuO
67,"Astronaut In The Ocean","Masked Wolf",58283,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
68,bitterlove,"Ardhito Pramono",57087,https://open.spotify.com/track/74OLXYsvpfmSgPCMMi898K
69,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan","Fiersa Besari",56739,https://open.spotify.com/track/5sgRYOTpFZRROlndD460KI
70,lowkey,NIKI,56618,https://open.spotify.com/track/5TTXEcfsYLh6fTarLaevTi
71,"After School",Weeekly,53602,https://open.spotify.com/track/52CBUrIdyf8tbZaUY9iawE
72,"Seperti Kisah","Rizky Febian",53446,https://open.spotify.com/track/6nxQa68jVCLlYQsT3fi4G1
73,Sorry,Pamungkas,52943,https://open.spotify.com/track/4gW0fnArZ93uAElSkuw0PG
74,"La La Lost You - Acoustic Version",NIKI,52123,https://open.spotify.com/track/5WkCcSa78lM1Ym4LXzJUiN
75,Arcade,"Duncan Laurence",52091,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
76,"Tanpa Tergesa","Juicy Luicy",51198,https://open.spotify.com/track/3Jby9Ezr1E7wCsXe0Dexa6
77,"Night Changes","One Direction",50782,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ
78,"Somebody That I Used To Know",Gotye,50750,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
79,"Reflection - From ""Mulan""","Yura Yunita",49874,https://open.spotify.com/track/1H5tV0SkvBqxGllQ3HEVSy
80,"Sweet Scar","Weird Genius",48972,https://open.spotify.com/track/3R0FDwQSXOiO5gaOZFxKZ5
81,"you broke me first","Tate McRae",48189,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
82,Rollin',"Brave Girls",48007,https://open.spotify.com/track/2VJOpzv5sBpstCX9venJr5
83,"I Love You 3000","Stephanie Poetri",47543,https://open.spotify.com/track/3znQ9i61vfe2E7URHlOiyc
84,"Kau Lagi","Celine & Nadya",47268,https://open.spotify.com/track/6RsvbZ6gFjRSOFonpf55mT
85,"Garis Terdepan","Fiersa Besari",47239,https://open.spotify.com/track/4JozU4Ud30FGyDYzoUKasI
86,Memories,"Maroon 5",46823,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
87,Runaway,AURORA,46692,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
88,"Lovesick Girls",BLACKPINK,45984,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C
89,"Ku Dengannya Kau Dengan Dia",Afgan,45748,https://open.spotify.com/track/1dB3siDxgzX7i1So4igd3x
90,Rehat,"Kunto Aji",45697,https://open.spotify.com/track/7mjO4RbTZIb1SfE8G673Lm
91,2002,Anne-Marie,45253,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
92,"Mantra Cinta","Rizky Febian",45252,https://open.spotify.com/track/2ROCaprX5ROfL2GkkbkCWy
93,"Holy (feat. Chance The Rapper)","Justin Bieber",45146,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
94,"Adu Rayu","Yovie Widianto",45077,https://open.spotify.com/track/3FcCAFQj4bLpfxo8gj1kk9
95,"Terlalu Cinta",Rossa,44837,https://open.spotify.com/track/6I9rJKR6WPRir6XoAaaJvH
96,"Please Don't Go","Mike Posner",43853,https://open.spotify.com/track/3wkKkFAtYSTRwqOydW6T0I
97,Psycho,"Red Velvet",43718,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK
98,"Save Your Tears","The Weeknd",43707,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
99,"Backyard Boy (with Jeremy Zucker)","Claire Rosinkranz",43589,https://open.spotify.com/track/4rE4qF4baoXpustrgtnFRw
100,"Don't Watch Me Cry","Alex Porat",43447,https://open.spotify.com/track/42i8mO4cQdsUmn5In7jony
101,Dandelions,"Ruth B.",43190,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
102,"You Got It",Vedo,42927,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8
103,Anyone,"Justin Bieber",42732,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
104,"Tanya Hati",Pasto,42376,https://open.spotify.com/track/5D5wUmhN0uIWnPb6mNOBiN
105,"As I Am (feat. Khalid)","Justin Bieber",41667,https://open.spotify.com/track/6F2r4HgpJnvKDmkN6JEN6J
106,"How You Like That",BLACKPINK,41627,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o
107,"Best Part (feat. Daniel Caesar)",H.E.R.,41359,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
108,"LATHI (with Sara Fajira)","Weird Genius",40796,https://open.spotify.com/track/06pezDUwqVsUfpBNw6uJir
109,"Selamat (Selamat Tinggal)",Virgoun,40780,https://open.spotify.com/track/1mruWrUwAVe2XkksUQiaHK
110,"Say You Won't Let Go","James Arthur",40645,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
111,"Boy With Luv (feat. Halsey)",BTS,40542,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
112,"Kamu & Kenangan - Original Soundtrack Habibie & Ainun 3","Maudy Ayunda",40363,https://open.spotify.com/track/6dMXNAMr1dlAAUo53QKfqs
113,Monokrom,Tulus,40104,https://open.spotify.com/track/4GfK1qOF3uBWidbPlTCQRL
114,Tolong,"Budi Doremi",39899,https://open.spotify.com/track/5X5Vj8FcxyoLzq9qxAa45U
115,"Celengan Rindu","Fiersa Besari",39816,https://open.spotify.com/track/19JvKc2f3ZNblfBSDMDwUF
116,Adaptasi,Tulus,39521,https://open.spotify.com/track/0Ax3HeFnPVuHBtzc0AQ7zw
117,Dan...,"Sheila On 7",39514,https://open.spotify.com/track/1MdjZzEInrmDBXf8zs0nKS
118,"10,000 Hours (with Justin Bieber)","Dan + Shay",39473,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
119,"eight(Prod.&Feat. SUGA of BTS)",IU,39264,https://open.spotify.com/track/0pYacDCZuRhcrwGUA5nTBe
120,"Luka Yang Kurindu",Mahen,39241,https://open.spotify.com/track/5UgZoWvuycExNhZd6vIF7D
121,"Untuk Perempuan Yang Sedang Di Pelukan","Payung Teduh",39132,https://open.spotify.com/track/0urpBLpcm6DOGzs86rcKd8
122,comethru,"Jeremy Zucker",39011,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP
123,"Bad Liar","Imagine Dragons",38445,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
124,"Sedang Sayang Sayangnya","Mawar de Jongh",37820,https://open.spotify.com/track/10CbwBfusPvPWuzuTLeMdm
125,"Bicara (feat. Monita Tahalea)",TheOvertunes,37450,https://open.spotify.com/track/1Dxb9nWV16f5PthsUsV1XZ
126,"Rain On Me (with Ariana Grande)","Lady Gaga",37424,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
127,"Day & Night","Jung Seung Hwan",37355,https://open.spotify.com/track/1j5oDtBWVtNoVHMi2n6Fkz
128,"Mad at Disney","salem ilese",37342,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
129,"Rindu Dalam Hati","Arsy Widianto",37310,https://open.spotify.com/track/1DhJgI2oAsDeDVSD5TNPCF
130,Kangen,"Dewa 19",37296,https://open.spotify.com/track/5LqanqJSmZwbwPtIi2RwTb
131,April,"Fiersa Besari",37267,https://open.spotify.com/track/3IesVVqYxCsRCsz5OCmC7q
132,"Best Friend","Rex Orange County",37045,https://open.spotify.com/track/47Bg6IrMed1GPbxRgwH2aC
133,Rumpang,"Nadin Amizah",37038,https://open.spotify.com/track/2TRGNVokPnC2a2oHg5iv1H
134,Fine,TAEYEON,36781,https://open.spotify.com/track/6CdUgvL597jWmW4w8P5kHs
135,"Di Persimpangan Dilema",Terry,36738,https://open.spotify.com/track/5PU8ZFAGNJeWYVBh8w5msX
136,"We're Good","Dua Lipa",36703,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
137,"Akhir Tak Bahagia",Misellia,36485,https://open.spotify.com/track/0BYoWATcndOBcsCfKdTKRx
138,"Intentions (feat. Quavo)","Justin Bieber",36027,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
139,Rayu,"Marion Jola",36022,https://open.spotify.com/track/4rAWADK2zYdjx2ar2Hp1C8
140,"Langit Abu-Abu",Tulus,35882,https://open.spotify.com/track/2FaquTc3FYvNm7RuO1gD6O
141,"Ice Cream (with Selena Gomez)",BLACKPINK,35691,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz
142,"Strawberries & Cigarettes","Troye Sivan",35637,https://open.spotify.com/track/3afkJSKX0EAMsJXTZnDXXJ
143,"Talking to the Moon","Bruno Mars",35613,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
144,"Fly Me to the Moon","The Macarons Project",35411,https://open.spotify.com/track/0YBNpbrmpZdFRT0NFqii5C
145,"Kala Cinta Menggoda",Noah,35258,https://open.spotify.com/track/4bZzHFP9VFX7HsyPomDwuE
146,"What You Know Bout Love","Pop Smoke",35002,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
147,"Line Without a Hook","Ricky Montgomery",34847,https://open.spotify.com/track/5NvOZCjZaGGGL597exlQWv
148,Sorai,"Nadin Amizah",34794,https://open.spotify.com/track/3ymuBMTviroWLuf1jMsMVf
149,"Manusia Bodoh","Ada Band",34633,https://open.spotify.com/track/408TyH9YoTkH9J0Da9Ue8C
150,"Pretty Savage",BLACKPINK,34472,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr
151,"I Like Me Better",Lauv,34465,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
152,"Lebih Dari Egoku","Mawar de Jongh",34335,https://open.spotify.com/track/4vh193RZbEEBanSG0719Wh
153,"Fix You",Coldplay,34268,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q
154,You,Ten2Five,34178,https://open.spotify.com/track/4ilwLEDlMXGEVmMAAEJavA
155,Pelangi,Hivi!,34157,https://open.spotify.com/track/5BgZ1bi8xeWVxmg12RfWzv
156,"Levitating (feat. DaBaby)","Dua Lipa",33868,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
157,"Cinta Luar Biasa",Andmesh,33805,https://open.spotify.com/track/1JxoK0EU5SHupbXjSwYaN7
158,Halu,"Feby Putri",33765,https://open.spotify.com/track/3c4cBEObUsLU8O5I2yQP3l
159,"Cintanya Aku","Tiara Andini",33744,https://open.spotify.com/track/53fKDMfQhWMSw7QKVDOTBP
160,"Girl In The Mirror","Sophia Grace",33539,https://open.spotify.com/track/0oXMw64TD8wYk1vSwNNKaO
161,"Just the Way You Are","Bruno Mars",33063,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
162,"Blueberry Eyes (feat. SUGA of BTS)",MAX,32944,https://open.spotify.com/track/6sI8Q7TTJeA9exw6hxEqq3
163,Membasuh,Hindia,32903,https://open.spotify.com/track/3CBxVM0zGj41BQtE6m7gwb
164,"One Only - Acoustic",Pamungkas,32827,https://open.spotify.com/track/71ck7QnubXzGGj3hE49dvk
165,"Black Mamba",aespa,32757,https://open.spotify.com/track/1t2qYCAjUAoGfeFeoBlK51
166,"Tukar Jiwa",Tulus,32560,https://open.spotify.com/track/5VAGZmCKBxYT85w51gNy27
167,"Savage Love (Laxed – Siren Beat) [BTS Remix]","Jawsh 685",32479,https://open.spotify.com/track/4TgxFMOn5yoESW6zCidCXL
168,"It's You","Ali Gatie",32442,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
169,"Pluto Projector","Rex Orange County",32350,https://open.spotify.com/track/4EWBhKf1fOFnyMtUzACXEc
170,Mine,"Petra Sihombing",32286,https://open.spotify.com/track/6NkUP6IeLnH6Yaw2wcNHzO
171,"Jangan Rubah Takdirku",Andmesh,32242,https://open.spotify.com/track/6MczIMSdoZyw8EBPhihazN
172,"cigarettes of ours","Ardhito Pramono",32074,https://open.spotify.com/track/77SiKnkNEnRw0uoPE4wuEp
173,"Fana Merah Jambu",Fourtwnty,32064,https://open.spotify.com/track/463XKKFCPlcrhtlwGbEovu
174,Lara,"Dialog Senja",31810,https://open.spotify.com/track/1sGsoXJgOZ3wY3tveCUwWs
175,"Cinta Dan Rahasia","Yura Yunita",31426,https://open.spotify.com/track/4HXUMRdT6s6Am6YHcWmuib
176,"Hal Indah Butuh Waktu Untuk Datang",Idgitaf,31376,https://open.spotify.com/track/2k9ZZcEQVxoXd2OYr8iiQ8
177,"Blueberry Eyes (feat. Lil Mosey, SUGA of BTS & Olivia O'Brien)",MAX,31361,https://open.spotify.com/track/3v96wJDPSdTYWEOgssfipO
178,"Kenangan Terindah",SAMSONS,31352,https://open.spotify.com/track/5TtmfZaNSYEcTR49cureT0
179,Selaras,"Kunto Aji",31196,https://open.spotify.com/track/61GiPHiUWi2f8mhN2AdBf0
180,"Make A Wish (Birthday Song)","NCT U",31099,https://open.spotify.com/track/6FdShjf7nA2cqEnpv1tIia
181,"Aku Yang Salah",Elmatu,31010,https://open.spotify.com/track/07kS6GzBPkGUMmfgQUfMbE
182,Seandainya,Vierra,30951,https://open.spotify.com/track/4zDsTPzY7Nm7rYKvszjKYL
183,Remaja,Hivi!,30881,https://open.spotify.com/track/1SaQZoFXNu7ZAxxKImzFgf
184,"To the Bone",Pamungkas,30814,https://open.spotify.com/track/1XU0PmUY3oqFovtDbjzQJr
185,"When You Love Someone","Endah N Rhesa",30785,https://open.spotify.com/track/2XWsariqeTCH61B53r8yA3
186,"lovely (with Khalid)","Billie Eilish",30485,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
187,"Blinding Lights","The Weeknd",30440,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
188,"death bed (coffee for your head)",Powfu,30351,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
189,"Too Good At Goodbyes","Sam Smith",30204,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
190,"Cinta Seperti Aku","Aurelie Hermansyah",30099,https://open.spotify.com/track/0wNeGd47THko2t5enRDKMZ
191,"Cloud 9","Beach Bunny",30084,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
192,"It Will Rain","Bruno Mars",30065,https://open.spotify.com/track/4rMNgxEwGWoPHIUcvB5BrB
193,Januari,"Glenn Fredly",30043,https://open.spotify.com/track/3h3BXv7Iq5CTTiN9CHgkNe
194,"Kiss (Never Let Me Go)",Thyro,30032,https://open.spotify.com/track/6nQYJuqhIW2zKWAv1rZPM6
195,"Sekali Ini Saja","Glenn Fredly",29999,https://open.spotify.com/track/1GmIlN8URkjZxtV99zKlBk
196,"Hitam Putih",Fourtwnty,29939,https://open.spotify.com/track/0O6g2QFUhuLqRzGqhyzrIu
197,"Can I Be Him","James Arthur",29848,https://open.spotify.com/track/0VhgEqMTNZwYL1ARDLLNCX
198,Pamit,Tulus,29844,https://open.spotify.com/track/3B4VP6swG49n3scg2aMfA6
199,"Why Why Why",iKON,29844,https://open.spotify.com/track/0br4r9VlPdofrWXxPorlYd
200,"Pilu Membiru","Kunto Aji",29810,https://open.spotify.com/track/6A5tlFsbty5iJkSqMFWNFs
