,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
133,Kangen,"Dewa 19",37478,https://open.spotify.com/track/5LqanqJSmZwbwPtIi2RwTb
134,"Manusia Bodoh","Ada Band",37354,https://open.spotify.com/track/408TyH9YoTkH9J0Da9Ue8C
135,Sorry,Pamungkas,37113,https://open.spotify.com/track/4gW0fnArZ93uAElSkuw0PG
136,"Belum Siap Kehilangan","Stevan Pasaribu",36585,https://open.spotify.com/track/56Uibq6ur2xwUpSd9biBH1
137,Halu,"Feby Putri",36508,https://open.spotify.com/track/3c4cBEObUsLU8O5I2yQP3l
138,"Lebih Dari Egoku","Mawar de Jongh",36358,https://open.spotify.com/track/4vh193RZbEEBanSG0719Wh
139,"Langit Abu-Abu",Tulus,36231,https://open.spotify.com/track/2FaquTc3FYvNm7RuO1gD6O
140,"Line Without a Hook","Ricky Montgomery",36222,https://open.spotify.com/track/5NvOZCjZaGGGL597exlQWv
141,"Cinta Luar Biasa",Andmesh,36198,https://open.spotify.com/track/1JxoK0EU5SHupbXjSwYaN7
142,Pelangi,Hivi!,35771,https://open.spotify.com/track/5BgZ1bi8xeWVxmg12RfWzv
143,"Strawberries & Cigarettes","Troye Sivan",35736,https://open.spotify.com/track/3afkJSKX0EAMsJXTZnDXXJ
144,Anyone,"Justin Bieber",35625,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4
145,Sorai,"Nadin Amizah",35485,https://open.spotify.com/track/3ymuBMTviroWLuf1jMsMVf
146,Januari,"Glenn Fredly",34934,https://open.spotify.com/track/3h3BXv7Iq5CTTiN9CHgkNe
147,willow,"Taylor Swift",34867,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D
148,"Make A Wish (Birthday Song)","NCT U",34735,https://open.spotify.com/track/6FdShjf7nA2cqEnpv1tIia
149,"I Like Me Better",Lauv,34697,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
150,"Blueberry Eyes (feat. Lil Mosey, SUGA of BTS & Olivia O'Brien)",MAX,34509,https://open.spotify.com/track/3v96wJDPSdTYWEOgssfipO
151,Rayu,"Marion Jola",34398,https://open.spotify.com/track/4rAWADK2zYdjx2ar2Hp1C8
152,"gimme gimme","NCT 127",33736,https://open.spotify.com/track/6shrCEEMcrT6Akxkk8IhLC
153,Membasuh,Hindia,33556,https://open.spotify.com/track/3CBxVM0zGj41BQtE6m7gwb
154,You,Ten2Five,33400,https://open.spotify.com/track/4ilwLEDlMXGEVmMAAEJavA
155,"Cinta Dan Rahasia","Yura Yunita",33388,https://open.spotify.com/track/4HXUMRdT6s6Am6YHcWmuib
156,"Best Friend","Rex Orange County",33378,https://open.spotify.com/track/47Bg6IrMed1GPbxRgwH2aC
157,"It's You","Ali Gatie",33336,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
158,"lovely (with Khalid)","Billie Eilish",33114,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
159,"We're Good","Dua Lipa",33088,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
160,"death bed (coffee for your head)",Powfu,32972,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
161,"Blueberry Eyes (feat. SUGA of BTS)",MAX,32886,https://open.spotify.com/track/6sI8Q7TTJeA9exw6hxEqq3
162,"Fana Merah Jambu",Fourtwnty,32866,https://open.spotify.com/track/463XKKFCPlcrhtlwGbEovu
163,"I CAN'T STOP ME",TWICE,32661,https://open.spotify.com/track/3apeXzypBMnUfYcZYNX6DH
164,"Tukar Jiwa",Tulus,32652,https://open.spotify.com/track/5VAGZmCKBxYT85w51gNy27
165,Lara,"Dialog Senja",32573,https://open.spotify.com/track/1sGsoXJgOZ3wY3tveCUwWs
166,"Kenangan Terindah",SAMSONS,32486,https://open.spotify.com/track/5TtmfZaNSYEcTR49cureT0
167,"Aku Yang Salah",Elmatu,32442,https://open.spotify.com/track/07kS6GzBPkGUMmfgQUfMbE
168,"Jangan Rubah Takdirku",Andmesh,32298,https://open.spotify.com/track/6MczIMSdoZyw8EBPhihazN
169,"Sekali Ini Saja","Glenn Fredly",32197,https://open.spotify.com/track/1GmIlN8URkjZxtV99zKlBk
170,"Indah Pada Waktunya","Rizky Febian",32021,https://open.spotify.com/track/1S5aHAr1hpf3icpzq3ullG
171,"Yang Terdalam",Peterpan,32008,https://open.spotify.com/track/0CahNFWYcfqUzP7aYhg6J6
172,Remaja,Hivi!,31937,https://open.spotify.com/track/1SaQZoFXNu7ZAxxKImzFgf
173,"When You Love Someone","Endah N Rhesa",31924,https://open.spotify.com/track/2XWsariqeTCH61B53r8yA3
174,"Blinding Lights","The Weeknd",31901,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
175,Perlahan,"Guyon Waton",31741,https://open.spotify.com/track/01TdkJ0lorIzBsdks8X1Tb
176,Dandelions,"Ruth B.",31683,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
177,"Just the Way You Are","Bruno Mars",31582,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
178,"Takkan Terganti",Marcell,31447,https://open.spotify.com/track/0T4t1PywlNmJGcveGH5spB
179,"Holy (feat. Chance The Rapper)","Justin Bieber",31185,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
180,"cigarettes of ours","Ardhito Pramono",30990,https://open.spotify.com/track/77SiKnkNEnRw0uoPE4wuEp
181,Soulmate,Kahitna,30885,https://open.spotify.com/track/2y3qRsc49ZmSatwK1SVLFi
182,Seandainya,Vierra,30823,https://open.spotify.com/track/4zDsTPzY7Nm7rYKvszjKYL
183,"Hey Stupid, I Love You","JP Saxe",30819,https://open.spotify.com/track/5inDa3sWj8zqJBOdj7Bjqc
184,"Pilu Membiru","Kunto Aji",30681,https://open.spotify.com/track/6A5tlFsbty5iJkSqMFWNFs
185,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",30660,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
186,"Too Good At Goodbyes","Sam Smith",30647,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
187,"Serta Mulia","Sal Priadi",30607,https://open.spotify.com/track/1CVUWAC845LKEDHH0l8XG2
188,"Tanpa Kekasihku","Agnes Monica",30541,https://open.spotify.com/track/38z4BczvssOPwck6vP53Kd
189,"Blue & Grey",BTS,30505,https://open.spotify.com/track/0n2moJpAEWHwaPYYjkzMDl
190,"Jikalau Kau Cinta",Judika,30330,https://open.spotify.com/track/29gdEEyeHC9ypmvQkohY4N
191,"You Are The Reason","Calum Scott",30262,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B
192,Nyaman,Andmesh,30214,https://open.spotify.com/track/1sxUn0SdlFG05Q3qAA2FlE
193,Tanya,Dere,30207,https://open.spotify.com/track/7ACU6Hb2lOWax6zPFgfFy3
194,Señorita,"Shawn Mendes",30021,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
195,"Play Date","Melanie Martinez",30007,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
196,"Not With Me","Bondan Prakoso",29986,https://open.spotify.com/track/3Jx6apzpRnf9MPmZv13LOj
197,"Way Back Home (feat. Conor Maynard) - Sam Feldt Edit",SHAUN,29986,https://open.spotify.com/track/1ZLrDPgR7mvuTco3rQK8Pk
198,"Ruang Rindu",Letto,29872,https://open.spotify.com/track/3sZh17vjbQknQoC8z3y8zR
199,"Without Me",Halsey,29851,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
200,"It Will Rain","Bruno Mars",29832,https://open.spotify.com/track/4rMNgxEwGWoPHIUcvB5BrB
