,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
46,"Cinta Dalam Hati",Ungu,79127,https://open.spotify.com/track/4MaEMiH9lXR0NAcsrgJcuO
47,"I Love You but I'm Letting Go",Pamungkas,79083,https://open.spotify.com/track/01beCqR9wsVnwzkAJZyTqq
48,Secukupnya,Hindia,78790,https://open.spotify.com/track/5drW6PGRxkE6MxttzVLNk5
49,Lantas,"Juicy Luicy",78203,https://open.spotify.com/track/1ZPVEo8RfmrEz8YAD5n6rW
50,"Pura Pura Lupa",Mahen,75946,https://open.spotify.com/track/6Aw5k0jkFceYayaJoRupLT
51,"Someone You Loved","Lewis Capaldi",75675,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
52,"Somebody That I Used To Know",Gotye,71956,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
53,"Reflection - From ""Mulan""","Yura Yunita",68496,https://open.spotify.com/track/1H5tV0SkvBqxGllQ3HEVSy
54,"Waktu Yang Salah","Fiersa Besari",65698,https://open.spotify.com/track/4qgIQcskrvj6nlypTvBm5k
55,"Kau Lagi","Celine & Nadya",64902,https://open.spotify.com/track/6RsvbZ6gFjRSOFonpf55mT
56,"Aku Yang Salah",Mahalini,64769,https://open.spotify.com/track/0OgwkVbQ4jVfsZJO4Xs9hC
57,"Sesuatu Di Jogja","Adhitia Sofyan",63840,https://open.spotify.com/track/0MAIxtXWimwhAAQOST9jp7
58,"I Still Love You",TheOvertunes,59717,https://open.spotify.com/track/4reIsHKw5hUj4pV8zzMjLA
59,"Save Your Tears","The Weeknd",59005,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
60,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan","Fiersa Besari",58705,https://open.spotify.com/track/5sgRYOTpFZRROlndD460KI
61,telepatía,"Kali Uchis",58555,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
62,"Cintanya Aku","Tiara Andini",56994,https://open.spotify.com/track/53fKDMfQhWMSw7QKVDOTBP
63,"Backyard Boy (with Jeremy Zucker)","Claire Rosinkranz",56754,https://open.spotify.com/track/4rE4qF4baoXpustrgtnFRw
64,lowkey,NIKI,55160,https://open.spotify.com/track/5TTXEcfsYLh6fTarLaevTi
65,bitterlove,"Ardhito Pramono",55007,https://open.spotify.com/track/74OLXYsvpfmSgPCMMi898K
66,"you broke me first","Tate McRae",53938,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
67,"La La Lost You - Acoustic Version",NIKI,52903,https://open.spotify.com/track/5WkCcSa78lM1Ym4LXzJUiN
68,"Lovesick Girls",BLACKPINK,52547,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C
69,"Mantra Cinta","Rizky Febian",52055,https://open.spotify.com/track/2ROCaprX5ROfL2GkkbkCWy
70,"if u could see me cryin' in my room","Arash Buana",51464,https://open.spotify.com/track/2yynRDKYqTLVTcP7FqoyVE
71,"Seperti Kisah","Rizky Febian",51102,https://open.spotify.com/track/6nxQa68jVCLlYQsT3fi4G1
72,Psycho,"Red Velvet",51020,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK
73,"Tanpa Tergesa","Juicy Luicy",50186,https://open.spotify.com/track/3Jby9Ezr1E7wCsXe0Dexa6
74,Memories,"Maroon 5",50142,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
75,Closure,Pamungkas,49903,https://open.spotify.com/track/3XJ9dvjhpxh49PyjRdn1Lu
76,"You Got It",Vedo,49550,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8
77,Starlight,"CHA NI (SF9)",48295,https://open.spotify.com/track/7lV0M6ulaapTNZJzx8stw0
78,Runaway,AURORA,48072,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
79,Selaras,"Kunto Aji",48018,https://open.spotify.com/track/61GiPHiUWi2f8mhN2AdBf0
80,"Garis Terdepan","Fiersa Besari",47913,https://open.spotify.com/track/4JozU4Ud30FGyDYzoUKasI
81,"Night Changes","One Direction",47619,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ
82,"What You Know Bout Love","Pop Smoke",47596,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
83,"Adu Rayu","Yovie Widianto",46757,https://open.spotify.com/track/3FcCAFQj4bLpfxo8gj1kk9
84,"Kamu & Kenangan - Original Soundtrack Habibie & Ainun 3","Maudy Ayunda",46433,https://open.spotify.com/track/6dMXNAMr1dlAAUo53QKfqs
85,"Mad at Disney","salem ilese",46243,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
86,"How You Like That",BLACKPINK,46118,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o
87,"Terlalu Cinta",Rossa,45919,https://open.spotify.com/track/6I9rJKR6WPRir6XoAaaJvH
88,"Day & Night","Jung Seung Hwan",45913,https://open.spotify.com/track/1j5oDtBWVtNoVHMi2n6Fkz
89,Fine,TAEYEON,45566,https://open.spotify.com/track/6CdUgvL597jWmW4w8P5kHs
90,Rehat,"Kunto Aji",45245,https://open.spotify.com/track/7mjO4RbTZIb1SfE8G673Lm
91,"Celengan Rindu","Fiersa Besari",45089,https://open.spotify.com/track/19JvKc2f3ZNblfBSDMDwUF
92,"Boy With Luv (feat. Halsey)",BTS,44767,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
93,"Tanya Hati",Pasto,44585,https://open.spotify.com/track/5D5wUmhN0uIWnPb6mNOBiN
94,"Black Mamba",aespa,44545,https://open.spotify.com/track/1t2qYCAjUAoGfeFeoBlK51
95,Tolong,"Budi Doremi",44340,https://open.spotify.com/track/5X5Vj8FcxyoLzq9qxAa45U
96,"gimme gimme","NCT 127",44329,https://open.spotify.com/track/6shrCEEMcrT6Akxkk8IhLC
97,2002,Anne-Marie,44206,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
98,"Savage Love (Laxed – Siren Beat) [BTS Remix]","Jawsh 685",43113,https://open.spotify.com/track/4TgxFMOn5yoESW6zCidCXL
99,"Untuk Perempuan Yang Sedang Di Pelukan","Payung Teduh",43098,https://open.spotify.com/track/0urpBLpcm6DOGzs86rcKd8
100,"Rindu Dalam Hati","Arsy Widianto",43004,https://open.spotify.com/track/1DhJgI2oAsDeDVSD5TNPCF
101,"Luka Yang Kurindu",Mahen,42833,https://open.spotify.com/track/5UgZoWvuycExNhZd6vIF7D
102,Arcade,"Duncan Laurence",42486,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
103,"Ice Cream (with Selena Gomez)",BLACKPINK,42306,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz
104,Adaptasi,Tulus,42027,https://open.spotify.com/track/0Ax3HeFnPVuHBtzc0AQ7zw
105,Dan...,"Sheila On 7",41292,https://open.spotify.com/track/1MdjZzEInrmDBXf8zs0nKS
106,"I Love You 3000","Stephanie Poetri",41137,https://open.spotify.com/track/3znQ9i61vfe2E7URHlOiyc
107,"Best Part (feat. Daniel Caesar)",H.E.R.,41048,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
108,Monokrom,Tulus,40884,https://open.spotify.com/track/4GfK1qOF3uBWidbPlTCQRL
109,"Selamat (Selamat Tinggal)",Virgoun,40839,https://open.spotify.com/track/1mruWrUwAVe2XkksUQiaHK
110,"Hal Indah Butuh Waktu Untuk Datang",Idgitaf,40769,https://open.spotify.com/track/2k9ZZcEQVxoXd2OYr8iiQ8
111,"Don't Watch Me Cry","Alex Porat",40717,https://open.spotify.com/track/42i8mO4cQdsUmn5In7jony
112,Rumpang,"Nadin Amizah",40562,https://open.spotify.com/track/2TRGNVokPnC2a2oHg5iv1H
113,"Astronaut In The Ocean","Masked Wolf",40553,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
114,"Sedang Sayang Sayangnya","Mawar de Jongh",40546,https://open.spotify.com/track/10CbwBfusPvPWuzuTLeMdm
115,"Sweet Scar","Weird Genius",40473,https://open.spotify.com/track/3R0FDwQSXOiO5gaOZFxKZ5
116,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",40352,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
117,"Say You Won't Let Go","James Arthur",40137,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
118,"Bicara (feat. Monita Tahalea)",TheOvertunes,40080,https://open.spotify.com/track/1Dxb9nWV16f5PthsUsV1XZ
119,"LATHI (with Sara Fajira)","Weird Genius",40001,https://open.spotify.com/track/06pezDUwqVsUfpBNw6uJir
120,"Di Persimpangan Dilema",Terry,39721,https://open.spotify.com/track/5PU8ZFAGNJeWYVBh8w5msX
121,"10,000 Hours (with Justin Bieber)","Dan + Shay",39555,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
122,"Blueberry Eyes (feat. Lil Mosey, SUGA of BTS & Olivia O'Brien)",MAX,39532,https://open.spotify.com/track/3v96wJDPSdTYWEOgssfipO
123,"Pretty Savage",BLACKPINK,39494,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr
124,"Intentions (feat. Quavo)","Justin Bieber",39268,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
125,"Kala Cinta Menggoda",Noah,39264,https://open.spotify.com/track/4bZzHFP9VFX7HsyPomDwuE
126,comethru,"Jeremy Zucker",39060,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP
127,"Line Without a Hook","Ricky Montgomery",38818,https://open.spotify.com/track/5NvOZCjZaGGGL597exlQWv
128,April,"Fiersa Besari",38502,https://open.spotify.com/track/3IesVVqYxCsRCsz5OCmC7q
129,"Bentuk Cinta","Eclat Story",38132,https://open.spotify.com/track/3fE59mslat0M3nnRjpHlse
130,Sorai,"Nadin Amizah",38015,https://open.spotify.com/track/3ymuBMTviroWLuf1jMsMVf
131,Kangen,"Dewa 19",37637,https://open.spotify.com/track/5LqanqJSmZwbwPtIi2RwTb
132,Halu,"Feby Putri",37489,https://open.spotify.com/track/3c4cBEObUsLU8O5I2yQP3l
133,"Fly Me to the Moon","The Macarons Project",37273,https://open.spotify.com/track/0YBNpbrmpZdFRT0NFqii5C
134,"Manusia Bodoh","Ada Band",37257,https://open.spotify.com/track/408TyH9YoTkH9J0Da9Ue8C
135,Sorry,Pamungkas,36999,https://open.spotify.com/track/4gW0fnArZ93uAElSkuw0PG
136,"I CAN'T STOP ME",TWICE,36805,https://open.spotify.com/track/3apeXzypBMnUfYcZYNX6DH
137,"Make A Wish (Birthday Song)","NCT U",36776,https://open.spotify.com/track/6FdShjf7nA2cqEnpv1tIia
138,"Cinta Luar Biasa",Andmesh,36726,https://open.spotify.com/track/1JxoK0EU5SHupbXjSwYaN7
139,Pelangi,Hivi!,36638,https://open.spotify.com/track/5BgZ1bi8xeWVxmg12RfWzv
140,willow,"Taylor Swift",36477,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D
141,"Langit Abu-Abu",Tulus,36458,https://open.spotify.com/track/2FaquTc3FYvNm7RuO1gD6O
142,"Lebih Dari Egoku","Mawar de Jongh",36376,https://open.spotify.com/track/4vh193RZbEEBanSG0719Wh
143,Anyone,"Justin Bieber",36322,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4
144,"Serta Mulia","Sal Priadi",36309,https://open.spotify.com/track/1CVUWAC845LKEDHH0l8XG2
145,Lara,"Dialog Senja",36060,https://open.spotify.com/track/1sGsoXJgOZ3wY3tveCUwWs
146,"We're Good","Dua Lipa",35425,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
147,"Belum Siap Kehilangan","Stevan Pasaribu",34961,https://open.spotify.com/track/56Uibq6ur2xwUpSd9biBH1
148,"Hey Stupid, I Love You","JP Saxe",34942,https://open.spotify.com/track/5inDa3sWj8zqJBOdj7Bjqc
149,Membasuh,Hindia,34611,https://open.spotify.com/track/3CBxVM0zGj41BQtE6m7gwb
150,"I Like Me Better",Lauv,34597,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
151,"Aku Yang Salah",Elmatu,34543,https://open.spotify.com/track/07kS6GzBPkGUMmfgQUfMbE
152,"Strawberries & Cigarettes","Troye Sivan",34418,https://open.spotify.com/track/3afkJSKX0EAMsJXTZnDXXJ
153,"Blueberry Eyes (feat. SUGA of BTS)",MAX,34395,https://open.spotify.com/track/6sI8Q7TTJeA9exw6hxEqq3
154,"Fana Merah Jambu",Fourtwnty,34140,https://open.spotify.com/track/463XKKFCPlcrhtlwGbEovu
155,"Cinta Dan Rahasia","Yura Yunita",34107,https://open.spotify.com/track/4HXUMRdT6s6Am6YHcWmuib
156,"It's You","Ali Gatie",34077,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
157,Januari,"Glenn Fredly",33838,https://open.spotify.com/track/3h3BXv7Iq5CTTiN9CHgkNe
158,"Best Friend","Rex Orange County",33452,https://open.spotify.com/track/47Bg6IrMed1GPbxRgwH2aC
159,"Blue & Grey",BTS,33326,https://open.spotify.com/track/0n2moJpAEWHwaPYYjkzMDl
160,Dandelions,"Ruth B.",33122,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
161,Rayu,"Marion Jola",33008,https://open.spotify.com/track/4rAWADK2zYdjx2ar2Hp1C8
162,"death bed (coffee for your head)",Powfu,32994,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
163,"Holy (feat. Chance The Rapper)","Justin Bieber",32887,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
164,You,Ten2Five,32858,https://open.spotify.com/track/4ilwLEDlMXGEVmMAAEJavA
165,"Indah Pada Waktunya","Rizky Febian",32832,https://open.spotify.com/track/1S5aHAr1hpf3icpzq3ullG
166,"It Will Rain","Bruno Mars",32617,https://open.spotify.com/track/4rMNgxEwGWoPHIUcvB5BrB
167,Remaja,Hivi!,32463,https://open.spotify.com/track/1SaQZoFXNu7ZAxxKImzFgf
168,"Kenangan Terindah",SAMSONS,32401,https://open.spotify.com/track/5TtmfZaNSYEcTR49cureT0
169,"Jangan Rubah Takdirku",Andmesh,32327,https://open.spotify.com/track/6MczIMSdoZyw8EBPhihazN
170,"Sekali Ini Saja","Glenn Fredly",32289,https://open.spotify.com/track/1GmIlN8URkjZxtV99zKlBk
171,"Blinding Lights","The Weeknd",32287,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
172,Soulmate,Kahitna,32188,https://open.spotify.com/track/2y3qRsc49ZmSatwK1SVLFi
173,"Tukar Jiwa",Tulus,32007,https://open.spotify.com/track/5VAGZmCKBxYT85w51gNy27
174,"Pilu Membiru","Kunto Aji",31951,https://open.spotify.com/track/6A5tlFsbty5iJkSqMFWNFs
175,"Tanpa Kekasihku","Agnes Monica",31819,https://open.spotify.com/track/38z4BczvssOPwck6vP53Kd
176,"Too Good At Goodbyes","Sam Smith",31485,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
177,"lovely (with Khalid)","Billie Eilish",31464,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
178,"cigarettes of ours","Ardhito Pramono",31375,https://open.spotify.com/track/77SiKnkNEnRw0uoPE4wuEp
179,Tanya,Dere,31355,https://open.spotify.com/track/7ACU6Hb2lOWax6zPFgfFy3
180,Seandainya,Vierra,31194,https://open.spotify.com/track/4zDsTPzY7Nm7rYKvszjKYL
181,Nyaman,Andmesh,31113,https://open.spotify.com/track/1sxUn0SdlFG05Q3qAA2FlE
182,"Hitam Putih",Fourtwnty,31022,https://open.spotify.com/track/0O6g2QFUhuLqRzGqhyzrIu
183,"Not Shy",ITZY,30983,https://open.spotify.com/track/4ecVWqbtW6phQGpZMAyqIU
184,Perlahan,"Guyon Waton",30979,https://open.spotify.com/track/01TdkJ0lorIzBsdks8X1Tb
185,Some,BOL4,30959,https://open.spotify.com/track/3jsYQw78lrxJA2ysnmOIf9
186,"Takkan Terganti",Marcell,30955,https://open.spotify.com/track/0T4t1PywlNmJGcveGH5spB
187,"When You Love Someone","Endah N Rhesa",30903,https://open.spotify.com/track/2XWsariqeTCH61B53r8yA3
188,"90's Love","NCT U",30864,https://open.spotify.com/track/64EDGnUytmCV7TfOo67810
189,"You Are The Reason","Calum Scott",30730,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B
190,"Just the Way You Are","Bruno Mars",30651,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
191,"Yang Terdalam",Peterpan,30436,https://open.spotify.com/track/0CahNFWYcfqUzP7aYhg6J6
192,Hampa,"Ari Lasso",30416,https://open.spotify.com/track/6bE0o9hYUPYlokZIH79oM0
193,"If the World Was Ending - feat. Julia Michaels","JP Saxe",30368,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
194,"Jikalau Kau Cinta",Judika,30340,https://open.spotify.com/track/29gdEEyeHC9ypmvQkohY4N
195,Encore,GOT7,30216,https://open.spotify.com/track/2mf9FitEJnH6mcUU6y0Hkw
196,"Fix You",Coldplay,30077,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q
197,"Location Unknown ◐ (feat. BEKA) - Brooklyn Session",HONNE,29975,https://open.spotify.com/track/4aT6vP9y2eDjxmRGm5ZqSC
198,"Play Date","Melanie Martinez",29914,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
199,"Way Back Home (feat. Conor Maynard) - Sam Feldt Edit",SHAUN,29764,https://open.spotify.com/track/1ZLrDPgR7mvuTco3rQK8Pk
200,Running,Gaho,29699,https://open.spotify.com/track/3t0Dw9zYFXK4ezJxbM3rbj
