,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
20,"Katakan Saja",Khifnu,122552,https://open.spotify.com/track/012WiZSgTedjCImYNyA1bF
21,"Kenangan Manis",Pamungkas,119979,https://open.spotify.com/track/1tS1dRfxIV9FzqdYTbJgMn
22,Monolog,Pamungkas,117798,https://open.spotify.com/track/77vx7sGjdqwdnQL968t8oY
23,Lantas,"Juicy Luicy",117085,https://open.spotify.com/track/1ZPVEo8RfmrEz8YAD5n6rW
24,"Hurts So Good","Astrid S",115168,https://open.spotify.com/track/46u5B2WN4wryYLZuMAOmI4
25,"Makna Cinta","Rizky Febian",114736,https://open.spotify.com/track/7B3zHfPqcLgV3DHcjQP2OM
26,Dynamite,BTS,113916,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
27,34+35,"Ariana Grande",109933,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
28,"Rumah Ke Rumah",Hindia,109620,https://open.spotify.com/track/2wAiFWjRupWmnDkQcu91MF
29,"Maafkan Aku #terlanjurmencinta","Tiara Andini",107774,https://open.spotify.com/track/0ZoBl7pWhdjnj4eIe9I11o
30,Cuek,"Rizky Febian",107258,https://open.spotify.com/track/4sCabvmZpbmfoCNcoCSKEX
31,"I Love You but I'm Letting Go",Pamungkas,107152,https://open.spotify.com/track/01beCqR9wsVnwzkAJZyTqq
32,Lose,NIKI,104947,https://open.spotify.com/track/5vPO5ouEv8iedKWxzmSv7b
33,positions,"Ariana Grande",104789,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
34,"Bahasa Kalbu",Raisa,101078,https://open.spotify.com/track/7c98gah3Qah9o76kgkzfrV
35,"Into Your Arms (feat. Ava Max)","Witt Lowry",99836,https://open.spotify.com/track/0b11D9D0hMOYCIMN3OKreM
36,"Before You Go","Lewis Capaldi",97971,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
37,"Sudah - Story of Kale - Original Motion Picture Soundtrack","Ardhito Pramono",97623,https://open.spotify.com/track/5QGdWvXwXMK2Zx6eKagyue
38,C.H.R.I.S.Y.E.,Diskoria,96981,https://open.spotify.com/track/42si4ikg5dh732gPuQ0xHb
39,"I'm Missing You",Sunjae,96199,https://open.spotify.com/track/0w0NpOQOYYClaTI0TFHBMF
40,"Stuck with U (with Justin Bieber)","Ariana Grande",95639,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
41,"Life Goes On",BTS,94677,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
42,"Resah Jadi Luka","Daun Jatuh",94318,https://open.spotify.com/track/3a0BOn9fWnTCUqWpqE71Bb
43,"Kukira Kau Rumah",Amigdala,86126,https://open.spotify.com/track/1xdp8tXLTGbPeUSEODP9N7
44,"Good Days",SZA,84697,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
45,"Mood (feat. iann dior)",24kGoldn,84212,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
46,"Tanpa Batas Waktu - 8D Version","Ade Govinda",83787,https://open.spotify.com/track/55GHdnqOdONST4g3dp744w
47,Sofia,Clairo,83282,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM
48,Secukupnya,Hindia,82827,https://open.spotify.com/track/5drW6PGRxkE6MxttzVLNk5
49,Copines,"Aya Nakamura",82061,https://open.spotify.com/track/1Bhm5HNO1cq8olDbBmokyL
50,"Cinta Dalam Hati",Ungu,79313,https://open.spotify.com/track/4MaEMiH9lXR0NAcsrgJcuO
51,telepatía,"Kali Uchis",73865,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
52,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",69815,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
53,"Someone You Loved","Lewis Capaldi",67173,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
54,"Pura Pura Lupa",Mahen,66886,https://open.spotify.com/track/6Aw5k0jkFceYayaJoRupLT
55,"I Still Love You",TheOvertunes,66273,https://open.spotify.com/track/4reIsHKw5hUj4pV8zzMjLA
56,"Sesuatu Di Jogja","Adhitia Sofyan",65697,https://open.spotify.com/track/0MAIxtXWimwhAAQOST9jp7
57,"Lonely (with benny blanco)","Justin Bieber",64761,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
58,"if u could see me cryin' in my room","Arash Buana",64400,https://open.spotify.com/track/2yynRDKYqTLVTcP7FqoyVE
59,"Aku Yang Salah",Mahalini,62901,https://open.spotify.com/track/0OgwkVbQ4jVfsZJO4Xs9hC
60,"Waktu Yang Salah","Fiersa Besari",61820,https://open.spotify.com/track/4qgIQcskrvj6nlypTvBm5k
61,Closure,Pamungkas,60299,https://open.spotify.com/track/3XJ9dvjhpxh49PyjRdn1Lu
62,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan","Fiersa Besari",57884,https://open.spotify.com/track/5sgRYOTpFZRROlndD460KI
63,lowkey,NIKI,57726,https://open.spotify.com/track/5TTXEcfsYLh6fTarLaevTi
64,"you broke me first","Tate McRae",57529,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
65,bitterlove,"Ardhito Pramono",57467,https://open.spotify.com/track/74OLXYsvpfmSgPCMMi898K
66,"Kau Lagi","Celine & Nadya",56429,https://open.spotify.com/track/6RsvbZ6gFjRSOFonpf55mT
67,"Somebody That I Used To Know",Gotye,56358,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
68,"La La Lost You - Acoustic Version",NIKI,55223,https://open.spotify.com/track/5WkCcSa78lM1Ym4LXzJUiN
69,"Reflection - From ""Mulan""","Yura Yunita",52565,https://open.spotify.com/track/1H5tV0SkvBqxGllQ3HEVSy
70,"Night Changes","One Direction",52107,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ
71,"Ku Dengannya Kau Dengan Dia",Afgan,52041,https://open.spotify.com/track/1dB3siDxgzX7i1So4igd3x
72,"Seperti Kisah","Rizky Febian",51688,https://open.spotify.com/track/6nxQa68jVCLlYQsT3fi4G1
73,"Tanpa Tergesa","Juicy Luicy",51007,https://open.spotify.com/track/3Jby9Ezr1E7wCsXe0Dexa6
74,Memories,"Maroon 5",50053,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
75,"Backyard Boy (with Jeremy Zucker)","Claire Rosinkranz",49910,https://open.spotify.com/track/4rE4qF4baoXpustrgtnFRw
76,"Mantra Cinta","Rizky Febian",49356,https://open.spotify.com/track/2ROCaprX5ROfL2GkkbkCWy
77,"Lovesick Girls",BLACKPINK,48987,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C
78,"Save Your Tears","The Weeknd",48718,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
79,Arcade,"Duncan Laurence",48579,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
80,"You Got It",Vedo,48515,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8
81,Sorry,Pamungkas,48157,https://open.spotify.com/track/4gW0fnArZ93uAElSkuw0PG
82,"Cintanya Aku","Tiara Andini",47999,https://open.spotify.com/track/53fKDMfQhWMSw7QKVDOTBP
83,"Garis Terdepan","Fiersa Besari",47909,https://open.spotify.com/track/4JozU4Ud30FGyDYzoUKasI
84,"Astronaut In The Ocean","Masked Wolf",47789,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
85,Psycho,"Red Velvet",47706,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK
86,"Adu Rayu","Yovie Widianto",47017,https://open.spotify.com/track/3FcCAFQj4bLpfxo8gj1kk9
87,Selaras,"Kunto Aji",46869,https://open.spotify.com/track/61GiPHiUWi2f8mhN2AdBf0
88,"Terlalu Cinta",Rossa,46854,https://open.spotify.com/track/6I9rJKR6WPRir6XoAaaJvH
89,Rehat,"Kunto Aji",46666,https://open.spotify.com/track/7mjO4RbTZIb1SfE8G673Lm
90,"How You Like That",BLACKPINK,46480,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o
91,"I Love You 3000","Stephanie Poetri",45934,https://open.spotify.com/track/3znQ9i61vfe2E7URHlOiyc
92,"Tanya Hati",Pasto,45356,https://open.spotify.com/track/5D5wUmhN0uIWnPb6mNOBiN
93,"Sweet Scar","Weird Genius",45183,https://open.spotify.com/track/3R0FDwQSXOiO5gaOZFxKZ5
94,"Don't Watch Me Cry","Alex Porat",44938,https://open.spotify.com/track/42i8mO4cQdsUmn5In7jony
95,2002,Anne-Marie,44616,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
96,Runaway,AURORA,43892,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
97,"Kamu & Kenangan - Original Soundtrack Habibie & Ainun 3","Maudy Ayunda",43845,https://open.spotify.com/track/6dMXNAMr1dlAAUo53QKfqs
98,"Celengan Rindu","Fiersa Besari",43611,https://open.spotify.com/track/19JvKc2f3ZNblfBSDMDwUF
99,Dan...,"Sheila On 7",42761,https://open.spotify.com/track/1MdjZzEInrmDBXf8zs0nKS
100,"Boy With Luv (feat. Halsey)",BTS,42398,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
101,"Mad at Disney","salem ilese",42309,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
102,Tolong,"Budi Doremi",42299,https://open.spotify.com/track/5X5Vj8FcxyoLzq9qxAa45U
103,"LATHI (with Sara Fajira)","Weird Genius",42267,https://open.spotify.com/track/06pezDUwqVsUfpBNw6uJir
104,"Bicara (feat. Monita Tahalea)",TheOvertunes,41770,https://open.spotify.com/track/1Dxb9nWV16f5PthsUsV1XZ
105,Adaptasi,Tulus,41767,https://open.spotify.com/track/0Ax3HeFnPVuHBtzc0AQ7zw
106,"What You Know Bout Love","Pop Smoke",41653,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
107,"Luka Yang Kurindu",Mahen,41510,https://open.spotify.com/track/5UgZoWvuycExNhZd6vIF7D
108,"Best Part (feat. Daniel Caesar)",H.E.R.,41493,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
109,"Ice Cream (with Selena Gomez)",BLACKPINK,41299,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz
110,"Say You Won't Let Go","James Arthur",41282,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
111,"Untuk Perempuan Yang Sedang Di Pelukan","Payung Teduh",41119,https://open.spotify.com/track/0urpBLpcm6DOGzs86rcKd8
112,comethru,"Jeremy Zucker",41101,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP
113,"Rindu Dalam Hati","Arsy Widianto",40952,https://open.spotify.com/track/1DhJgI2oAsDeDVSD5TNPCF
114,Monokrom,Tulus,40753,https://open.spotify.com/track/4GfK1qOF3uBWidbPlTCQRL
115,"Selamat (Selamat Tinggal)",Virgoun,40233,https://open.spotify.com/track/1mruWrUwAVe2XkksUQiaHK
116,"10,000 Hours (with Justin Bieber)","Dan + Shay",39933,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
117,"Savage Love (Laxed – Siren Beat) [BTS Remix]","Jawsh 685",39928,https://open.spotify.com/track/4TgxFMOn5yoESW6zCidCXL
118,"Fix You",Coldplay,39779,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q
119,"Sedang Sayang Sayangnya","Mawar de Jongh",39434,https://open.spotify.com/track/10CbwBfusPvPWuzuTLeMdm
120,Fine,TAEYEON,39392,https://open.spotify.com/track/6CdUgvL597jWmW4w8P5kHs
121,Rumpang,"Nadin Amizah",39238,https://open.spotify.com/track/2TRGNVokPnC2a2oHg5iv1H
122,"Day & Night","Jung Seung Hwan",38842,https://open.spotify.com/track/1j5oDtBWVtNoVHMi2n6Fkz
123,"Kala Cinta Menggoda",Noah,38477,https://open.spotify.com/track/4bZzHFP9VFX7HsyPomDwuE
124,"Pretty Savage",BLACKPINK,38455,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr
125,"Intentions (feat. Quavo)","Justin Bieber",38388,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
126,Kangen,"Dewa 19",38342,https://open.spotify.com/track/5LqanqJSmZwbwPtIi2RwTb
127,April,"Fiersa Besari",38201,https://open.spotify.com/track/3IesVVqYxCsRCsz5OCmC7q
128,"Don't Call Me",SHINee,38049,https://open.spotify.com/track/462OPOKW0VMbvW9H7HIb0U
129,"Belum Siap Kehilangan","Stevan Pasaribu",37880,https://open.spotify.com/track/56Uibq6ur2xwUpSd9biBH1
130,"Di Persimpangan Dilema",Terry,37792,https://open.spotify.com/track/5PU8ZFAGNJeWYVBh8w5msX
131,"Manusia Bodoh","Ada Band",37524,https://open.spotify.com/track/408TyH9YoTkH9J0Da9Ue8C
132,Pelangi,Hivi!,37497,https://open.spotify.com/track/5BgZ1bi8xeWVxmg12RfWzv
133,Sorai,"Nadin Amizah",37456,https://open.spotify.com/track/3ymuBMTviroWLuf1jMsMVf
134,"Hal Indah Butuh Waktu Untuk Datang",Idgitaf,37385,https://open.spotify.com/track/2k9ZZcEQVxoXd2OYr8iiQ8
135,"Line Without a Hook","Ricky Montgomery",37340,https://open.spotify.com/track/5NvOZCjZaGGGL597exlQWv
136,Dandelions,"Ruth B.",37228,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
137,"Black Mamba",aespa,37078,https://open.spotify.com/track/1t2qYCAjUAoGfeFeoBlK51
138,"Strawberries & Cigarettes","Troye Sivan",37059,https://open.spotify.com/track/3afkJSKX0EAMsJXTZnDXXJ
139,"Langit Abu-Abu",Tulus,36944,https://open.spotify.com/track/2FaquTc3FYvNm7RuO1gD6O
140,"Fly Me to the Moon","The Macarons Project",36856,https://open.spotify.com/track/0YBNpbrmpZdFRT0NFqii5C
141,Anyone,"Justin Bieber",36426,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4
142,"Cinta Luar Biasa",Andmesh,36308,https://open.spotify.com/track/1JxoK0EU5SHupbXjSwYaN7
143,Halu,"Feby Putri",36222,https://open.spotify.com/track/3c4cBEObUsLU8O5I2yQP3l
144,"Why Why Why",iKON,36179,https://open.spotify.com/track/0br4r9VlPdofrWXxPorlYd
145,willow,"Taylor Swift",36013,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D
146,"I Like Me Better",Lauv,35753,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
147,Starlight,"CHA NI (SF9)",35658,https://open.spotify.com/track/7lV0M6ulaapTNZJzx8stw0
148,"Kenangan Terindah",SAMSONS,35288,https://open.spotify.com/track/5TtmfZaNSYEcTR49cureT0
149,"Blueberry Eyes (feat. SUGA of BTS)",MAX,35022,https://open.spotify.com/track/6sI8Q7TTJeA9exw6hxEqq3
150,"Lebih Dari Egoku","Mawar de Jongh",35006,https://open.spotify.com/track/4vh193RZbEEBanSG0719Wh
151,"Blueberry Eyes (feat. Lil Mosey, SUGA of BTS & Olivia O'Brien)",MAX,34865,https://open.spotify.com/track/3v96wJDPSdTYWEOgssfipO
152,"Girl In The Mirror","Sophia Grace",34693,https://open.spotify.com/track/0oXMw64TD8wYk1vSwNNKaO
153,You,Ten2Five,34615,https://open.spotify.com/track/4ilwLEDlMXGEVmMAAEJavA
154,Rayu,"Marion Jola",34600,https://open.spotify.com/track/4rAWADK2zYdjx2ar2Hp1C8
155,"We're Good","Dua Lipa",34583,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
156,"Tukar Jiwa",Tulus,34446,https://open.spotify.com/track/5VAGZmCKBxYT85w51gNy27
157,"Cinta Dan Rahasia","Yura Yunita",34265,https://open.spotify.com/track/4HXUMRdT6s6Am6YHcWmuib
158,Membasuh,Hindia,34198,https://open.spotify.com/track/3CBxVM0zGj41BQtE6m7gwb
159,Remaja,Hivi!,34039,https://open.spotify.com/track/1SaQZoFXNu7ZAxxKImzFgf
160,"Just the Way You Are","Bruno Mars",33835,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
161,Lara,"Dialog Senja",33551,https://open.spotify.com/track/1sGsoXJgOZ3wY3tveCUwWs
162,"Aku Yang Salah",Elmatu,33310,https://open.spotify.com/track/07kS6GzBPkGUMmfgQUfMbE
163,"Best Friend","Rex Orange County",33222,https://open.spotify.com/track/47Bg6IrMed1GPbxRgwH2aC
164,"It's You","Ali Gatie",32917,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
165,"Make A Wish (Birthday Song)","NCT U",32907,https://open.spotify.com/track/6FdShjf7nA2cqEnpv1tIia
166,"Fana Merah Jambu",Fourtwnty,32807,https://open.spotify.com/track/463XKKFCPlcrhtlwGbEovu
167,Januari,"Glenn Fredly",32702,https://open.spotify.com/track/3h3BXv7Iq5CTTiN9CHgkNe
168,"cigarettes of ours","Ardhito Pramono",32435,https://open.spotify.com/track/77SiKnkNEnRw0uoPE4wuEp
169,"death bed (coffee for your head)",Powfu,32319,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
170,Bahaya,"Arsy Widianto",32311,https://open.spotify.com/track/45FQZlkNDDHg4pzyjiLQkc
171,"lovely (with Khalid)","Billie Eilish",32215,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
172,"When You Love Someone","Endah N Rhesa",32125,https://open.spotify.com/track/2XWsariqeTCH61B53r8yA3
173,"gimme gimme","NCT 127",32056,https://open.spotify.com/track/6shrCEEMcrT6Akxkk8IhLC
174,"Yang Terdalam",Peterpan,31774,https://open.spotify.com/track/0CahNFWYcfqUzP7aYhg6J6
175,"Sekali Ini Saja","Glenn Fredly",31771,https://open.spotify.com/track/1GmIlN8URkjZxtV99zKlBk
176,"Dekat Di Hati",RAN,31733,https://open.spotify.com/track/0owU9W5gPsJEcwAmMjzomy
177,"I CAN'T STOP ME",TWICE,31643,https://open.spotify.com/track/3apeXzypBMnUfYcZYNX6DH
178,"Too Good At Goodbyes","Sam Smith",31525,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
179,"Holy (feat. Chance The Rapper)","Justin Bieber",31511,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
180,Mine,"Petra Sihombing",31491,https://open.spotify.com/track/6NkUP6IeLnH6Yaw2wcNHzO
181,"Pilu Membiru","Kunto Aji",31451,https://open.spotify.com/track/6A5tlFsbty5iJkSqMFWNFs
182,"Blinding Lights","The Weeknd",31361,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
183,"Takkan Terganti",Marcell,31257,https://open.spotify.com/track/0T4t1PywlNmJGcveGH5spB
184,"Serta Mulia","Sal Priadi",31082,https://open.spotify.com/track/1CVUWAC845LKEDHH0l8XG2
185,"You Are The Reason","Calum Scott",31033,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B
186,Perlahan,"Guyon Waton",31017,https://open.spotify.com/track/01TdkJ0lorIzBsdks8X1Tb
187,"Ruang Rindu",Letto,30999,https://open.spotify.com/track/3sZh17vjbQknQoC8z3y8zR
188,"Jangan Rubah Takdirku",Andmesh,30957,https://open.spotify.com/track/6MczIMSdoZyw8EBPhihazN
189,Seandainya,Vierra,30907,https://open.spotify.com/track/4zDsTPzY7Nm7rYKvszjKYL
190,Tanya,Dere,30749,https://open.spotify.com/track/7ACU6Hb2lOWax6zPFgfFy3
191,"Hitam Putih",Fourtwnty,30749,https://open.spotify.com/track/0O6g2QFUhuLqRzGqhyzrIu
192,"Not With Me","Bondan Prakoso",30732,https://open.spotify.com/track/3Jx6apzpRnf9MPmZv13LOj
193,"Way Back Home (feat. Conor Maynard) - Sam Feldt Edit",SHAUN,30321,https://open.spotify.com/track/1ZLrDPgR7mvuTco3rQK8Pk
194,"Indah Pada Waktunya","Rizky Febian",30136,https://open.spotify.com/track/1S5aHAr1hpf3icpzq3ullG
195,"It Will Rain","Bruno Mars",30103,https://open.spotify.com/track/4rMNgxEwGWoPHIUcvB5BrB
196,"Play Date","Melanie Martinez",30079,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
197,"Without Me",Halsey,29941,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
198,Soulmate,Kahitna,29916,https://open.spotify.com/track/2y3qRsc49ZmSatwK1SVLFi
199,"If the World Was Ending - feat. Julia Michaels","JP Saxe",29905,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
200,"Location Unknown ◐ (feat. BEKA) - Brooklyn Session",HONNE,29828,https://open.spotify.com/track/4aT6vP9y2eDjxmRGm5ZqSC
