,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
20,Snowman,Sia,129126,https://open.spotify.com/track/7uoFMmxln0GPXQ0AcCBXRq
21,Monolog,Pamungkas,127432,https://open.spotify.com/track/77vx7sGjdqwdnQL968t8oY
22,Heather,"Conan Gray",127399,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
23,Kota,Dere,122731,https://open.spotify.com/track/0SeBJ2sAl8CV58kBfpd5va
24,"I Love You but I'm Letting Go",Pamungkas,120220,https://open.spotify.com/track/01beCqR9wsVnwzkAJZyTqq
25,Lantas,"Juicy Luicy",112806,https://open.spotify.com/track/1ZPVEo8RfmrEz8YAD5n6rW
26,"Katakan Saja",Khifnu,110610,https://open.spotify.com/track/012WiZSgTedjCImYNyA1bF
27,Celebrity,IU,107757,https://open.spotify.com/track/4RewTiGEGoO7FWNZUmp1f4
28,"Makna Cinta","Rizky Febian",104773,https://open.spotify.com/track/7B3zHfPqcLgV3DHcjQP2OM
29,"Rumah Ke Rumah",Hindia,104667,https://open.spotify.com/track/2wAiFWjRupWmnDkQcu91MF
30,"I'm Missing You",Sunjae,102174,https://open.spotify.com/track/0w0NpOQOYYClaTI0TFHBMF
31,34+35,"Ariana Grande",100739,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
32,Lose,NIKI,100714,https://open.spotify.com/track/5vPO5ouEv8iedKWxzmSv7b
33,"Maafkan Aku #terlanjurmencinta","Tiara Andini",100017,https://open.spotify.com/track/0ZoBl7pWhdjnj4eIe9I11o
34,"Bahasa Kalbu",Raisa,97548,https://open.spotify.com/track/7c98gah3Qah9o76kgkzfrV
35,C.H.R.I.S.Y.E.,Diskoria,96593,https://open.spotify.com/track/42si4ikg5dh732gPuQ0xHb
36,Dynamite,BTS,96135,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
37,"Hurts So Good","Astrid S",96117,https://open.spotify.com/track/46u5B2WN4wryYLZuMAOmI4
38,positions,"Ariana Grande",95881,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
39,"Before You Go","Lewis Capaldi",94038,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
40,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",92620,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
41,"Stuck with U (with Justin Bieber)","Ariana Grande",90570,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
42,"Resah Jadi Luka","Daun Jatuh",90273,https://open.spotify.com/track/3a0BOn9fWnTCUqWpqE71Bb
43,Cuek,"Rizky Febian",90233,https://open.spotify.com/track/4sCabvmZpbmfoCNcoCSKEX
44,"Sudah - Story of Kale - Original Motion Picture Soundtrack","Ardhito Pramono",89924,https://open.spotify.com/track/5QGdWvXwXMK2Zx6eKagyue
45,"Into Your Arms (feat. Ava Max)","Witt Lowry",89354,https://open.spotify.com/track/0b11D9D0hMOYCIMN3OKreM
46,"Life Goes On",BTS,89132,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
47,"Kukira Kau Rumah",Amigdala,82262,https://open.spotify.com/track/1xdp8tXLTGbPeUSEODP9N7
48,"Belum Siap Kehilangan","Stevan Pasaribu",81388,https://open.spotify.com/track/56Uibq6ur2xwUpSd9biBH1
49,"Tanpa Batas Waktu - 8D Version","Ade Govinda",78967,https://open.spotify.com/track/55GHdnqOdONST4g3dp744w
50,"Mood (feat. iann dior)",24kGoldn,78266,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
51,"Lonely (with benny blanco)","Justin Bieber",75329,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
52,Copines,"Aya Nakamura",75022,https://open.spotify.com/track/1Bhm5HNO1cq8olDbBmokyL
53,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",72346,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
54,Secukupnya,Hindia,70190,https://open.spotify.com/track/5drW6PGRxkE6MxttzVLNk5
55,Sofia,Clairo,69184,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM
56,"I Still Love You",TheOvertunes,67527,https://open.spotify.com/track/4reIsHKw5hUj4pV8zzMjLA
57,telepatía,"Kali Uchis",67445,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
58,Closure,Pamungkas,66005,https://open.spotify.com/track/3XJ9dvjhpxh49PyjRdn1Lu
59,"Pura Pura Lupa",Mahen,65394,https://open.spotify.com/track/6Aw5k0jkFceYayaJoRupLT
60,"if u could see me cryin' in my room","Arash Buana",64989,https://open.spotify.com/track/2yynRDKYqTLVTcP7FqoyVE
61,"Sesuatu Di Jogja","Adhitia Sofyan",64600,https://open.spotify.com/track/0MAIxtXWimwhAAQOST9jp7
62,"Astronaut In The Ocean","Masked Wolf",64152,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
63,"Someone You Loved","Lewis Capaldi",63929,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
64,"Aku Yang Salah",Mahalini,63500,https://open.spotify.com/track/0OgwkVbQ4jVfsZJO4Xs9hC
65,"Good Days",SZA,63455,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
66,"Waktu Yang Salah","Fiersa Besari",60859,https://open.spotify.com/track/4qgIQcskrvj6nlypTvBm5k
67,"Cinta Dalam Hati",Ungu,60829,https://open.spotify.com/track/4MaEMiH9lXR0NAcsrgJcuO
68,bitterlove,"Ardhito Pramono",58639,https://open.spotify.com/track/74OLXYsvpfmSgPCMMi898K
69,lowkey,NIKI,56898,https://open.spotify.com/track/5TTXEcfsYLh6fTarLaevTi
70,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan","Fiersa Besari",56289,https://open.spotify.com/track/5sgRYOTpFZRROlndD460KI
71,Sorry,Pamungkas,53707,https://open.spotify.com/track/4gW0fnArZ93uAElSkuw0PG
72,"Seperti Kisah","Rizky Febian",53486,https://open.spotify.com/track/6nxQa68jVCLlYQsT3fi4G1
73,"Tanpa Tergesa","Juicy Luicy",53056,https://open.spotify.com/track/3Jby9Ezr1E7wCsXe0Dexa6
74,"Somebody That I Used To Know",Gotye,52931,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
75,"La La Lost You - Acoustic Version",NIKI,52333,https://open.spotify.com/track/5WkCcSa78lM1Ym4LXzJUiN
76,"Night Changes","One Direction",51839,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ
77,"Reflection - From ""Mulan""","Yura Yunita",49350,https://open.spotify.com/track/1H5tV0SkvBqxGllQ3HEVSy
78,"you broke me first","Tate McRae",49159,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
79,"Kau Lagi","Celine & Nadya",49096,https://open.spotify.com/track/6RsvbZ6gFjRSOFonpf55mT
80,Arcade,"Duncan Laurence",48807,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
81,"Garis Terdepan","Fiersa Besari",48538,https://open.spotify.com/track/4JozU4Ud30FGyDYzoUKasI
82,Memories,"Maroon 5",48308,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
83,Rollin',"Brave Girls",48158,https://open.spotify.com/track/2VJOpzv5sBpstCX9venJr5
84,"Sweet Scar","Weird Genius",47759,https://open.spotify.com/track/3R0FDwQSXOiO5gaOZFxKZ5
85,"Terlalu Cinta",Rossa,47594,https://open.spotify.com/track/6I9rJKR6WPRir6XoAaaJvH
86,"Backyard Boy (with Jeremy Zucker)","Claire Rosinkranz",46209,https://open.spotify.com/track/4rE4qF4baoXpustrgtnFRw
87,"Holy (feat. Chance The Rapper)","Justin Bieber",45812,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
88,Rehat,"Kunto Aji",45670,https://open.spotify.com/track/7mjO4RbTZIb1SfE8G673Lm
89,"Lovesick Girls",BLACKPINK,45628,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C
90,"I Love You 3000","Stephanie Poetri",45615,https://open.spotify.com/track/3znQ9i61vfe2E7URHlOiyc
91,"Ku Dengannya Kau Dengan Dia",Afgan,45570,https://open.spotify.com/track/1dB3siDxgzX7i1So4igd3x
92,"Save Your Tears","The Weeknd",45319,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
93,"Adu Rayu","Yovie Widianto",45311,https://open.spotify.com/track/3FcCAFQj4bLpfxo8gj1kk9
94,"Tanya Hati",Pasto,45025,https://open.spotify.com/track/5D5wUmhN0uIWnPb6mNOBiN
95,Runaway,AURORA,45016,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
96,"Mantra Cinta","Rizky Febian",44742,https://open.spotify.com/track/2ROCaprX5ROfL2GkkbkCWy
97,"You Got It",Vedo,44528,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8
98,2002,Anne-Marie,44483,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
99,Psycho,"Red Velvet",44464,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK
100,Anyone,"Justin Bieber",44330,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
101,"Kamu & Kenangan - Original Soundtrack Habibie & Ainun 3","Maudy Ayunda",44102,https://open.spotify.com/track/6dMXNAMr1dlAAUo53QKfqs
102,"Don't Watch Me Cry","Alex Porat",44021,https://open.spotify.com/track/42i8mO4cQdsUmn5In7jony
103,"How You Like That",BLACKPINK,42577,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o
104,"LATHI (with Sara Fajira)","Weird Genius",42220,https://open.spotify.com/track/06pezDUwqVsUfpBNw6uJir
105,Dandelions,"Ruth B.",41550,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
106,"Celengan Rindu","Fiersa Besari",40953,https://open.spotify.com/track/19JvKc2f3ZNblfBSDMDwUF
107,Tolong,"Budi Doremi",40929,https://open.spotify.com/track/5X5Vj8FcxyoLzq9qxAa45U
108,"Luka Yang Kurindu",Mahen,40882,https://open.spotify.com/track/5UgZoWvuycExNhZd6vIF7D
109,"As I Am (feat. Khalid)","Justin Bieber",40743,https://open.spotify.com/track/4MmMxyew8yq1OEyJOMaX6M
110,"Rain On Me (with Ariana Grande)","Lady Gaga",40400,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
111,"Boy With Luv (feat. Halsey)",BTS,40305,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
112,"Bicara (feat. Monita Tahalea)",TheOvertunes,40217,https://open.spotify.com/track/1Dxb9nWV16f5PthsUsV1XZ
113,"Sedang Sayang Sayangnya","Mawar de Jongh",40165,https://open.spotify.com/track/10CbwBfusPvPWuzuTLeMdm
114,"10,000 Hours (with Justin Bieber)","Dan + Shay",39958,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
115,Adaptasi,Tulus,39628,https://open.spotify.com/track/0Ax3HeFnPVuHBtzc0AQ7zw
116,"Untuk Perempuan Yang Sedang Di Pelukan","Payung Teduh",39554,https://open.spotify.com/track/0urpBLpcm6DOGzs86rcKd8
117,"Best Part (feat. Daniel Caesar)",H.E.R.,39510,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
118,Monokrom,Tulus,39482,https://open.spotify.com/track/4GfK1qOF3uBWidbPlTCQRL
119,Dan...,"Sheila On 7",39308,https://open.spotify.com/track/1MdjZzEInrmDBXf8zs0nKS
120,"Say You Won't Let Go","James Arthur",39258,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
121,"Rindu Dalam Hati","Arsy Widianto",39173,https://open.spotify.com/track/1DhJgI2oAsDeDVSD5TNPCF
122,comethru,"Jeremy Zucker",39121,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP
123,"Selamat (Selamat Tinggal)",Virgoun,39061,https://open.spotify.com/track/1mruWrUwAVe2XkksUQiaHK
124,"Bad Liar","Imagine Dragons",39044,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
125,"eight(Prod.&Feat. SUGA of BTS)",IU,38486,https://open.spotify.com/track/0pYacDCZuRhcrwGUA5nTBe
126,"Mad at Disney","salem ilese",38298,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
127,"Di Persimpangan Dilema",Terry,37860,https://open.spotify.com/track/5PU8ZFAGNJeWYVBh8w5msX
128,"What You Know Bout Love","Pop Smoke",37726,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
129,April,"Fiersa Besari",37416,https://open.spotify.com/track/3IesVVqYxCsRCsz5OCmC7q
130,Rumpang,"Nadin Amizah",37198,https://open.spotify.com/track/2TRGNVokPnC2a2oHg5iv1H
131,"Ice Cream (with Selena Gomez)",BLACKPINK,36999,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz
132,"Best Friend","Rex Orange County",36999,https://open.spotify.com/track/47Bg6IrMed1GPbxRgwH2aC
133,"Kala Cinta Menggoda",Noah,36903,https://open.spotify.com/track/4bZzHFP9VFX7HsyPomDwuE
134,"Intentions (feat. Quavo)","Justin Bieber",36824,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
135,"Day & Night","Jung Seung Hwan",36786,https://open.spotify.com/track/1j5oDtBWVtNoVHMi2n6Fkz
136,"Fly Me to the Moon","The Macarons Project",36567,https://open.spotify.com/track/0YBNpbrmpZdFRT0NFqii5C
137,"We're Good","Dua Lipa",36554,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
138,Kangen,"Dewa 19",36430,https://open.spotify.com/track/5LqanqJSmZwbwPtIi2RwTb
139,"Girl In The Mirror","Sophia Grace",35989,https://open.spotify.com/track/0oXMw64TD8wYk1vSwNNKaO
140,"Manusia Bodoh","Ada Band",35945,https://open.spotify.com/track/408TyH9YoTkH9J0Da9Ue8C
141,"Line Without a Hook","Ricky Montgomery",35795,https://open.spotify.com/track/5NvOZCjZaGGGL597exlQWv
142,Fine,TAEYEON,35772,https://open.spotify.com/track/6CdUgvL597jWmW4w8P5kHs
143,Rayu,"Marion Jola",35716,https://open.spotify.com/track/4rAWADK2zYdjx2ar2Hp1C8
144,Sorai,"Nadin Amizah",35689,https://open.spotify.com/track/3ymuBMTviroWLuf1jMsMVf
145,Pelangi,Hivi!,35523,https://open.spotify.com/track/5BgZ1bi8xeWVxmg12RfWzv
146,"Strawberries & Cigarettes","Troye Sivan",35360,https://open.spotify.com/track/3afkJSKX0EAMsJXTZnDXXJ
147,"Lebih Dari Egoku","Mawar de Jongh",35245,https://open.spotify.com/track/4vh193RZbEEBanSG0719Wh
148,"Langit Abu-Abu",Tulus,35102,https://open.spotify.com/track/2FaquTc3FYvNm7RuO1gD6O
149,"Cinta Dan Rahasia","Yura Yunita",35035,https://open.spotify.com/track/4HXUMRdT6s6Am6YHcWmuib
150,"Pretty Savage",BLACKPINK,34984,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr
151,"Fix You",Coldplay,34980,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q
152,Halu,"Feby Putri",34282,https://open.spotify.com/track/3c4cBEObUsLU8O5I2yQP3l
153,"Cinta Luar Biasa",Andmesh,34280,https://open.spotify.com/track/1JxoK0EU5SHupbXjSwYaN7
154,"Savage Love (Laxed – Siren Beat) [BTS Remix]","Jawsh 685",34261,https://open.spotify.com/track/4TgxFMOn5yoESW6zCidCXL
155,"I Like Me Better",Lauv,34248,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
156,"Cintanya Aku","Tiara Andini",34027,https://open.spotify.com/track/53fKDMfQhWMSw7QKVDOTBP
157,"Akhir Tak Bahagia",Misellia,33979,https://open.spotify.com/track/0BYoWATcndOBcsCfKdTKRx
158,You,Ten2Five,33974,https://open.spotify.com/track/4ilwLEDlMXGEVmMAAEJavA
159,"Jangan Rubah Takdirku",Andmesh,33589,https://open.spotify.com/track/6MczIMSdoZyw8EBPhihazN
160,Selaras,"Kunto Aji",33261,https://open.spotify.com/track/61GiPHiUWi2f8mhN2AdBf0
161,"Black Mamba",aespa,33051,https://open.spotify.com/track/1t2qYCAjUAoGfeFeoBlK51
162,"Fana Merah Jambu",Fourtwnty,33045,https://open.spotify.com/track/463XKKFCPlcrhtlwGbEovu
163,"Tukar Jiwa",Tulus,32991,https://open.spotify.com/track/5VAGZmCKBxYT85w51gNy27
164,Lara,"Dialog Senja",32729,https://open.spotify.com/track/1sGsoXJgOZ3wY3tveCUwWs
165,"Levitating (feat. DaBaby)","Dua Lipa",32671,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
166,"Blueberry Eyes (feat. Lil Mosey, SUGA of BTS & Olivia O'Brien)",MAX,32600,https://open.spotify.com/track/3v96wJDPSdTYWEOgssfipO
167,"cigarettes of ours","Ardhito Pramono",32571,https://open.spotify.com/track/77SiKnkNEnRw0uoPE4wuEp
168,"It's You","Ali Gatie",32493,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
169,"Just the Way You Are","Bruno Mars",32491,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
170,"M.I.A (feat. Jackson Wang)",Afgan,32366,https://open.spotify.com/track/0Uuw4Topqtjut1xQFMXEzU
171,"One Only - Acoustic",Pamungkas,32361,https://open.spotify.com/track/71ck7QnubXzGGj3hE49dvk
172,Ragu,Raisa,32266,https://open.spotify.com/track/6pSRXKAwftu2a7KOjRlbz3
173,"Midnight Blue (Donation Project)",B.I,32191,https://open.spotify.com/track/1cBdno4f4aTiDTtVPCK4nH
174,"Blueberry Eyes (feat. SUGA of BTS)",MAX,32131,https://open.spotify.com/track/6sI8Q7TTJeA9exw6hxEqq3
175,Membasuh,Hindia,32082,https://open.spotify.com/track/3CBxVM0zGj41BQtE6m7gwb
176,"Why Why Why",iKON,31750,https://open.spotify.com/track/0br4r9VlPdofrWXxPorlYd
177,"Hal Indah Butuh Waktu Untuk Datang",Idgitaf,31735,https://open.spotify.com/track/2k9ZZcEQVxoXd2OYr8iiQ8
178,Januari,"Glenn Fredly",31709,https://open.spotify.com/track/3h3BXv7Iq5CTTiN9CHgkNe
179,"Talking to the Moon","Bruno Mars",31624,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
180,"When You Love Someone","Endah N Rhesa",31612,https://open.spotify.com/track/2XWsariqeTCH61B53r8yA3
181,"To the Bone",Pamungkas,31518,https://open.spotify.com/track/1XU0PmUY3oqFovtDbjzQJr
182,"Going Dumb (with Stray Kids)",Alesso,31339,https://open.spotify.com/track/5RBpjLAvyLfBHnf3TtB47W
183,Seandainya,Vierra,31246,https://open.spotify.com/track/4zDsTPzY7Nm7rYKvszjKYL
184,"Kenangan Terindah",SAMSONS,31159,https://open.spotify.com/track/5TtmfZaNSYEcTR49cureT0
185,Mine,"Petra Sihombing",30990,https://open.spotify.com/track/6NkUP6IeLnH6Yaw2wcNHzO
186,"Aku Yang Salah",Elmatu,30859,https://open.spotify.com/track/07kS6GzBPkGUMmfgQUfMbE
187,"Blinding Lights","The Weeknd",30701,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
188,"Make A Wish (Birthday Song)","NCT U",30686,https://open.spotify.com/track/6FdShjf7nA2cqEnpv1tIia
189,"Takkan Terganti",Marcell,30663,https://open.spotify.com/track/0T4t1PywlNmJGcveGH5spB
190,"lovely (with Khalid)","Billie Eilish",30541,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
191,"Indah Pada Waktunya","Rizky Febian",30493,https://open.spotify.com/track/1S5aHAr1hpf3icpzq3ullG
192,"Can I Be Him","James Arthur",30419,https://open.spotify.com/track/0VhgEqMTNZwYL1ARDLLNCX
193,Remaja,Hivi!,30336,https://open.spotify.com/track/1SaQZoFXNu7ZAxxKImzFgf
194,"Hitam Putih",Fourtwnty,30225,https://open.spotify.com/track/0O6g2QFUhuLqRzGqhyzrIu
195,"Too Good At Goodbyes","Sam Smith",30190,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
196,Perlahan,"Guyon Waton",30173,https://open.spotify.com/track/01TdkJ0lorIzBsdks8X1Tb
197,"Cloud 9","Beach Bunny",30145,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
198,"Sabda Rindu",Lyodra,30002,https://open.spotify.com/track/0cN47vRgoY8VJ9jlyuwb7Z
199,"Not With Me","Bondan Prakoso",29985,https://open.spotify.com/track/3Jx6apzpRnf9MPmZv13LOj
200,"Sekali Ini Saja","Glenn Fredly",29839,https://open.spotify.com/track/1GmIlN8URkjZxtV99zKlBk
