,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
18,"I Just Couldn't Save You Tonight (feat. Aurélie) - Story of Kale - Original Motion Picture Soundtrack","Ardhito Pramono",134322,https://open.spotify.com/track/5AkV53fo1u01mi8r22JNeF
19,"Kenangan Manis",Pamungkas,134091,https://open.spotify.com/track/1tS1dRfxIV9FzqdYTbJgMn
20,"After School",Weeekly,124424,https://open.spotify.com/track/52CBUrIdyf8tbZaUY9iawE
21,Heather,"Conan Gray",123515,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
22,"Hold On","Justin Bieber",123410,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
23,Monolog,Pamungkas,117995,https://open.spotify.com/track/77vx7sGjdqwdnQL968t8oY
24,Snowman,Sia,117470,https://open.spotify.com/track/7uoFMmxln0GPXQ0AcCBXRq
25,Kota,Dere,112228,https://open.spotify.com/track/0SeBJ2sAl8CV58kBfpd5va
26,"I Love You but I'm Letting Go",Pamungkas,110461,https://open.spotify.com/track/01beCqR9wsVnwzkAJZyTqq
27,Celebrity,IU,109496,https://open.spotify.com/track/5nCwjUUsmBuNZKn9Xu10Os
28,Lantas,"Juicy Luicy",108943,https://open.spotify.com/track/1ZPVEo8RfmrEz8YAD5n6rW
29,"Rumah Ke Rumah",Hindia,102851,https://open.spotify.com/track/2wAiFWjRupWmnDkQcu91MF
30,"Makna Cinta","Rizky Febian",98211,https://open.spotify.com/track/7B3zHfPqcLgV3DHcjQP2OM
31,C.H.R.I.S.Y.E.,Diskoria,97277,https://open.spotify.com/track/42si4ikg5dh732gPuQ0xHb
32,"Katakan Saja",Khifnu,95657,https://open.spotify.com/track/012WiZSgTedjCImYNyA1bF
33,Lose,NIKI,93685,https://open.spotify.com/track/5vPO5ouEv8iedKWxzmSv7b
34,"Before You Go","Lewis Capaldi",93373,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
35,"Maafkan Aku #terlanjurmencinta","Tiara Andini",91303,https://open.spotify.com/track/0ZoBl7pWhdjnj4eIe9I11o
36,LILAC,IU,91204,https://open.spotify.com/track/5xrtzzzikpG3BLbo4q1Yul
37,positions,"Ariana Grande",90636,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
38,34+35,"Ariana Grande",90575,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
39,"Hurts So Good","Astrid S",89314,https://open.spotify.com/track/46u5B2WN4wryYLZuMAOmI4
40,"Bahasa Kalbu",Raisa,89173,https://open.spotify.com/track/7c98gah3Qah9o76kgkzfrV
41,"Stuck with U (with Justin Bieber)","Ariana Grande",87977,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
42,"Life Goes On",BTS,87968,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
43,"Sudah - Story of Kale - Original Motion Picture Soundtrack","Ardhito Pramono",87483,https://open.spotify.com/track/5QGdWvXwXMK2Zx6eKagyue
44,"Resah Jadi Luka","Daun Jatuh",86965,https://open.spotify.com/track/3a0BOn9fWnTCUqWpqE71Bb
45,Dynamite,BTS,84085,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
46,"I'm Missing You",Sunjae,82170,https://open.spotify.com/track/0w0NpOQOYYClaTI0TFHBMF
47,"Kukira Kau Rumah",Amigdala,80778,https://open.spotify.com/track/1xdp8tXLTGbPeUSEODP9N7
48,"Into Your Arms (feat. Ava Max)","Witt Lowry",79906,https://open.spotify.com/track/0b11D9D0hMOYCIMN3OKreM
49,Cuek,"Rizky Febian",78334,https://open.spotify.com/track/4sCabvmZpbmfoCNcoCSKEX
50,"Belum Siap Kehilangan","Stevan Pasaribu",72693,https://open.spotify.com/track/56Uibq6ur2xwUpSd9biBH1
51,Secukupnya,Hindia,67334,https://open.spotify.com/track/5drW6PGRxkE6MxttzVLNk5
52,"I Still Love You",TheOvertunes,67146,https://open.spotify.com/track/4reIsHKw5hUj4pV8zzMjLA
53,"if u could see me cryin' in my room","Arash Buana",66792,https://open.spotify.com/track/2yynRDKYqTLVTcP7FqoyVE
54,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",66762,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
55,"Tanpa Batas Waktu - 8D Version","Ade Govinda",64079,https://open.spotify.com/track/55GHdnqOdONST4g3dp744w
56,Sofia,Clairo,64045,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM
57,"Pura Pura Lupa",Mahen,63993,https://open.spotify.com/track/6Aw5k0jkFceYayaJoRupLT
58,"Mood (feat. iann dior)",24kGoldn,63979,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
59,"Sesuatu Di Jogja","Adhitia Sofyan",63966,https://open.spotify.com/track/0MAIxtXWimwhAAQOST9jp7
60,"Someone You Loved","Lewis Capaldi",63542,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
61,"Waktu Yang Salah","Fiersa Besari",61094,https://open.spotify.com/track/4qgIQcskrvj6nlypTvBm5k
62,"Akhir Tak Bahagia",Misellia,61021,https://open.spotify.com/track/0BYoWATcndOBcsCfKdTKRx
63,Closure,Pamungkas,60730,https://open.spotify.com/track/3XJ9dvjhpxh49PyjRdn1Lu
64,"Cinta Dalam Hati",Ungu,60595,https://open.spotify.com/track/4MaEMiH9lXR0NAcsrgJcuO
65,telepatía,"Kali Uchis",59099,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
66,"Aku Yang Salah",Mahalini,58740,https://open.spotify.com/track/0OgwkVbQ4jVfsZJO4Xs9hC
67,"Astronaut In The Ocean","Masked Wolf",58624,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
68,bitterlove,"Ardhito Pramono",57505,https://open.spotify.com/track/74OLXYsvpfmSgPCMMi898K
69,Arcade,"Duncan Laurence",57279,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
70,Copines,"Aya Nakamura",56991,https://open.spotify.com/track/1Bhm5HNO1cq8olDbBmokyL
71,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan","Fiersa Besari",56403,https://open.spotify.com/track/5sgRYOTpFZRROlndD460KI
72,"Good Days",SZA,55958,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
73,"Please Don't Go","Mike Posner",54144,https://open.spotify.com/track/3wkKkFAtYSTRwqOydW6T0I
74,"Tanpa Tergesa","Juicy Luicy",53544,https://open.spotify.com/track/3Jby9Ezr1E7wCsXe0Dexa6
75,lowkey,NIKI,53253,https://open.spotify.com/track/5TTXEcfsYLh6fTarLaevTi
76,"Pluto Projector","Rex Orange County",51941,https://open.spotify.com/track/4EWBhKf1fOFnyMtUzACXEc
77,"La La Lost You - Acoustic Version",NIKI,51504,https://open.spotify.com/track/5WkCcSa78lM1Ym4LXzJUiN
78,Dandelions,"Ruth B.",49508,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
79,Sorry,Pamungkas,48959,https://open.spotify.com/track/4gW0fnArZ93uAElSkuw0PG
80,"Night Changes","One Direction",48924,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ
81,"Garis Terdepan","Fiersa Besari",48535,https://open.spotify.com/track/4JozU4Ud30FGyDYzoUKasI
82,"Sweet Scar","Weird Genius",48435,https://open.spotify.com/track/3R0FDwQSXOiO5gaOZFxKZ5
83,Memories,"Maroon 5",48293,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
84,"Reflection - From ""Mulan""","Yura Yunita",47863,https://open.spotify.com/track/1H5tV0SkvBqxGllQ3HEVSy
85,"I Love You 3000","Stephanie Poetri",47829,https://open.spotify.com/track/3znQ9i61vfe2E7URHlOiyc
86,"Ku Dengannya Kau Dengan Dia",Afgan,47764,https://open.spotify.com/track/1dB3siDxgzX7i1So4igd3x
87,"you broke me first","Tate McRae",46990,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
88,Runaway,AURORA,46857,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
89,"As I Am (feat. Khalid)","Justin Bieber",46508,https://open.spotify.com/track/6F2r4HgpJnvKDmkN6JEN6J
90,"Seperti Kisah","Rizky Febian",46219,https://open.spotify.com/track/6nxQa68jVCLlYQsT3fi4G1
91,"Kau Lagi","Celine & Nadya",45698,https://open.spotify.com/track/6RsvbZ6gFjRSOFonpf55mT
92,Rehat,"Kunto Aji",45660,https://open.spotify.com/track/7mjO4RbTZIb1SfE8G673Lm
93,"Terlalu Cinta",Rossa,45648,https://open.spotify.com/track/6I9rJKR6WPRir6XoAaaJvH
94,"Talking to the Moon","Bruno Mars",45297,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
95,"Adu Rayu","Yovie Widianto",44934,https://open.spotify.com/track/3FcCAFQj4bLpfxo8gj1kk9
96,"Somebody That I Used To Know",Gotye,44835,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
97,Psycho,"Red Velvet",44697,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK
98,"Lovesick Girls",BLACKPINK,43973,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C
99,"Location Unknown ◐ (feat. BEKA) - Brooklyn Session",HONNE,43565,https://open.spotify.com/track/4aT6vP9y2eDjxmRGm5ZqSC
100,"Lonely (with benny blanco)","Justin Bieber",43473,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
101,"Save Your Tears","The Weeknd",43351,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
102,2002,Anne-Marie,43340,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
103,"Tanya Hati",Pasto,43085,https://open.spotify.com/track/5D5wUmhN0uIWnPb6mNOBiN
104,"Mantra Cinta","Rizky Febian",42723,https://open.spotify.com/track/2ROCaprX5ROfL2GkkbkCWy
105,"LATHI (with Sara Fajira)","Weird Genius",42594,https://open.spotify.com/track/06pezDUwqVsUfpBNw6uJir
106,"Don't Watch Me Cry","Alex Porat",41048,https://open.spotify.com/track/42i8mO4cQdsUmn5In7jony
107,"Best Part (feat. Daniel Caesar)",H.E.R.,40869,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
108,"Untuk Perempuan Yang Sedang Di Pelukan","Payung Teduh",40621,https://open.spotify.com/track/0urpBLpcm6DOGzs86rcKd8
109,"Say You Won't Let Go","James Arthur",40511,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
110,"Rindu Dalam Hati","Arsy Widianto",40364,https://open.spotify.com/track/1DhJgI2oAsDeDVSD5TNPCF
111,"Boy With Luv (feat. Halsey)",BTS,40341,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
112,Tolong,"Budi Doremi",40270,https://open.spotify.com/track/5X5Vj8FcxyoLzq9qxAa45U
113,"Bicara (feat. Monita Tahalea)",TheOvertunes,40070,https://open.spotify.com/track/1Dxb9nWV16f5PthsUsV1XZ
114,"Celengan Rindu","Fiersa Besari",40007,https://open.spotify.com/track/19JvKc2f3ZNblfBSDMDwUF
115,"Selamat (Selamat Tinggal)",Virgoun,39826,https://open.spotify.com/track/1mruWrUwAVe2XkksUQiaHK
116,Monokrom,Tulus,39822,https://open.spotify.com/track/4GfK1qOF3uBWidbPlTCQRL
117,"Sedang Sayang Sayangnya","Mawar de Jongh",39820,https://open.spotify.com/track/10CbwBfusPvPWuzuTLeMdm
118,"eight(Prod.&Feat. SUGA of BTS)",IU,39615,https://open.spotify.com/track/0pYacDCZuRhcrwGUA5nTBe
119,"Bad Liar","Imagine Dragons",39484,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
120,"Cloud 9","Beach Bunny",39405,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
121,"Backyard Boy (with Jeremy Zucker)","Claire Rosinkranz",39405,https://open.spotify.com/track/4rE4qF4baoXpustrgtnFRw
122,"You Got It",Vedo,39363,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8
123,"How You Like That",BLACKPINK,39360,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o
124,Dan...,"Sheila On 7",39322,https://open.spotify.com/track/1MdjZzEInrmDBXf8zs0nKS
125,comethru,"Jeremy Zucker",39303,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP
126,"10,000 Hours (with Justin Bieber)","Dan + Shay",39297,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
127,"Best Friend","Rex Orange County",38931,https://open.spotify.com/track/47Bg6IrMed1GPbxRgwH2aC
128,Adaptasi,Tulus,38871,https://open.spotify.com/track/0Ax3HeFnPVuHBtzc0AQ7zw
129,"Luka Yang Kurindu",Mahen,38766,https://open.spotify.com/track/5UgZoWvuycExNhZd6vIF7D
130,"Kamu & Kenangan - Original Soundtrack Habibie & Ainun 3","Maudy Ayunda",38511,https://open.spotify.com/track/6dMXNAMr1dlAAUo53QKfqs
131,Rollin',"Brave Girls",38273,https://open.spotify.com/track/2VJOpzv5sBpstCX9venJr5
132,"Holy (feat. Chance The Rapper)","Justin Bieber",37753,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
133,"It Will Rain","Bruno Mars",37670,https://open.spotify.com/track/4rMNgxEwGWoPHIUcvB5BrB
134,Rumpang,"Nadin Amizah",37475,https://open.spotify.com/track/2TRGNVokPnC2a2oHg5iv1H
135,April,"Fiersa Besari",37062,https://open.spotify.com/track/3IesVVqYxCsRCsz5OCmC7q
136,Kangen,"Dewa 19",37050,https://open.spotify.com/track/5LqanqJSmZwbwPtIi2RwTb
137,"Fly Me to the Moon","The Macarons Project",36635,https://open.spotify.com/track/0YBNpbrmpZdFRT0NFqii5C
138,Anyone,"Justin Bieber",36364,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
139,Sorai,"Nadin Amizah",36192,https://open.spotify.com/track/3ymuBMTviroWLuf1jMsMVf
140,"Langit Abu-Abu",Tulus,35762,https://open.spotify.com/track/2FaquTc3FYvNm7RuO1gD6O
141,"Di Persimpangan Dilema",Terry,35643,https://open.spotify.com/track/5PU8ZFAGNJeWYVBh8w5msX
142,Fine,TAEYEON,35264,https://open.spotify.com/track/6CdUgvL597jWmW4w8P5kHs
143,"Strawberries & Cigarettes","Troye Sivan",35045,https://open.spotify.com/track/3afkJSKX0EAMsJXTZnDXXJ
144,"Ice Cream (with Selena Gomez)",BLACKPINK,34975,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz
145,"Day & Night","Jung Seung Hwan",34798,https://open.spotify.com/track/1j5oDtBWVtNoVHMi2n6Fkz
146,"Manusia Bodoh","Ada Band",34765,https://open.spotify.com/track/408TyH9YoTkH9J0Da9Ue8C
147,"Kala Cinta Menggoda",Noah,34668,https://open.spotify.com/track/4bZzHFP9VFX7HsyPomDwuE
148,"Intentions (feat. Quavo)","Justin Bieber",34648,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
149,"I Like Me Better",Lauv,34615,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
150,"Just the Way You Are","Bruno Mars",34588,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
151,"Mad at Disney","salem ilese",34304,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
152,Pelangi,Hivi!,34169,https://open.spotify.com/track/5BgZ1bi8xeWVxmg12RfWzv
153,"Cinta Luar Biasa",Andmesh,33973,https://open.spotify.com/track/1JxoK0EU5SHupbXjSwYaN7
154,Rayu,"Marion Jola",33923,https://open.spotify.com/track/4rAWADK2zYdjx2ar2Hp1C8
155,"Lebih Dari Egoku","Mawar de Jongh",33828,https://open.spotify.com/track/4vh193RZbEEBanSG0719Wh
156,You,Ten2Five,33699,https://open.spotify.com/track/4ilwLEDlMXGEVmMAAEJavA
157,Halu,"Feby Putri",33570,https://open.spotify.com/track/3c4cBEObUsLU8O5I2yQP3l
158,"Tukar Jiwa",Tulus,33510,https://open.spotify.com/track/5VAGZmCKBxYT85w51gNy27
159,"Levitating (feat. DaBaby)","Dua Lipa",33505,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
160,Membasuh,Hindia,33249,https://open.spotify.com/track/3CBxVM0zGj41BQtE6m7gwb
161,Mine,"Petra Sihombing",32897,https://open.spotify.com/track/6NkUP6IeLnH6Yaw2wcNHzO
162,"We're Good","Dua Lipa",32814,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
163,"cigarettes of ours","Ardhito Pramono",32718,https://open.spotify.com/track/77SiKnkNEnRw0uoPE4wuEp
164,"Line Without a Hook","Ricky Montgomery",32692,https://open.spotify.com/track/5NvOZCjZaGGGL597exlQWv
165,"Kenangan Terindah",SAMSONS,32573,https://open.spotify.com/track/5TtmfZaNSYEcTR49cureT0
166,"It's You","Ali Gatie",32573,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
167,"Pretty Savage",BLACKPINK,32299,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr
168,Januari,"Glenn Fredly",32215,https://open.spotify.com/track/3h3BXv7Iq5CTTiN9CHgkNe
169,"When I Was Your Man","Bruno Mars",32164,https://open.spotify.com/track/0B7wvvmu9EISAwZnOpjhNI
170,"Jangan Rubah Takdirku",Andmesh,32139,https://open.spotify.com/track/6MczIMSdoZyw8EBPhihazN
171,"Blinding Lights","The Weeknd",32132,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
172,"Blueberry Eyes (feat. SUGA of BTS)",MAX,32099,https://open.spotify.com/track/6sI8Q7TTJeA9exw6hxEqq3
173,"Fix You",Coldplay,31743,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q
174,"Fana Merah Jambu",Fourtwnty,31596,https://open.spotify.com/track/463XKKFCPlcrhtlwGbEovu
175,Lara,"Dialog Senja",31465,https://open.spotify.com/track/1sGsoXJgOZ3wY3tveCUwWs
176,"When You Love Someone","Endah N Rhesa",31409,https://open.spotify.com/track/2XWsariqeTCH61B53r8yA3
177,"Not With Me","Bondan Prakoso",31405,https://open.spotify.com/track/3Jx6apzpRnf9MPmZv13LOj
178,Seandainya,Vierra,31304,https://open.spotify.com/track/4zDsTPzY7Nm7rYKvszjKYL
179,"Cintanya Aku","Tiara Andini",31284,https://open.spotify.com/track/53fKDMfQhWMSw7QKVDOTBP
180,Selaras,"Kunto Aji",31197,https://open.spotify.com/track/61GiPHiUWi2f8mhN2AdBf0
181,"What You Know Bout Love","Pop Smoke",31154,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
182,Forever,GANGGA,30957,https://open.spotify.com/track/7otwxbmB0dVdjdOAhOmUG6
183,"Cinta Dan Rahasia","Yura Yunita",30947,https://open.spotify.com/track/4HXUMRdT6s6Am6YHcWmuib
184,"Black Mamba",aespa,30919,https://open.spotify.com/track/1t2qYCAjUAoGfeFeoBlK51
185,Remaja,Hivi!,30623,https://open.spotify.com/track/1SaQZoFXNu7ZAxxKImzFgf
186,"Sekali Ini Saja","Glenn Fredly",30390,https://open.spotify.com/track/1GmIlN8URkjZxtV99zKlBk
187,"One Only - Acoustic",Pamungkas,30257,https://open.spotify.com/track/71ck7QnubXzGGj3hE49dvk
188,"Aku Yang Salah",Elmatu,30172,https://open.spotify.com/track/07kS6GzBPkGUMmfgQUfMbE
189,"Pilu Membiru","Kunto Aji",30112,https://open.spotify.com/track/6A5tlFsbty5iJkSqMFWNFs
190,"Kiss (Never Let Me Go)",Thyro,30072,https://open.spotify.com/track/6nQYJuqhIW2zKWAv1rZPM6
191,"Too Good At Goodbyes","Sam Smith",30056,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
192,Pamit,Tulus,29870,https://open.spotify.com/track/3B4VP6swG49n3scg2aMfA6
193,"If the World Was Ending - feat. Julia Michaels","JP Saxe",29841,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
194,"Can I Be Him","James Arthur",29838,https://open.spotify.com/track/0VhgEqMTNZwYL1ARDLLNCX
195,"Hitam Putih",Fourtwnty,29751,https://open.spotify.com/track/0O6g2QFUhuLqRzGqhyzrIu
196,"lovely (with Khalid)","Billie Eilish",29507,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
197,"Hal Indah Butuh Waktu Untuk Datang",Idgitaf,29481,https://open.spotify.com/track/2k9ZZcEQVxoXd2OYr8iiQ8
198,"death bed (coffee for your head)",Powfu,29403,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
199,Perlahan,"Guyon Waton",29395,https://open.spotify.com/track/01TdkJ0lorIzBsdks8X1Tb
200,"Jikalau Kau Cinta",Judika,29388,https://open.spotify.com/track/29gdEEyeHC9ypmvQkohY4N
