,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
55,"Cinta Dalam Hati",Ungu,65409,https://open.spotify.com/track/4MaEMiH9lXR0NAcsrgJcuO
56,"if u could see me cryin' in my room","Arash Buana",64730,https://open.spotify.com/track/2yynRDKYqTLVTcP7FqoyVE
57,"Aku Yang Salah",Mahalini,63920,https://open.spotify.com/track/0OgwkVbQ4jVfsZJO4Xs9hC
58,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",63442,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
59,"Someone You Loved","Lewis Capaldi",63039,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
60,Closure,Pamungkas,62833,https://open.spotify.com/track/3XJ9dvjhpxh49PyjRdn1Lu
61,"Somebody That I Used To Know",Gotye,61945,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
62,"I Still Love You",TheOvertunes,61784,https://open.spotify.com/track/4reIsHKw5hUj4pV8zzMjLA
63,"Pura Pura Lupa",Mahen,61522,https://open.spotify.com/track/6Aw5k0jkFceYayaJoRupLT
64,"Sesuatu Di Jogja","Adhitia Sofyan",61090,https://open.spotify.com/track/0MAIxtXWimwhAAQOST9jp7
65,"Waktu Yang Salah","Fiersa Besari",60301,https://open.spotify.com/track/4qgIQcskrvj6nlypTvBm5k
66,"Lonely (with benny blanco)","Justin Bieber",59182,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
67,"Reflection - From ""Mulan""","Yura Yunita",53755,https://open.spotify.com/track/1H5tV0SkvBqxGllQ3HEVSy
68,bitterlove,"Ardhito Pramono",53459,https://open.spotify.com/track/74OLXYsvpfmSgPCMMi898K
69,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan","Fiersa Besari",53324,https://open.spotify.com/track/5sgRYOTpFZRROlndD460KI
70,"Astronaut In The Ocean","Masked Wolf",52448,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
71,lowkey,NIKI,51826,https://open.spotify.com/track/5TTXEcfsYLh6fTarLaevTi
72,Sorry,Pamungkas,51350,https://open.spotify.com/track/4gW0fnArZ93uAElSkuw0PG
73,"Lovesick Girls",BLACKPINK,50874,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C
74,"La La Lost You - Acoustic Version",NIKI,50398,https://open.spotify.com/track/5WkCcSa78lM1Ym4LXzJUiN
75,"Kau Lagi","Celine & Nadya",48119,https://open.spotify.com/track/6RsvbZ6gFjRSOFonpf55mT
76,"you broke me first","Tate McRae",47696,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
77,"Night Changes","One Direction",47176,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ
78,"Backyard Boy (with Jeremy Zucker)","Claire Rosinkranz",46928,https://open.spotify.com/track/4rE4qF4baoXpustrgtnFRw
79,Memories,"Maroon 5",46828,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
80,"Ku Dengannya Kau Dengan Dia",Afgan,46779,https://open.spotify.com/track/1dB3siDxgzX7i1So4igd3x
81,"Seperti Kisah","Rizky Febian",46719,https://open.spotify.com/track/6nxQa68jVCLlYQsT3fi4G1
82,"Tanpa Tergesa","Juicy Luicy",46707,https://open.spotify.com/track/3Jby9Ezr1E7wCsXe0Dexa6
83,"Mantra Cinta","Rizky Febian",45725,https://open.spotify.com/track/2ROCaprX5ROfL2GkkbkCWy
84,Arcade,"Duncan Laurence",45496,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
85,"Don't Watch Me Cry","Alex Porat",45012,https://open.spotify.com/track/42i8mO4cQdsUmn5In7jony
86,"Sweet Scar","Weird Genius",44764,https://open.spotify.com/track/3R0FDwQSXOiO5gaOZFxKZ5
87,"You Got It",Vedo,44416,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8
88,Runaway,AURORA,44173,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
89,"Adu Rayu","Yovie Widianto",43972,https://open.spotify.com/track/3FcCAFQj4bLpfxo8gj1kk9
90,"Garis Terdepan","Fiersa Besari",43474,https://open.spotify.com/track/4JozU4Ud30FGyDYzoUKasI
91,"Save Your Tears","The Weeknd",43220,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
92,"How You Like That",BLACKPINK,43002,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o
93,"Tanya Hati",Pasto,42633,https://open.spotify.com/track/5D5wUmhN0uIWnPb6mNOBiN
94,Rehat,"Kunto Aji",42520,https://open.spotify.com/track/7mjO4RbTZIb1SfE8G673Lm
95,2002,Anne-Marie,42146,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
96,"I Love You 3000","Stephanie Poetri",41930,https://open.spotify.com/track/3znQ9i61vfe2E7URHlOiyc
97,"Terlalu Cinta",Rossa,41889,https://open.spotify.com/track/6I9rJKR6WPRir6XoAaaJvH
98,Psycho,"Red Velvet",41478,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK
99,"LATHI (with Sara Fajira)","Weird Genius",41184,https://open.spotify.com/track/06pezDUwqVsUfpBNw6uJir
100,"Kamu & Kenangan - Original Soundtrack Habibie & Ainun 3","Maudy Ayunda",40668,https://open.spotify.com/track/6dMXNAMr1dlAAUo53QKfqs
101,Dan...,"Sheila On 7",40076,https://open.spotify.com/track/1MdjZzEInrmDBXf8zs0nKS
102,"Celengan Rindu","Fiersa Besari",39961,https://open.spotify.com/track/19JvKc2f3ZNblfBSDMDwUF
103,Tolong,"Budi Doremi",39877,https://open.spotify.com/track/5X5Vj8FcxyoLzq9qxAa45U
104,"Untuk Perempuan Yang Sedang Di Pelukan","Payung Teduh",39457,https://open.spotify.com/track/0urpBLpcm6DOGzs86rcKd8
105,"Selamat (Selamat Tinggal)",Virgoun,39416,https://open.spotify.com/track/1mruWrUwAVe2XkksUQiaHK
106,Selaras,"Kunto Aji",38771,https://open.spotify.com/track/61GiPHiUWi2f8mhN2AdBf0
107,"Best Part (feat. Daniel Caesar)",H.E.R.,38692,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
108,"Boy With Luv (feat. Halsey)",BTS,38538,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
109,"Bad Liar","Imagine Dragons",38448,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
110,Adaptasi,Tulus,38232,https://open.spotify.com/track/0Ax3HeFnPVuHBtzc0AQ7zw
111,Monokrom,Tulus,37867,https://open.spotify.com/track/4GfK1qOF3uBWidbPlTCQRL
112,"Ice Cream (with Selena Gomez)",BLACKPINK,37810,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz
113,"Di Persimpangan Dilema",Terry,37795,https://open.spotify.com/track/5PU8ZFAGNJeWYVBh8w5msX
114,"Mad at Disney","salem ilese",37790,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
115,"Bicara (feat. Monita Tahalea)",TheOvertunes,37787,https://open.spotify.com/track/1Dxb9nWV16f5PthsUsV1XZ
116,"Say You Won't Let Go","James Arthur",37706,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
117,"Luka Yang Kurindu",Mahen,37694,https://open.spotify.com/track/5UgZoWvuycExNhZd6vIF7D
118,"What You Know Bout Love","Pop Smoke",37583,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
119,"Girl In The Mirror","Sophia Grace",37441,https://open.spotify.com/track/0oXMw64TD8wYk1vSwNNKaO
120,comethru,"Jeremy Zucker",37408,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP
121,"10,000 Hours (with Justin Bieber)","Dan + Shay",37088,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
122,April,"Fiersa Besari",36963,https://open.spotify.com/track/3IesVVqYxCsRCsz5OCmC7q
123,"eight(Prod.&Feat. SUGA of BTS)",IU,36745,https://open.spotify.com/track/0pYacDCZuRhcrwGUA5nTBe
124,"Rindu Dalam Hati","Arsy Widianto",36740,https://open.spotify.com/track/1DhJgI2oAsDeDVSD5TNPCF
125,"Kala Cinta Menggoda",Noah,36715,https://open.spotify.com/track/4bZzHFP9VFX7HsyPomDwuE
126,Kangen,"Dewa 19",36549,https://open.spotify.com/track/5LqanqJSmZwbwPtIi2RwTb
127,"Fix You",Coldplay,36530,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q
128,"Fly Me to the Moon","The Macarons Project",36476,https://open.spotify.com/track/0YBNpbrmpZdFRT0NFqii5C
129,"Pretty Savage",BLACKPINK,36084,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr
130,"Manusia Bodoh","Ada Band",35701,https://open.spotify.com/track/408TyH9YoTkH9J0Da9Ue8C
131,"Intentions (feat. Quavo)","Justin Bieber",35462,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
132,"Savage Love (Laxed – Siren Beat) [BTS Remix]","Jawsh 685",35394,https://open.spotify.com/track/4TgxFMOn5yoESW6zCidCXL
133,Rumpang,"Nadin Amizah",35383,https://open.spotify.com/track/2TRGNVokPnC2a2oHg5iv1H
134,"Why Why Why",iKON,35254,https://open.spotify.com/track/0br4r9VlPdofrWXxPorlYd
135,Dandelions,"Ruth B.",34700,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
136,"Hal Indah Butuh Waktu Untuk Datang",Idgitaf,34693,https://open.spotify.com/track/2k9ZZcEQVxoXd2OYr8iiQ8
137,"Sedang Sayang Sayangnya","Mawar de Jongh",34452,https://open.spotify.com/track/10CbwBfusPvPWuzuTLeMdm
138,Fine,TAEYEON,33938,https://open.spotify.com/track/6CdUgvL597jWmW4w8P5kHs
139,Sorai,"Nadin Amizah",33788,https://open.spotify.com/track/3ymuBMTviroWLuf1jMsMVf
140,Halu,"Feby Putri",33788,https://open.spotify.com/track/3c4cBEObUsLU8O5I2yQP3l
141,"Langit Abu-Abu",Tulus,33679,https://open.spotify.com/track/2FaquTc3FYvNm7RuO1gD6O
142,"Black Mamba",aespa,33670,https://open.spotify.com/track/1t2qYCAjUAoGfeFeoBlK51
143,"We're Good","Dua Lipa",33616,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
144,"Cinta Luar Biasa",Andmesh,33491,https://open.spotify.com/track/1JxoK0EU5SHupbXjSwYaN7
145,"Line Without a Hook","Ricky Montgomery",33465,https://open.spotify.com/track/5NvOZCjZaGGGL597exlQWv
146,"Day & Night","Jung Seung Hwan",33322,https://open.spotify.com/track/1j5oDtBWVtNoVHMi2n6Fkz
147,"Cintanya Aku","Tiara Andini",33150,https://open.spotify.com/track/53fKDMfQhWMSw7QKVDOTBP
148,"Blueberry Eyes (feat. Lil Mosey, SUGA of BTS & Olivia O'Brien)",MAX,32188,https://open.spotify.com/track/3v96wJDPSdTYWEOgssfipO
149,"Just the Way You Are","Bruno Mars",32163,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
150,"Lebih Dari Egoku","Mawar de Jongh",32083,https://open.spotify.com/track/4vh193RZbEEBanSG0719Wh
151,Anyone,"Justin Bieber",32051,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4
152,"Fana Merah Jambu",Fourtwnty,31990,https://open.spotify.com/track/463XKKFCPlcrhtlwGbEovu
153,Membasuh,Hindia,31947,https://open.spotify.com/track/3CBxVM0zGj41BQtE6m7gwb
154,"Strawberries & Cigarettes","Troye Sivan",31907,https://open.spotify.com/track/3afkJSKX0EAMsJXTZnDXXJ
155,Pelangi,Hivi!,31855,https://open.spotify.com/track/5BgZ1bi8xeWVxmg12RfWzv
156,"I Like Me Better",Lauv,31767,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
157,"One Only - Acoustic",Pamungkas,31690,https://open.spotify.com/track/71ck7QnubXzGGj3hE49dvk
158,"Best Friend","Rex Orange County",31612,https://open.spotify.com/track/47Bg6IrMed1GPbxRgwH2aC
159,Lara,"Dialog Senja",31469,https://open.spotify.com/track/1sGsoXJgOZ3wY3tveCUwWs
160,"Tukar Jiwa",Tulus,31302,https://open.spotify.com/track/5VAGZmCKBxYT85w51gNy27
161,You,Ten2Five,31300,https://open.spotify.com/track/4ilwLEDlMXGEVmMAAEJavA
162,"It's You","Ali Gatie",30991,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
163,"Kenangan Terindah",SAMSONS,30954,https://open.spotify.com/track/5TtmfZaNSYEcTR49cureT0
164,Seandainya,Vierra,30921,https://open.spotify.com/track/4zDsTPzY7Nm7rYKvszjKYL
165,Rayu,"Marion Jola",30818,https://open.spotify.com/track/4rAWADK2zYdjx2ar2Hp1C8
166,"Aku Yang Salah",Elmatu,30770,https://open.spotify.com/track/07kS6GzBPkGUMmfgQUfMbE
167,Januari,"Glenn Fredly",30761,https://open.spotify.com/track/3h3BXv7Iq5CTTiN9CHgkNe
168,"Blueberry Eyes (feat. SUGA of BTS)",MAX,30720,https://open.spotify.com/track/6sI8Q7TTJeA9exw6hxEqq3
169,"Yang Terdalam",Peterpan,30698,https://open.spotify.com/track/0CahNFWYcfqUzP7aYhg6J6
170,"cigarettes of ours","Ardhito Pramono",30537,https://open.spotify.com/track/77SiKnkNEnRw0uoPE4wuEp
171,Starlight,"CHA NI (SF9)",30526,https://open.spotify.com/track/7lV0M6ulaapTNZJzx8stw0
172,"Jangan Rubah Takdirku",Andmesh,30433,https://open.spotify.com/track/6MczIMSdoZyw8EBPhihazN
173,Perlahan,"Guyon Waton",30261,https://open.spotify.com/track/01TdkJ0lorIzBsdks8X1Tb
174,"Make A Wish (Birthday Song)","NCT U",30018,https://open.spotify.com/track/6FdShjf7nA2cqEnpv1tIia
175,"Kartonyono Medot Janji","Denny Caknan",30005,https://open.spotify.com/track/6bnCgtR9tDcADREMONA91t
176,"Hitam Putih",Fourtwnty,29846,https://open.spotify.com/track/0O6g2QFUhuLqRzGqhyzrIu
177,"Cinta Dan Rahasia","Yura Yunita",29843,https://open.spotify.com/track/4HXUMRdT6s6Am6YHcWmuib
178,"lovely (with Khalid)","Billie Eilish",29768,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
179,Tanya,Dere,29682,https://open.spotify.com/track/7ACU6Hb2lOWax6zPFgfFy3
180,"Takkan Terganti",Marcell,29651,https://open.spotify.com/track/0T4t1PywlNmJGcveGH5spB
181,Mine,"Petra Sihombing",29614,https://open.spotify.com/track/6NkUP6IeLnH6Yaw2wcNHzO
182,"death bed (coffee for your head)",Powfu,29415,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
183,"Blinding Lights","The Weeknd",29388,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
184,"gimme gimme","NCT 127",29325,https://open.spotify.com/track/6shrCEEMcrT6Akxkk8IhLC
185,"Not With Me","Bondan Prakoso",29151,https://open.spotify.com/track/3Jx6apzpRnf9MPmZv13LOj
186,"When You Love Someone","Endah N Rhesa",29128,https://open.spotify.com/track/2XWsariqeTCH61B53r8yA3
187,Hampa,"Ari Lasso",29052,https://open.spotify.com/track/6bE0o9hYUPYlokZIH79oM0
188,"It Will Rain","Bruno Mars",28945,https://open.spotify.com/track/4rMNgxEwGWoPHIUcvB5BrB
189,"Pilu Membiru","Kunto Aji",28879,https://open.spotify.com/track/6A5tlFsbty5iJkSqMFWNFs
190,"Jikalau Kau Cinta",Judika,28757,https://open.spotify.com/track/29gdEEyeHC9ypmvQkohY4N
191,"Sekali Ini Saja","Glenn Fredly",28706,https://open.spotify.com/track/1GmIlN8URkjZxtV99zKlBk
192,"Serta Mulia","Sal Priadi",28683,https://open.spotify.com/track/1CVUWAC845LKEDHH0l8XG2
193,"Ruang Rindu",Letto,28677,https://open.spotify.com/track/3sZh17vjbQknQoC8z3y8zR
194,"You Are The Reason","Calum Scott",28623,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B
195,"I CAN'T STOP ME",TWICE,28365,https://open.spotify.com/track/3apeXzypBMnUfYcZYNX6DH
196,"Location Unknown ◐ (feat. BEKA) - Brooklyn Session",HONNE,28293,https://open.spotify.com/track/4aT6vP9y2eDjxmRGm5ZqSC
197,"Zona Nyaman (From ""Filosofi Kopi 2: Ben & Jody"")",Fourtwnty,28201,https://open.spotify.com/track/4lfAvFv8roumWVKXhHF8uN
198,Soulmate,Kahitna,28199,https://open.spotify.com/track/2y3qRsc49ZmSatwK1SVLFi
199,"Holy (feat. Chance The Rapper)","Justin Bieber",28084,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
200,Remaja,Hivi!,28053,https://open.spotify.com/track/1SaQZoFXNu7ZAxxKImzFgf
