,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
19,"I Just Couldn't Save You Tonight (feat. Aurélie) - Story of Kale - Original Motion Picture Soundtrack","Ardhito Pramono",136076,https://open.spotify.com/track/5AkV53fo1u01mi8r22JNeF
20,Snowman,Sia,128921,https://open.spotify.com/track/7uoFMmxln0GPXQ0AcCBXRq
21,Monolog,Pamungkas,128057,https://open.spotify.com/track/77vx7sGjdqwdnQL968t8oY
22,Heather,"Conan Gray",122285,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
23,Kota,Dere,119666,https://open.spotify.com/track/0SeBJ2sAl8CV58kBfpd5va
24,"I Love You but I'm Letting Go",Pamungkas,119516,https://open.spotify.com/track/01beCqR9wsVnwzkAJZyTqq
25,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",115283,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
26,Lantas,"Juicy Luicy",108829,https://open.spotify.com/track/1ZPVEo8RfmrEz8YAD5n6rW
27,"Katakan Saja",Khifnu,108521,https://open.spotify.com/track/012WiZSgTedjCImYNyA1bF
28,"Makna Cinta","Rizky Febian",103644,https://open.spotify.com/track/7B3zHfPqcLgV3DHcjQP2OM
29,"Rumah Ke Rumah",Hindia,103142,https://open.spotify.com/track/2wAiFWjRupWmnDkQcu91MF
30,Celebrity,IU,100934,https://open.spotify.com/track/4RewTiGEGoO7FWNZUmp1f4
31,Lose,NIKI,97520,https://open.spotify.com/track/5vPO5ouEv8iedKWxzmSv7b
32,"Maafkan Aku #terlanjurmencinta","Tiara Andini",97497,https://open.spotify.com/track/0ZoBl7pWhdjnj4eIe9I11o
33,34+35,"Ariana Grande",97217,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
34,"I'm Missing You",Sunjae,96367,https://open.spotify.com/track/0w0NpOQOYYClaTI0TFHBMF
35,"Bahasa Kalbu",Raisa,93999,https://open.spotify.com/track/7c98gah3Qah9o76kgkzfrV
36,C.H.R.I.S.Y.E.,Diskoria,93315,https://open.spotify.com/track/42si4ikg5dh732gPuQ0xHb
37,positions,"Ariana Grande",93233,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
38,"Hurts So Good","Astrid S",92437,https://open.spotify.com/track/46u5B2WN4wryYLZuMAOmI4
39,"Before You Go","Lewis Capaldi",92222,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
40,Dynamite,BTS,90438,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
41,"Stuck with U (with Justin Bieber)","Ariana Grande",89117,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
42,"Resah Jadi Luka","Daun Jatuh",88458,https://open.spotify.com/track/3a0BOn9fWnTCUqWpqE71Bb
43,"Sudah - Story of Kale - Original Motion Picture Soundtrack","Ardhito Pramono",87595,https://open.spotify.com/track/5QGdWvXwXMK2Zx6eKagyue
44,"Into Your Arms (feat. Ava Max)","Witt Lowry",85600,https://open.spotify.com/track/0b11D9D0hMOYCIMN3OKreM
45,"Life Goes On",BTS,85247,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
46,Cuek,"Rizky Febian",84816,https://open.spotify.com/track/4sCabvmZpbmfoCNcoCSKEX
47,"Kukira Kau Rumah",Amigdala,80172,https://open.spotify.com/track/1xdp8tXLTGbPeUSEODP9N7
48,"Belum Siap Kehilangan","Stevan Pasaribu",78316,https://open.spotify.com/track/56Uibq6ur2xwUpSd9biBH1
49,"Tanpa Batas Waktu - 8D Version","Ade Govinda",77541,https://open.spotify.com/track/55GHdnqOdONST4g3dp744w
50,"Mood (feat. iann dior)",24kGoldn,76204,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
51,"Lonely (with benny blanco)","Justin Bieber",73031,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
52,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",69625,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
53,Copines,"Aya Nakamura",69237,https://open.spotify.com/track/1Bhm5HNO1cq8olDbBmokyL
54,Secukupnya,Hindia,66908,https://open.spotify.com/track/5drW6PGRxkE6MxttzVLNk5
55,telepatía,"Kali Uchis",66525,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
56,Sofia,Clairo,65488,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM
57,"I Still Love You",TheOvertunes,63059,https://open.spotify.com/track/4reIsHKw5hUj4pV8zzMjLA
58,Closure,Pamungkas,63049,https://open.spotify.com/track/3XJ9dvjhpxh49PyjRdn1Lu
59,"Sesuatu Di Jogja","Adhitia Sofyan",62878,https://open.spotify.com/track/0MAIxtXWimwhAAQOST9jp7
60,"if u could see me cryin' in my room","Arash Buana",62465,https://open.spotify.com/track/2yynRDKYqTLVTcP7FqoyVE
61,"Someone You Loved","Lewis Capaldi",62186,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
62,"Astronaut In The Ocean","Masked Wolf",61756,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
63,"Pura Pura Lupa",Mahen,61407,https://open.spotify.com/track/6Aw5k0jkFceYayaJoRupLT
64,"Good Days",SZA,61058,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
65,"Aku Yang Salah",Mahalini,61050,https://open.spotify.com/track/0OgwkVbQ4jVfsZJO4Xs9hC
66,"Cinta Dalam Hati",Ungu,58470,https://open.spotify.com/track/4MaEMiH9lXR0NAcsrgJcuO
67,"Waktu Yang Salah","Fiersa Besari",57475,https://open.spotify.com/track/4qgIQcskrvj6nlypTvBm5k
68,bitterlove,"Ardhito Pramono",54737,https://open.spotify.com/track/74OLXYsvpfmSgPCMMi898K
69,lowkey,NIKI,52993,https://open.spotify.com/track/5TTXEcfsYLh6fTarLaevTi
70,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan","Fiersa Besari",52762,https://open.spotify.com/track/5sgRYOTpFZRROlndD460KI
71,Sorry,Pamungkas,52349,https://open.spotify.com/track/4gW0fnArZ93uAElSkuw0PG
72,"Seperti Kisah","Rizky Febian",50313,https://open.spotify.com/track/6nxQa68jVCLlYQsT3fi4G1
73,"Tanpa Tergesa","Juicy Luicy",49681,https://open.spotify.com/track/3Jby9Ezr1E7wCsXe0Dexa6
74,"La La Lost You - Acoustic Version",NIKI,49320,https://open.spotify.com/track/5WkCcSa78lM1Ym4LXzJUiN
75,"Somebody That I Used To Know",Gotye,49018,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
76,"Night Changes","One Direction",48776,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ
77,Arcade,"Duncan Laurence",48079,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
78,Memories,"Maroon 5",46901,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
79,"Kau Lagi","Celine & Nadya",46161,https://open.spotify.com/track/6RsvbZ6gFjRSOFonpf55mT
80,"Reflection - From ""Mulan""","Yura Yunita",46128,https://open.spotify.com/track/1H5tV0SkvBqxGllQ3HEVSy
81,"Sweet Scar","Weird Genius",46019,https://open.spotify.com/track/3R0FDwQSXOiO5gaOZFxKZ5
82,"you broke me first","Tate McRae",45554,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
83,"Garis Terdepan","Fiersa Besari",45306,https://open.spotify.com/track/4JozU4Ud30FGyDYzoUKasI
84,"Mantra Cinta","Rizky Febian",44887,https://open.spotify.com/track/2ROCaprX5ROfL2GkkbkCWy
85,"Holy (feat. Chance The Rapper)","Justin Bieber",44722,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
86,"Save Your Tears","The Weeknd",44697,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
87,"Terlalu Cinta",Rossa,44080,https://open.spotify.com/track/6I9rJKR6WPRir6XoAaaJvH
88,Rollin',"Brave Girls",44077,https://open.spotify.com/track/2VJOpzv5sBpstCX9venJr5
89,"Backyard Boy (with Jeremy Zucker)","Claire Rosinkranz",44043,https://open.spotify.com/track/4rE4qF4baoXpustrgtnFRw
90,Rehat,"Kunto Aji",43584,https://open.spotify.com/track/7mjO4RbTZIb1SfE8G673Lm
91,"I Love You 3000","Stephanie Poetri",43330,https://open.spotify.com/track/3znQ9i61vfe2E7URHlOiyc
92,"Ku Dengannya Kau Dengan Dia",Afgan,42932,https://open.spotify.com/track/1dB3siDxgzX7i1So4igd3x
93,"Lovesick Girls",BLACKPINK,42811,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C
94,Anyone,"Justin Bieber",42789,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
95,2002,Anne-Marie,42753,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
96,"Adu Rayu","Yovie Widianto",42547,https://open.spotify.com/track/3FcCAFQj4bLpfxo8gj1kk9
97,Runaway,AURORA,42308,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
98,"You Got It",Vedo,42161,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8
99,"As I Am (feat. Khalid)","Justin Bieber",42053,https://open.spotify.com/track/6F2r4HgpJnvKDmkN6JEN6J
100,"Tanya Hati",Pasto,41956,https://open.spotify.com/track/5D5wUmhN0uIWnPb6mNOBiN
101,Psycho,"Red Velvet",41310,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK
102,"Don't Watch Me Cry","Alex Porat",41064,https://open.spotify.com/track/42i8mO4cQdsUmn5In7jony
103,"LATHI (with Sara Fajira)","Weird Genius",40929,https://open.spotify.com/track/06pezDUwqVsUfpBNw6uJir
104,"How You Like That",BLACKPINK,40616,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o
105,"Kamu & Kenangan - Original Soundtrack Habibie & Ainun 3","Maudy Ayunda",39526,https://open.spotify.com/track/6dMXNAMr1dlAAUo53QKfqs
106,Tolong,"Budi Doremi",39190,https://open.spotify.com/track/5X5Vj8FcxyoLzq9qxAa45U
107,Dandelions,"Ruth B.",39157,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
108,"Luka Yang Kurindu",Mahen,38930,https://open.spotify.com/track/5UgZoWvuycExNhZd6vIF7D
109,"Boy With Luv (feat. Halsey)",BTS,38847,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
110,Dan...,"Sheila On 7",38624,https://open.spotify.com/track/1MdjZzEInrmDBXf8zs0nKS
111,"Bad Liar","Imagine Dragons",38485,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
112,"Best Part (feat. Daniel Caesar)",H.E.R.,38243,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
113,"Celengan Rindu","Fiersa Besari",38211,https://open.spotify.com/track/19JvKc2f3ZNblfBSDMDwUF
114,"Untuk Perempuan Yang Sedang Di Pelukan","Payung Teduh",38110,https://open.spotify.com/track/0urpBLpcm6DOGzs86rcKd8
115,"Please Don't Go","Mike Posner",37666,https://open.spotify.com/track/3wkKkFAtYSTRwqOydW6T0I
116,"Say You Won't Let Go","James Arthur",37498,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
117,"Sedang Sayang Sayangnya","Mawar de Jongh",37497,https://open.spotify.com/track/10CbwBfusPvPWuzuTLeMdm
118,"Selamat (Selamat Tinggal)",Virgoun,37417,https://open.spotify.com/track/1mruWrUwAVe2XkksUQiaHK
119,"10,000 Hours (with Justin Bieber)","Dan + Shay",37394,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
120,Monokrom,Tulus,37288,https://open.spotify.com/track/4GfK1qOF3uBWidbPlTCQRL
121,Adaptasi,Tulus,37183,https://open.spotify.com/track/0Ax3HeFnPVuHBtzc0AQ7zw
122,comethru,"Jeremy Zucker",37150,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP
123,"Rindu Dalam Hati","Arsy Widianto",37094,https://open.spotify.com/track/1DhJgI2oAsDeDVSD5TNPCF
124,"Rain On Me (with Ariana Grande)","Lady Gaga",36844,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
125,"Bicara (feat. Monita Tahalea)",TheOvertunes,36369,https://open.spotify.com/track/1Dxb9nWV16f5PthsUsV1XZ
126,"Kala Cinta Menggoda",Noah,36243,https://open.spotify.com/track/4bZzHFP9VFX7HsyPomDwuE
127,"Mad at Disney","salem ilese",36042,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
128,April,"Fiersa Besari",35677,https://open.spotify.com/track/3IesVVqYxCsRCsz5OCmC7q
129,"Best Friend","Rex Orange County",35645,https://open.spotify.com/track/47Bg6IrMed1GPbxRgwH2aC
130,"What You Know Bout Love","Pop Smoke",35622,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
131,Kangen,"Dewa 19",35597,https://open.spotify.com/track/5LqanqJSmZwbwPtIi2RwTb
132,"Di Persimpangan Dilema",Terry,35540,https://open.spotify.com/track/5PU8ZFAGNJeWYVBh8w5msX
133,"Manusia Bodoh","Ada Band",35536,https://open.spotify.com/track/408TyH9YoTkH9J0Da9Ue8C
134,Rumpang,"Nadin Amizah",35371,https://open.spotify.com/track/2TRGNVokPnC2a2oHg5iv1H
135,"Intentions (feat. Quavo)","Justin Bieber",35356,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
136,"eight(Prod.&Feat. SUGA of BTS)",IU,34990,https://open.spotify.com/track/0pYacDCZuRhcrwGUA5nTBe
137,"Ice Cream (with Selena Gomez)",BLACKPINK,34791,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz
138,"Fly Me to the Moon","The Macarons Project",34557,https://open.spotify.com/track/0YBNpbrmpZdFRT0NFqii5C
139,"We're Good","Dua Lipa",34262,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
140,Sorai,"Nadin Amizah",34141,https://open.spotify.com/track/3ymuBMTviroWLuf1jMsMVf
141,"Day & Night","Jung Seung Hwan",33822,https://open.spotify.com/track/1j5oDtBWVtNoVHMi2n6Fkz
142,"Line Without a Hook","Ricky Montgomery",33212,https://open.spotify.com/track/5NvOZCjZaGGGL597exlQWv
143,"Langit Abu-Abu",Tulus,33193,https://open.spotify.com/track/2FaquTc3FYvNm7RuO1gD6O
144,"Lebih Dari Egoku","Mawar de Jongh",33132,https://open.spotify.com/track/4vh193RZbEEBanSG0719Wh
145,Fine,TAEYEON,33125,https://open.spotify.com/track/6CdUgvL597jWmW4w8P5kHs
146,"After School",Weeekly,33117,https://open.spotify.com/track/52CBUrIdyf8tbZaUY9iawE
147,"Pretty Savage",BLACKPINK,33094,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr
148,Rayu,"Marion Jola",33034,https://open.spotify.com/track/4rAWADK2zYdjx2ar2Hp1C8
149,"Fix You",Coldplay,32907,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q
150,"Akhir Tak Bahagia",Misellia,32887,https://open.spotify.com/track/0BYoWATcndOBcsCfKdTKRx
151,"Strawberries & Cigarettes","Troye Sivan",32877,https://open.spotify.com/track/3afkJSKX0EAMsJXTZnDXXJ
152,"Cinta Luar Biasa",Andmesh,32722,https://open.spotify.com/track/1JxoK0EU5SHupbXjSwYaN7
153,"I Like Me Better",Lauv,32684,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
154,"Cintanya Aku","Tiara Andini",32613,https://open.spotify.com/track/53fKDMfQhWMSw7QKVDOTBP
155,"Girl In The Mirror","Sophia Grace",32595,https://open.spotify.com/track/0oXMw64TD8wYk1vSwNNKaO
156,Pelangi,Hivi!,32574,https://open.spotify.com/track/5BgZ1bi8xeWVxmg12RfWzv
157,Halu,"Feby Putri",32313,https://open.spotify.com/track/3c4cBEObUsLU8O5I2yQP3l
158,"Levitating (feat. DaBaby)","Dua Lipa",32177,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
159,"Fana Merah Jambu",Fourtwnty,32082,https://open.spotify.com/track/463XKKFCPlcrhtlwGbEovu
160,"Jangan Rubah Takdirku",Andmesh,32059,https://open.spotify.com/track/6MczIMSdoZyw8EBPhihazN
161,"Midnight Blue (Donation Project)",B.I,31775,https://open.spotify.com/track/1cBdno4f4aTiDTtVPCK4nH
162,Lara,"Dialog Senja",31737,https://open.spotify.com/track/1sGsoXJgOZ3wY3tveCUwWs
163,"cigarettes of ours","Ardhito Pramono",31590,https://open.spotify.com/track/77SiKnkNEnRw0uoPE4wuEp
164,You,Ten2Five,31564,https://open.spotify.com/track/4ilwLEDlMXGEVmMAAEJavA
165,Membasuh,Hindia,31462,https://open.spotify.com/track/3CBxVM0zGj41BQtE6m7gwb
166,"Cinta Dan Rahasia","Yura Yunita",31354,https://open.spotify.com/track/4HXUMRdT6s6Am6YHcWmuib
167,"Just the Way You Are","Bruno Mars",31304,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
168,"Talking to the Moon","Bruno Mars",31298,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
169,"One Only - Acoustic",Pamungkas,31149,https://open.spotify.com/track/71ck7QnubXzGGj3hE49dvk
170,"It's You","Ali Gatie",31108,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
171,"Blinding Lights","The Weeknd",31015,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
172,"Savage Love (Laxed – Siren Beat) [BTS Remix]","Jawsh 685",30946,https://open.spotify.com/track/4TgxFMOn5yoESW6zCidCXL
173,"Blueberry Eyes (feat. Lil Mosey, SUGA of BTS & Olivia O'Brien)",MAX,30866,https://open.spotify.com/track/3v96wJDPSdTYWEOgssfipO
174,"Black Mamba",aespa,30659,https://open.spotify.com/track/1t2qYCAjUAoGfeFeoBlK51
175,"Tukar Jiwa",Tulus,30565,https://open.spotify.com/track/5VAGZmCKBxYT85w51gNy27
176,"Aku Yang Salah",Elmatu,30237,https://open.spotify.com/track/07kS6GzBPkGUMmfgQUfMbE
177,"Hal Indah Butuh Waktu Untuk Datang",Idgitaf,30193,https://open.spotify.com/track/2k9ZZcEQVxoXd2OYr8iiQ8
178,"Kenangan Terindah",SAMSONS,30140,https://open.spotify.com/track/5TtmfZaNSYEcTR49cureT0
179,"When You Love Someone","Endah N Rhesa",30086,https://open.spotify.com/track/2XWsariqeTCH61B53r8yA3
180,"To the Bone",Pamungkas,30045,https://open.spotify.com/track/1XU0PmUY3oqFovtDbjzQJr
181,Seandainya,Vierra,30001,https://open.spotify.com/track/4zDsTPzY7Nm7rYKvszjKYL
182,Perlahan,"Guyon Waton",29992,https://open.spotify.com/track/01TdkJ0lorIzBsdks8X1Tb
183,Januari,"Glenn Fredly",29980,https://open.spotify.com/track/3h3BXv7Iq5CTTiN9CHgkNe
184,"Yang Terdalam",Peterpan,29802,https://open.spotify.com/track/0CahNFWYcfqUzP7aYhg6J6
185,"Blueberry Eyes (feat. SUGA of BTS)",MAX,29780,https://open.spotify.com/track/6sI8Q7TTJeA9exw6hxEqq3
186,"Hitam Putih",Fourtwnty,29679,https://open.spotify.com/track/0O6g2QFUhuLqRzGqhyzrIu
187,Mine,"Petra Sihombing",29519,https://open.spotify.com/track/6NkUP6IeLnH6Yaw2wcNHzO
188,"death bed (coffee for your head)",Powfu,29411,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
189,"Cinta Seperti Aku","Aurelie Hermansyah",29385,https://open.spotify.com/track/0wNeGd47THko2t5enRDKMZ
190,Hampa,"Ari Lasso",28906,https://open.spotify.com/track/6bE0o9hYUPYlokZIH79oM0
191,"Not With Me","Bondan Prakoso",28892,https://open.spotify.com/track/3Jx6apzpRnf9MPmZv13LOj
192,"lovely (with Khalid)","Billie Eilish",28845,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
193,"Sekali Ini Saja","Glenn Fredly",28806,https://open.spotify.com/track/1GmIlN8URkjZxtV99zKlBk
194,Selaras,"Kunto Aji",28711,https://open.spotify.com/track/61GiPHiUWi2f8mhN2AdBf0
195,"Make A Wish (Birthday Song)","NCT U",28683,https://open.spotify.com/track/6FdShjf7nA2cqEnpv1tIia
196,"Indah Pada Waktunya","Rizky Febian",28613,https://open.spotify.com/track/1S5aHAr1hpf3icpzq3ullG
197,"Jikalau Kau Cinta",Judika,28599,https://open.spotify.com/track/29gdEEyeHC9ypmvQkohY4N
198,"Pilu Membiru","Kunto Aji",28532,https://open.spotify.com/track/6A5tlFsbty5iJkSqMFWNFs
199,"Why Why Why",iKON,28500,https://open.spotify.com/track/0br4r9VlPdofrWXxPorlYd
200,"Can I Be Him","James Arthur",28476,https://open.spotify.com/track/0VhgEqMTNZwYL1ARDLLNCX
