,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
48,"Mood (feat. iann dior)",24kGoldn,83557,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
49,"Tanpa Batas Waktu - 8D Version","Ade Govinda",82429,https://open.spotify.com/track/55GHdnqOdONST4g3dp744w
50,"Good Days",SZA,78802,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
51,Sofia,Clairo,74438,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM
52,telepatía,"Kali Uchis",73571,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
53,"Belum Siap Kehilangan","Stevan Pasaribu",73404,https://open.spotify.com/track/56Uibq6ur2xwUpSd9biBH1
54,Secukupnya,Hindia,73212,https://open.spotify.com/track/5drW6PGRxkE6MxttzVLNk5
55,Closure,Pamungkas,70629,https://open.spotify.com/track/3XJ9dvjhpxh49PyjRdn1Lu
56,"if u could see me cryin' in my room","Arash Buana",70426,https://open.spotify.com/track/2yynRDKYqTLVTcP7FqoyVE
57,"Reflection - From ""Mulan""","Yura Yunita",70022,https://open.spotify.com/track/1H5tV0SkvBqxGllQ3HEVSy
58,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",69744,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
59,"I Still Love You",TheOvertunes,68845,https://open.spotify.com/track/4reIsHKw5hUj4pV8zzMjLA
60,"Aku Yang Salah",Mahalini,68500,https://open.spotify.com/track/0OgwkVbQ4jVfsZJO4Xs9hC
61,"Sesuatu Di Jogja","Adhitia Sofyan",66046,https://open.spotify.com/track/0MAIxtXWimwhAAQOST9jp7
62,"Somebody That I Used To Know",Gotye,65767,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
63,"Someone You Loved","Lewis Capaldi",65550,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
64,"Lonely (with benny blanco)","Justin Bieber",64587,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
65,"Pura Pura Lupa",Mahen,64410,https://open.spotify.com/track/6Aw5k0jkFceYayaJoRupLT
66,"Waktu Yang Salah","Fiersa Besari",62930,https://open.spotify.com/track/4qgIQcskrvj6nlypTvBm5k
67,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan","Fiersa Besari",61656,https://open.spotify.com/track/5sgRYOTpFZRROlndD460KI
68,"Cinta Dalam Hati",Ungu,61625,https://open.spotify.com/track/4MaEMiH9lXR0NAcsrgJcuO
69,"Astronaut In The Ocean","Masked Wolf",58857,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
70,bitterlove,"Ardhito Pramono",58638,https://open.spotify.com/track/74OLXYsvpfmSgPCMMi898K
71,lowkey,NIKI,57430,https://open.spotify.com/track/5TTXEcfsYLh6fTarLaevTi
72,Sorry,Pamungkas,57259,https://open.spotify.com/track/4gW0fnArZ93uAElSkuw0PG
73,"La La Lost You - Acoustic Version",NIKI,55964,https://open.spotify.com/track/5WkCcSa78lM1Ym4LXzJUiN
74,"Seperti Kisah","Rizky Febian",54297,https://open.spotify.com/track/6nxQa68jVCLlYQsT3fi4G1
75,"Garis Terdepan","Fiersa Besari",52599,https://open.spotify.com/track/4JozU4Ud30FGyDYzoUKasI
76,"Backyard Boy (with Jeremy Zucker)","Claire Rosinkranz",52346,https://open.spotify.com/track/4rE4qF4baoXpustrgtnFRw
77,"Kau Lagi","Celine & Nadya",52064,https://open.spotify.com/track/6RsvbZ6gFjRSOFonpf55mT
78,"Ku Dengannya Kau Dengan Dia",Afgan,51471,https://open.spotify.com/track/1dB3siDxgzX7i1So4igd3x
79,"you broke me first","Tate McRae",51171,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
80,"Tanpa Tergesa","Juicy Luicy",50887,https://open.spotify.com/track/3Jby9Ezr1E7wCsXe0Dexa6
81,"Lovesick Girls",BLACKPINK,50854,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C
82,"Night Changes","One Direction",50064,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ
83,"Sweet Scar","Weird Genius",49734,https://open.spotify.com/track/3R0FDwQSXOiO5gaOZFxKZ5
84,"Don't Watch Me Cry","Alex Porat",49716,https://open.spotify.com/track/42i8mO4cQdsUmn5In7jony
85,"I Love You 3000","Stephanie Poetri",49709,https://open.spotify.com/track/3znQ9i61vfe2E7URHlOiyc
86,Rehat,"Kunto Aji",49081,https://open.spotify.com/track/7mjO4RbTZIb1SfE8G673Lm
87,Arcade,"Duncan Laurence",49049,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
88,2002,Anne-Marie,47871,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
89,"Mantra Cinta","Rizky Febian",47846,https://open.spotify.com/track/2ROCaprX5ROfL2GkkbkCWy
90,"You Got It",Vedo,47844,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8
91,Runaway,AURORA,47160,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
92,"Kamu & Kenangan - Original Soundtrack Habibie & Ainun 3","Maudy Ayunda",47108,https://open.spotify.com/track/6dMXNAMr1dlAAUo53QKfqs
93,Memories,"Maroon 5",46861,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
94,"Tanya Hati",Pasto,45975,https://open.spotify.com/track/5D5wUmhN0uIWnPb6mNOBiN
95,"Adu Rayu","Yovie Widianto",45847,https://open.spotify.com/track/3FcCAFQj4bLpfxo8gj1kk9
96,"Save Your Tears","The Weeknd",45644,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
97,Psycho,"Red Velvet",44687,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK
98,"How You Like That",BLACKPINK,44521,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o
99,"Terlalu Cinta",Rossa,44147,https://open.spotify.com/track/6I9rJKR6WPRir6XoAaaJvH
100,"LATHI (with Sara Fajira)","Weird Genius",43784,https://open.spotify.com/track/06pezDUwqVsUfpBNw6uJir
101,"Boy With Luv (feat. Halsey)",BTS,42347,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
102,"Untuk Perempuan Yang Sedang Di Pelukan","Payung Teduh",41701,https://open.spotify.com/track/0urpBLpcm6DOGzs86rcKd8
103,Selaras,"Kunto Aji",41381,https://open.spotify.com/track/61GiPHiUWi2f8mhN2AdBf0
104,Tolong,"Budi Doremi",41310,https://open.spotify.com/track/5X5Vj8FcxyoLzq9qxAa45U
105,"Celengan Rindu","Fiersa Besari",40593,https://open.spotify.com/track/19JvKc2f3ZNblfBSDMDwUF
106,"Mad at Disney","salem ilese",40481,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
107,"eight(Prod.&Feat. SUGA of BTS)",IU,40353,https://open.spotify.com/track/0pYacDCZuRhcrwGUA5nTBe
108,"What You Know Bout Love","Pop Smoke",40315,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
109,"Best Part (feat. Daniel Caesar)",H.E.R.,40313,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
110,"Luka Yang Kurindu",Mahen,40231,https://open.spotify.com/track/5UgZoWvuycExNhZd6vIF7D
111,Adaptasi,Tulus,40144,https://open.spotify.com/track/0Ax3HeFnPVuHBtzc0AQ7zw
112,Monokrom,Tulus,40111,https://open.spotify.com/track/4GfK1qOF3uBWidbPlTCQRL
113,"Selamat (Selamat Tinggal)",Virgoun,39935,https://open.spotify.com/track/1mruWrUwAVe2XkksUQiaHK
114,"Say You Won't Let Go","James Arthur",39915,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
115,"Savage Love (Laxed – Siren Beat) [BTS Remix]","Jawsh 685",39889,https://open.spotify.com/track/4TgxFMOn5yoESW6zCidCXL
116,April,"Fiersa Besari",39885,https://open.spotify.com/track/3IesVVqYxCsRCsz5OCmC7q
117,"Girl In The Mirror","Sophia Grace",39869,https://open.spotify.com/track/0oXMw64TD8wYk1vSwNNKaO
118,Dandelions,"Ruth B.",39630,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
119,"Bicara (feat. Monita Tahalea)",TheOvertunes,39620,https://open.spotify.com/track/1Dxb9nWV16f5PthsUsV1XZ
120,"Fly Me to the Moon","The Macarons Project",39601,https://open.spotify.com/track/0YBNpbrmpZdFRT0NFqii5C
121,comethru,"Jeremy Zucker",39311,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP
122,Dan...,"Sheila On 7",39069,https://open.spotify.com/track/1MdjZzEInrmDBXf8zs0nKS
123,"10,000 Hours (with Justin Bieber)","Dan + Shay",38922,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
124,"Rindu Dalam Hati","Arsy Widianto",38862,https://open.spotify.com/track/1DhJgI2oAsDeDVSD5TNPCF
125,"Bad Liar","Imagine Dragons",38714,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
126,"Sedang Sayang Sayangnya","Mawar de Jongh",38583,https://open.spotify.com/track/10CbwBfusPvPWuzuTLeMdm
127,"Ice Cream (with Selena Gomez)",BLACKPINK,38379,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz
128,Fine,TAEYEON,38159,https://open.spotify.com/track/6CdUgvL597jWmW4w8P5kHs
129,Rumpang,"Nadin Amizah",38133,https://open.spotify.com/track/2TRGNVokPnC2a2oHg5iv1H
130,"Why Why Why",iKON,38018,https://open.spotify.com/track/0br4r9VlPdofrWXxPorlYd
131,"Fix You",Coldplay,37620,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q
132,"Pretty Savage",BLACKPINK,37620,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr
133,"We're Good","Dua Lipa",37335,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
134,Kangen,"Dewa 19",36964,https://open.spotify.com/track/5LqanqJSmZwbwPtIi2RwTb
135,"Day & Night","Jung Seung Hwan",36907,https://open.spotify.com/track/1j5oDtBWVtNoVHMi2n6Fkz
136,"Line Without a Hook","Ricky Montgomery",36432,https://open.spotify.com/track/5NvOZCjZaGGGL597exlQWv
137,"Intentions (feat. Quavo)","Justin Bieber",36418,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
138,"Black Mamba",aespa,36296,https://open.spotify.com/track/1t2qYCAjUAoGfeFeoBlK51
139,"Hal Indah Butuh Waktu Untuk Datang",Idgitaf,35962,https://open.spotify.com/track/2k9ZZcEQVxoXd2OYr8iiQ8
140,"Kala Cinta Menggoda",Noah,35952,https://open.spotify.com/track/4bZzHFP9VFX7HsyPomDwuE
141,"Di Persimpangan Dilema",Terry,35884,https://open.spotify.com/track/5PU8ZFAGNJeWYVBh8w5msX
142,Sorai,"Nadin Amizah",35793,https://open.spotify.com/track/3ymuBMTviroWLuf1jMsMVf
143,"Strawberries & Cigarettes","Troye Sivan",35508,https://open.spotify.com/track/3afkJSKX0EAMsJXTZnDXXJ
144,Pelangi,Hivi!,35471,https://open.spotify.com/track/5BgZ1bi8xeWVxmg12RfWzv
145,"Manusia Bodoh","Ada Band",35284,https://open.spotify.com/track/408TyH9YoTkH9J0Da9Ue8C
146,"Blueberry Eyes (feat. Lil Mosey, SUGA of BTS & Olivia O'Brien)",MAX,34916,https://open.spotify.com/track/3v96wJDPSdTYWEOgssfipO
147,Halu,"Feby Putri",34601,https://open.spotify.com/track/3c4cBEObUsLU8O5I2yQP3l
148,"Langit Abu-Abu",Tulus,34493,https://open.spotify.com/track/2FaquTc3FYvNm7RuO1gD6O
149,"Cintanya Aku","Tiara Andini",34325,https://open.spotify.com/track/53fKDMfQhWMSw7QKVDOTBP
150,Lara,"Dialog Senja",34120,https://open.spotify.com/track/1sGsoXJgOZ3wY3tveCUwWs
151,"Cinta Luar Biasa",Andmesh,34059,https://open.spotify.com/track/1JxoK0EU5SHupbXjSwYaN7
152,Membasuh,Hindia,33956,https://open.spotify.com/track/3CBxVM0zGj41BQtE6m7gwb
153,"Best Friend","Rex Orange County",33941,https://open.spotify.com/track/47Bg6IrMed1GPbxRgwH2aC
154,"I Like Me Better",Lauv,33879,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
155,"Make A Wish (Birthday Song)","NCT U",33703,https://open.spotify.com/track/6FdShjf7nA2cqEnpv1tIia
156,"One Only - Acoustic",Pamungkas,33564,https://open.spotify.com/track/71ck7QnubXzGGj3hE49dvk
157,Anyone,"Justin Bieber",33555,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4
158,"Lebih Dari Egoku","Mawar de Jongh",33495,https://open.spotify.com/track/4vh193RZbEEBanSG0719Wh
159,Rayu,"Marion Jola",33460,https://open.spotify.com/track/4rAWADK2zYdjx2ar2Hp1C8
160,"Fana Merah Jambu",Fourtwnty,33415,https://open.spotify.com/track/463XKKFCPlcrhtlwGbEovu
161,"cigarettes of ours","Ardhito Pramono",33130,https://open.spotify.com/track/77SiKnkNEnRw0uoPE4wuEp
162,"Tukar Jiwa",Tulus,33079,https://open.spotify.com/track/5VAGZmCKBxYT85w51gNy27
163,"Blueberry Eyes (feat. SUGA of BTS)",MAX,32965,https://open.spotify.com/track/6sI8Q7TTJeA9exw6hxEqq3
164,"Just the Way You Are","Bruno Mars",32962,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
165,Starlight,"CHA NI (SF9)",32957,https://open.spotify.com/track/7lV0M6ulaapTNZJzx8stw0
166,You,Ten2Five,32662,https://open.spotify.com/track/4ilwLEDlMXGEVmMAAEJavA
167,"gimme gimme","NCT 127",32397,https://open.spotify.com/track/6shrCEEMcrT6Akxkk8IhLC
168,Tanya,Dere,32218,https://open.spotify.com/track/7ACU6Hb2lOWax6zPFgfFy3
169,"Cinta Dan Rahasia","Yura Yunita",32125,https://open.spotify.com/track/4HXUMRdT6s6Am6YHcWmuib
170,"Aku Yang Salah",Elmatu,32008,https://open.spotify.com/track/07kS6GzBPkGUMmfgQUfMbE
171,"Hitam Putih",Fourtwnty,31937,https://open.spotify.com/track/0O6g2QFUhuLqRzGqhyzrIu
172,"Jangan Rubah Takdirku",Andmesh,31898,https://open.spotify.com/track/6MczIMSdoZyw8EBPhihazN
173,"Blue & Grey",BTS,31896,https://open.spotify.com/track/0n2moJpAEWHwaPYYjkzMDl
174,"Takkan Terganti",Marcell,31846,https://open.spotify.com/track/0T4t1PywlNmJGcveGH5spB
175,"It's You","Ali Gatie",31839,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
176,"Serta Mulia","Sal Priadi",31835,https://open.spotify.com/track/1CVUWAC845LKEDHH0l8XG2
177,Remaja,Hivi!,31827,https://open.spotify.com/track/1SaQZoFXNu7ZAxxKImzFgf
178,Mine,"Petra Sihombing",31553,https://open.spotify.com/track/6NkUP6IeLnH6Yaw2wcNHzO
179,"Akhir Tak Bahagia",Misellia,31483,https://open.spotify.com/track/0BYoWATcndOBcsCfKdTKRx
180,"Blinding Lights","The Weeknd",31481,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
181,"When You Love Someone","Endah N Rhesa",31239,https://open.spotify.com/track/2XWsariqeTCH61B53r8yA3
182,"Kenangan Terindah",SAMSONS,31170,https://open.spotify.com/track/5TtmfZaNSYEcTR49cureT0
183,"Not With Me","Bondan Prakoso",31120,https://open.spotify.com/track/3Jx6apzpRnf9MPmZv13LOj
184,"lovely (with Khalid)","Billie Eilish",31073,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
185,"To the Bone",Pamungkas,31018,https://open.spotify.com/track/1XU0PmUY3oqFovtDbjzQJr
186,"Pilu Membiru","Kunto Aji",30902,https://open.spotify.com/track/6A5tlFsbty5iJkSqMFWNFs
187,Seandainya,Vierra,30899,https://open.spotify.com/track/4zDsTPzY7Nm7rYKvszjKYL
188,Januari,"Glenn Fredly",30778,https://open.spotify.com/track/3h3BXv7Iq5CTTiN9CHgkNe
189,Perlahan,"Guyon Waton",30755,https://open.spotify.com/track/01TdkJ0lorIzBsdks8X1Tb
190,"death bed (coffee for your head)",Powfu,30622,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
191,"Talking to the Moon","Bruno Mars",30596,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
192,"I CAN'T STOP ME",TWICE,30588,https://open.spotify.com/track/3apeXzypBMnUfYcZYNX6DH
193,"Sekali Ini Saja","Glenn Fredly",30517,https://open.spotify.com/track/1GmIlN8URkjZxtV99zKlBk
194,"You Are The Reason","Calum Scott",30442,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B
195,"Holy (feat. Chance The Rapper)","Justin Bieber",29678,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
196,"Jikalau Kau Cinta",Judika,29549,https://open.spotify.com/track/29gdEEyeHC9ypmvQkohY4N
197,"It Will Rain","Bruno Mars",29468,https://open.spotify.com/track/4rMNgxEwGWoPHIUcvB5BrB
198,"Indah Pada Waktunya","Rizky Febian",29453,https://open.spotify.com/track/1S5aHAr1hpf3icpzq3ullG
199,Hampa,"Ari Lasso",29402,https://open.spotify.com/track/6bE0o9hYUPYlokZIH79oM0
200,"Too Good At Goodbyes","Sam Smith",29359,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
