,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
24,"I Love You but I'm Letting Go",Pamungkas,129633,https://open.spotify.com/track/01beCqR9wsVnwzkAJZyTqq
25,Celebrity,IU,124498,https://open.spotify.com/track/4RewTiGEGoO7FWNZUmp1f4
26,"Katakan Saja",Khifnu,122963,https://open.spotify.com/track/012WiZSgTedjCImYNyA1bF
27,Lantas,"Juicy Luicy",119786,https://open.spotify.com/track/1ZPVEo8RfmrEz8YAD5n6rW
28,"Makna Cinta","Rizky Febian",113353,https://open.spotify.com/track/7B3zHfPqcLgV3DHcjQP2OM
29,Dynamite,BTS,113053,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
30,"Rumah Ke Rumah",Hindia,112162,https://open.spotify.com/track/2wAiFWjRupWmnDkQcu91MF
31,"I'm Missing You",Sunjae,110808,https://open.spotify.com/track/0w0NpOQOYYClaTI0TFHBMF
32,Lose,NIKI,108635,https://open.spotify.com/track/5vPO5ouEv8iedKWxzmSv7b
33,"Hurts So Good","Astrid S",107710,https://open.spotify.com/track/46u5B2WN4wryYLZuMAOmI4
34,Cuek,"Rizky Febian",107615,https://open.spotify.com/track/4sCabvmZpbmfoCNcoCSKEX
35,34+35,"Ariana Grande",106193,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
36,"Maafkan Aku #terlanjurmencinta","Tiara Andini",104513,https://open.spotify.com/track/0ZoBl7pWhdjnj4eIe9I11o
37,"Bahasa Kalbu",Raisa,102457,https://open.spotify.com/track/7c98gah3Qah9o76kgkzfrV
38,positions,"Ariana Grande",101029,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
39,"Into Your Arms (feat. Ava Max)","Witt Lowry",99289,https://open.spotify.com/track/0b11D9D0hMOYCIMN3OKreM
40,"Sudah - Story of Kale - Original Motion Picture Soundtrack","Ardhito Pramono",98934,https://open.spotify.com/track/5QGdWvXwXMK2Zx6eKagyue
41,"Before You Go","Lewis Capaldi",98213,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
42,"Life Goes On",BTS,97743,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
43,C.H.R.I.S.Y.E.,Diskoria,97475,https://open.spotify.com/track/42si4ikg5dh732gPuQ0xHb
44,"Resah Jadi Luka","Daun Jatuh",95444,https://open.spotify.com/track/3a0BOn9fWnTCUqWpqE71Bb
45,"Stuck with U (with Justin Bieber)","Ariana Grande",93476,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
46,Copines,"Aya Nakamura",85590,https://open.spotify.com/track/1Bhm5HNO1cq8olDbBmokyL
47,"Kukira Kau Rumah",Amigdala,84872,https://open.spotify.com/track/1xdp8tXLTGbPeUSEODP9N7
48,"Mood (feat. iann dior)",24kGoldn,84532,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
49,"Tanpa Batas Waktu - 8D Version","Ade Govinda",83695,https://open.spotify.com/track/55GHdnqOdONST4g3dp744w
50,"Belum Siap Kehilangan","Stevan Pasaribu",80554,https://open.spotify.com/track/56Uibq6ur2xwUpSd9biBH1
51,"Good Days",SZA,79796,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
52,Sofia,Clairo,75389,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM
53,Secukupnya,Hindia,74096,https://open.spotify.com/track/5drW6PGRxkE6MxttzVLNk5
54,telepatía,"Kali Uchis",73999,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
55,"if u could see me cryin' in my room","Arash Buana",72477,https://open.spotify.com/track/2yynRDKYqTLVTcP7FqoyVE
56,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",71674,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
57,Closure,Pamungkas,70339,https://open.spotify.com/track/3XJ9dvjhpxh49PyjRdn1Lu
58,"I Still Love You",TheOvertunes,69940,https://open.spotify.com/track/4reIsHKw5hUj4pV8zzMjLA
59,"Pura Pura Lupa",Mahen,67983,https://open.spotify.com/track/6Aw5k0jkFceYayaJoRupLT
60,"Lonely (with benny blanco)","Justin Bieber",66810,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
61,"Sesuatu Di Jogja","Adhitia Sofyan",66261,https://open.spotify.com/track/0MAIxtXWimwhAAQOST9jp7
62,"Someone You Loved","Lewis Capaldi",66226,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
63,"Somebody That I Used To Know",Gotye,66051,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
64,"Aku Yang Salah",Mahalini,65588,https://open.spotify.com/track/0OgwkVbQ4jVfsZJO4Xs9hC
65,"Cinta Dalam Hati",Ungu,65325,https://open.spotify.com/track/4MaEMiH9lXR0NAcsrgJcuO
66,"Waktu Yang Salah","Fiersa Besari",63791,https://open.spotify.com/track/4qgIQcskrvj6nlypTvBm5k
67,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan","Fiersa Besari",62640,https://open.spotify.com/track/5sgRYOTpFZRROlndD460KI
68,"Astronaut In The Ocean","Masked Wolf",60842,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
69,bitterlove,"Ardhito Pramono",60056,https://open.spotify.com/track/74OLXYsvpfmSgPCMMi898K
70,Sorry,Pamungkas,58917,https://open.spotify.com/track/4gW0fnArZ93uAElSkuw0PG
71,"Reflection - From ""Mulan""","Yura Yunita",58769,https://open.spotify.com/track/1H5tV0SkvBqxGllQ3HEVSy
72,"La La Lost You - Acoustic Version",NIKI,58619,https://open.spotify.com/track/5WkCcSa78lM1Ym4LXzJUiN
73,lowkey,NIKI,57720,https://open.spotify.com/track/5TTXEcfsYLh6fTarLaevTi
74,"Seperti Kisah","Rizky Febian",54902,https://open.spotify.com/track/6nxQa68jVCLlYQsT3fi4G1
75,"Kau Lagi","Celine & Nadya",52958,https://open.spotify.com/track/6RsvbZ6gFjRSOFonpf55mT
76,"Tanpa Tergesa","Juicy Luicy",52741,https://open.spotify.com/track/3Jby9Ezr1E7wCsXe0Dexa6
77,"Ku Dengannya Kau Dengan Dia",Afgan,52387,https://open.spotify.com/track/1dB3siDxgzX7i1So4igd3x
78,"Backyard Boy (with Jeremy Zucker)","Claire Rosinkranz",51675,https://open.spotify.com/track/4rE4qF4baoXpustrgtnFRw
79,"Night Changes","One Direction",51637,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ
80,"you broke me first","Tate McRae",50898,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
81,"Sweet Scar","Weird Genius",50886,https://open.spotify.com/track/3R0FDwQSXOiO5gaOZFxKZ5
82,"Lovesick Girls",BLACKPINK,50190,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C
83,"Garis Terdepan","Fiersa Besari",50162,https://open.spotify.com/track/4JozU4Ud30FGyDYzoUKasI
84,Arcade,"Duncan Laurence",49384,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
85,"You Got It",Vedo,49325,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8
86,Memories,"Maroon 5",48932,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
87,"Terlalu Cinta",Rossa,48313,https://open.spotify.com/track/6I9rJKR6WPRir6XoAaaJvH
88,"Mantra Cinta","Rizky Febian",48054,https://open.spotify.com/track/2ROCaprX5ROfL2GkkbkCWy
89,"I Love You 3000","Stephanie Poetri",47938,https://open.spotify.com/track/3znQ9i61vfe2E7URHlOiyc
90,Runaway,AURORA,47332,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
91,"Tanya Hati",Pasto,46841,https://open.spotify.com/track/5D5wUmhN0uIWnPb6mNOBiN
92,Rehat,"Kunto Aji",46811,https://open.spotify.com/track/7mjO4RbTZIb1SfE8G673Lm
93,"Don't Watch Me Cry","Alex Porat",46766,https://open.spotify.com/track/42i8mO4cQdsUmn5In7jony
94,2002,Anne-Marie,46645,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
95,"Save Your Tears","The Weeknd",46270,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
96,Psycho,"Red Velvet",45914,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK
97,"Adu Rayu","Yovie Widianto",45764,https://open.spotify.com/track/3FcCAFQj4bLpfxo8gj1kk9
98,"How You Like That",BLACKPINK,45054,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o
99,"Kamu & Kenangan - Original Soundtrack Habibie & Ainun 3","Maudy Ayunda",45049,https://open.spotify.com/track/6dMXNAMr1dlAAUo53QKfqs
100,"LATHI (with Sara Fajira)","Weird Genius",44488,https://open.spotify.com/track/06pezDUwqVsUfpBNw6uJir
101,"Boy With Luv (feat. Halsey)",BTS,42822,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
102,Tolong,"Budi Doremi",42697,https://open.spotify.com/track/5X5Vj8FcxyoLzq9qxAa45U
103,"Best Part (feat. Daniel Caesar)",H.E.R.,42552,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
104,"Celengan Rindu","Fiersa Besari",42401,https://open.spotify.com/track/19JvKc2f3ZNblfBSDMDwUF
105,"Luka Yang Kurindu",Mahen,41883,https://open.spotify.com/track/5UgZoWvuycExNhZd6vIF7D
106,Dan...,"Sheila On 7",41663,https://open.spotify.com/track/1MdjZzEInrmDBXf8zs0nKS
107,"Bicara (feat. Monita Tahalea)",TheOvertunes,41586,https://open.spotify.com/track/1Dxb9nWV16f5PthsUsV1XZ
108,"Sedang Sayang Sayangnya","Mawar de Jongh",41531,https://open.spotify.com/track/10CbwBfusPvPWuzuTLeMdm
109,Dandelions,"Ruth B.",41474,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
110,"eight(Prod.&Feat. SUGA of BTS)",IU,41435,https://open.spotify.com/track/0pYacDCZuRhcrwGUA5nTBe
111,Selaras,"Kunto Aji",41333,https://open.spotify.com/track/61GiPHiUWi2f8mhN2AdBf0
112,"Untuk Perempuan Yang Sedang Di Pelukan","Payung Teduh",41319,https://open.spotify.com/track/0urpBLpcm6DOGzs86rcKd8
113,"Mad at Disney","salem ilese",41181,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
114,"Rindu Dalam Hati","Arsy Widianto",41119,https://open.spotify.com/track/1DhJgI2oAsDeDVSD5TNPCF
115,"Say You Won't Let Go","James Arthur",41081,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
116,"What You Know Bout Love","Pop Smoke",41058,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
117,Monokrom,Tulus,41021,https://open.spotify.com/track/4GfK1qOF3uBWidbPlTCQRL
118,Adaptasi,Tulus,40954,https://open.spotify.com/track/0Ax3HeFnPVuHBtzc0AQ7zw
119,comethru,"Jeremy Zucker",40754,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP
120,"Girl In The Mirror","Sophia Grace",40648,https://open.spotify.com/track/0oXMw64TD8wYk1vSwNNKaO
121,"Savage Love (Laxed – Siren Beat) [BTS Remix]","Jawsh 685",40435,https://open.spotify.com/track/4TgxFMOn5yoESW6zCidCXL
122,"10,000 Hours (with Justin Bieber)","Dan + Shay",40409,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
123,"Bad Liar","Imagine Dragons",40175,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
124,"Selamat (Selamat Tinggal)",Virgoun,40097,https://open.spotify.com/track/1mruWrUwAVe2XkksUQiaHK
125,"We're Good","Dua Lipa",39576,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
126,"Fly Me to the Moon","The Macarons Project",39522,https://open.spotify.com/track/0YBNpbrmpZdFRT0NFqii5C
127,"Ice Cream (with Selena Gomez)",BLACKPINK,39114,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz
128,"Fix You",Coldplay,39084,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q
129,"Day & Night","Jung Seung Hwan",39042,https://open.spotify.com/track/1j5oDtBWVtNoVHMi2n6Fkz
130,April,"Fiersa Besari",38990,https://open.spotify.com/track/3IesVVqYxCsRCsz5OCmC7q
131,Kangen,"Dewa 19",38960,https://open.spotify.com/track/5LqanqJSmZwbwPtIi2RwTb
132,"Kala Cinta Menggoda",Noah,38666,https://open.spotify.com/track/4bZzHFP9VFX7HsyPomDwuE
133,Fine,TAEYEON,38503,https://open.spotify.com/track/6CdUgvL597jWmW4w8P5kHs
134,Rumpang,"Nadin Amizah",38363,https://open.spotify.com/track/2TRGNVokPnC2a2oHg5iv1H
135,"Line Without a Hook","Ricky Montgomery",38308,https://open.spotify.com/track/5NvOZCjZaGGGL597exlQWv
136,"Intentions (feat. Quavo)","Justin Bieber",38220,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
137,"Why Why Why",iKON,37638,https://open.spotify.com/track/0br4r9VlPdofrWXxPorlYd
138,"Pretty Savage",BLACKPINK,37496,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr
139,"Di Persimpangan Dilema",Terry,37287,https://open.spotify.com/track/5PU8ZFAGNJeWYVBh8w5msX
140,"Manusia Bodoh","Ada Band",37214,https://open.spotify.com/track/408TyH9YoTkH9J0Da9Ue8C
141,Sorai,"Nadin Amizah",36878,https://open.spotify.com/track/3ymuBMTviroWLuf1jMsMVf
142,"Strawberries & Cigarettes","Troye Sivan",36780,https://open.spotify.com/track/3afkJSKX0EAMsJXTZnDXXJ
143,"Black Mamba",aespa,36778,https://open.spotify.com/track/1t2qYCAjUAoGfeFeoBlK51
144,"Hal Indah Butuh Waktu Untuk Datang",Idgitaf,36528,https://open.spotify.com/track/2k9ZZcEQVxoXd2OYr8iiQ8
145,"Langit Abu-Abu",Tulus,36374,https://open.spotify.com/track/2FaquTc3FYvNm7RuO1gD6O
146,Pelangi,Hivi!,36275,https://open.spotify.com/track/5BgZ1bi8xeWVxmg12RfWzv
147,"Blueberry Eyes (feat. Lil Mosey, SUGA of BTS & Olivia O'Brien)",MAX,36195,https://open.spotify.com/track/3v96wJDPSdTYWEOgssfipO
148,"Cinta Luar Biasa",Andmesh,35957,https://open.spotify.com/track/1JxoK0EU5SHupbXjSwYaN7
149,"Best Friend","Rex Orange County",35858,https://open.spotify.com/track/47Bg6IrMed1GPbxRgwH2aC
150,"Jangan Rubah Takdirku",Andmesh,35682,https://open.spotify.com/track/6MczIMSdoZyw8EBPhihazN
151,"Lebih Dari Egoku","Mawar de Jongh",35466,https://open.spotify.com/track/4vh193RZbEEBanSG0719Wh
152,"Cintanya Aku","Tiara Andini",35460,https://open.spotify.com/track/53fKDMfQhWMSw7QKVDOTBP
153,Rayu,"Marion Jola",35396,https://open.spotify.com/track/4rAWADK2zYdjx2ar2Hp1C8
154,Halu,"Feby Putri",35190,https://open.spotify.com/track/3c4cBEObUsLU8O5I2yQP3l
155,"Just the Way You Are","Bruno Mars",34860,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
156,Membasuh,Hindia,34806,https://open.spotify.com/track/3CBxVM0zGj41BQtE6m7gwb
157,"One Only - Acoustic",Pamungkas,34562,https://open.spotify.com/track/71ck7QnubXzGGj3hE49dvk
158,Lara,"Dialog Senja",34517,https://open.spotify.com/track/1sGsoXJgOZ3wY3tveCUwWs
159,"I Like Me Better",Lauv,34138,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
160,"Tukar Jiwa",Tulus,34117,https://open.spotify.com/track/5VAGZmCKBxYT85w51gNy27
161,"cigarettes of ours","Ardhito Pramono",33894,https://open.spotify.com/track/77SiKnkNEnRw0uoPE4wuEp
162,"Fana Merah Jambu",Fourtwnty,33642,https://open.spotify.com/track/463XKKFCPlcrhtlwGbEovu
163,You,Ten2Five,33613,https://open.spotify.com/track/4ilwLEDlMXGEVmMAAEJavA
164,"Make A Wish (Birthday Song)","NCT U",33597,https://open.spotify.com/track/6FdShjf7nA2cqEnpv1tIia
165,"Blueberry Eyes (feat. SUGA of BTS)",MAX,33588,https://open.spotify.com/track/6sI8Q7TTJeA9exw6hxEqq3
166,Seandainya,Vierra,33551,https://open.spotify.com/track/4zDsTPzY7Nm7rYKvszjKYL
167,Starlight,"CHA NI (SF9)",33450,https://open.spotify.com/track/7lV0M6ulaapTNZJzx8stw0
168,Mine,"Petra Sihombing",33323,https://open.spotify.com/track/6NkUP6IeLnH6Yaw2wcNHzO
169,Anyone,"Justin Bieber",33269,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4
170,"gimme gimme","NCT 127",33102,https://open.spotify.com/track/6shrCEEMcrT6Akxkk8IhLC
171,"Talking to the Moon","Bruno Mars",32916,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
172,"It's You","Ali Gatie",32841,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
173,"Takkan Terganti",Marcell,32802,https://open.spotify.com/track/0T4t1PywlNmJGcveGH5spB
174,Januari,"Glenn Fredly",32718,https://open.spotify.com/track/3h3BXv7Iq5CTTiN9CHgkNe
175,"Kenangan Terindah",SAMSONS,32654,https://open.spotify.com/track/5TtmfZaNSYEcTR49cureT0
176,Tanya,Dere,32575,https://open.spotify.com/track/7ACU6Hb2lOWax6zPFgfFy3
177,"Aku Yang Salah",Elmatu,32568,https://open.spotify.com/track/07kS6GzBPkGUMmfgQUfMbE
178,"When You Love Someone","Endah N Rhesa",32560,https://open.spotify.com/track/2XWsariqeTCH61B53r8yA3
179,"Cinta Dan Rahasia","Yura Yunita",32488,https://open.spotify.com/track/4HXUMRdT6s6Am6YHcWmuib
180,"To the Bone",Pamungkas,32294,https://open.spotify.com/track/1XU0PmUY3oqFovtDbjzQJr
181,"Sekali Ini Saja","Glenn Fredly",32235,https://open.spotify.com/track/1GmIlN8URkjZxtV99zKlBk
182,"Not With Me","Bondan Prakoso",32212,https://open.spotify.com/track/3Jx6apzpRnf9MPmZv13LOj
183,Remaja,Hivi!,32204,https://open.spotify.com/track/1SaQZoFXNu7ZAxxKImzFgf
184,"Blinding Lights","The Weeknd",32146,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
185,"lovely (with Khalid)","Billie Eilish",31934,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
186,Perlahan,"Guyon Waton",31866,https://open.spotify.com/track/01TdkJ0lorIzBsdks8X1Tb
187,"Levitating (feat. DaBaby)","Dua Lipa",31772,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
188,"Hitam Putih",Fourtwnty,31651,https://open.spotify.com/track/0O6g2QFUhuLqRzGqhyzrIu
189,Soulmate,Kahitna,31443,https://open.spotify.com/track/2y3qRsc49ZmSatwK1SVLFi
190,"Indah Pada Waktunya","Rizky Febian",31425,https://open.spotify.com/track/1S5aHAr1hpf3icpzq3ullG
191,"Pilu Membiru","Kunto Aji",31337,https://open.spotify.com/track/6A5tlFsbty5iJkSqMFWNFs
192,"I CAN'T STOP ME",TWICE,31186,https://open.spotify.com/track/3apeXzypBMnUfYcZYNX6DH
193,"death bed (coffee for your head)",Powfu,31137,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
194,"Serta Mulia","Sal Priadi",31121,https://open.spotify.com/track/1CVUWAC845LKEDHH0l8XG2
195,"Yang Terdalam",Peterpan,30979,https://open.spotify.com/track/0CahNFWYcfqUzP7aYhg6J6
196,"It Will Rain","Bruno Mars",30886,https://open.spotify.com/track/4rMNgxEwGWoPHIUcvB5BrB
197,"Too Good At Goodbyes","Sam Smith",30609,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
198,"Cinta (feat. Krisdayanti)","Melly Goeslaw",30580,https://open.spotify.com/track/36E5VqiAfkw0MUrs5uN5ST
199,"Jikalau Kau Cinta",Judika,30532,https://open.spotify.com/track/29gdEEyeHC9ypmvQkohY4N
200,"Holy (feat. Chance The Rapper)","Justin Bieber",30525,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
