,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
70,Sorry,Pamungkas,53127,https://open.spotify.com/track/4gW0fnArZ93uAElSkuw0PG
71,"La La Lost You - Acoustic Version",NIKI,52150,https://open.spotify.com/track/5WkCcSa78lM1Ym4LXzJUiN
72,lowkey,NIKI,51850,https://open.spotify.com/track/5TTXEcfsYLh6fTarLaevTi
73,"Astronaut In The Ocean","Masked Wolf",50968,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
74,"Seperti Kisah","Rizky Febian",48725,https://open.spotify.com/track/6nxQa68jVCLlYQsT3fi4G1
75,"Kau Lagi","Celine & Nadya",48467,https://open.spotify.com/track/6RsvbZ6gFjRSOFonpf55mT
76,"Tanpa Tergesa","Juicy Luicy",48269,https://open.spotify.com/track/3Jby9Ezr1E7wCsXe0Dexa6
77,"Backyard Boy (with Jeremy Zucker)","Claire Rosinkranz",46930,https://open.spotify.com/track/4rE4qF4baoXpustrgtnFRw
78,"Ku Dengannya Kau Dengan Dia",Afgan,46860,https://open.spotify.com/track/1dB3siDxgzX7i1So4igd3x
79,"Lovesick Girls",BLACKPINK,46392,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C
80,"you broke me first","Tate McRae",46233,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
81,"Garis Terdepan","Fiersa Besari",45930,https://open.spotify.com/track/4JozU4Ud30FGyDYzoUKasI
82,"Night Changes","One Direction",45795,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ
83,"Mantra Cinta","Rizky Febian",45522,https://open.spotify.com/track/2ROCaprX5ROfL2GkkbkCWy
84,Memories,"Maroon 5",44153,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
85,"You Got It",Vedo,44037,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8
86,Arcade,"Duncan Laurence",44029,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
87,"Don't Watch Me Cry","Alex Porat",44021,https://open.spotify.com/track/42i8mO4cQdsUmn5In7jony
88,Rehat,"Kunto Aji",43978,https://open.spotify.com/track/7mjO4RbTZIb1SfE8G673Lm
89,Runaway,AURORA,43234,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
90,"I Love You 3000","Stephanie Poetri",42703,https://open.spotify.com/track/3znQ9i61vfe2E7URHlOiyc
91,"Adu Rayu","Yovie Widianto",42486,https://open.spotify.com/track/3FcCAFQj4bLpfxo8gj1kk9
92,"Sweet Scar","Weird Genius",42428,https://open.spotify.com/track/3R0FDwQSXOiO5gaOZFxKZ5
93,"Tanya Hati",Pasto,41657,https://open.spotify.com/track/5D5wUmhN0uIWnPb6mNOBiN
94,"How You Like That",BLACKPINK,41412,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o
95,"Kamu & Kenangan - Original Soundtrack Habibie & Ainun 3","Maudy Ayunda",40865,https://open.spotify.com/track/6dMXNAMr1dlAAUo53QKfqs
96,"Terlalu Cinta",Rossa,40769,https://open.spotify.com/track/6I9rJKR6WPRir6XoAaaJvH
97,"Save Your Tears","The Weeknd",40325,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
98,Psycho,"Red Velvet",40101,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK
99,Tolong,"Budi Doremi",39382,https://open.spotify.com/track/5X5Vj8FcxyoLzq9qxAa45U
100,2002,Anne-Marie,39372,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
101,"Celengan Rindu","Fiersa Besari",39120,https://open.spotify.com/track/19JvKc2f3ZNblfBSDMDwUF
102,"Selamat (Selamat Tinggal)",Virgoun,38896,https://open.spotify.com/track/1mruWrUwAVe2XkksUQiaHK
103,"LATHI (with Sara Fajira)","Weird Genius",38518,https://open.spotify.com/track/06pezDUwqVsUfpBNw6uJir
104,Selaras,"Kunto Aji",38027,https://open.spotify.com/track/61GiPHiUWi2f8mhN2AdBf0
105,"Boy With Luv (feat. Halsey)",BTS,37743,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
106,Adaptasi,Tulus,37648,https://open.spotify.com/track/0Ax3HeFnPVuHBtzc0AQ7zw
107,"Girl In The Mirror","Sophia Grace",37642,https://open.spotify.com/track/0oXMw64TD8wYk1vSwNNKaO
108,"Fly Me to the Moon","The Macarons Project",37540,https://open.spotify.com/track/0YBNpbrmpZdFRT0NFqii5C
109,"Luka Yang Kurindu",Mahen,37300,https://open.spotify.com/track/5UgZoWvuycExNhZd6vIF7D
110,"Best Part (feat. Daniel Caesar)",H.E.R.,37203,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
111,"Bicara (feat. Monita Tahalea)",TheOvertunes,37141,https://open.spotify.com/track/1Dxb9nWV16f5PthsUsV1XZ
112,"Untuk Perempuan Yang Sedang Di Pelukan","Payung Teduh",37041,https://open.spotify.com/track/0urpBLpcm6DOGzs86rcKd8
113,Dan...,"Sheila On 7",37010,https://open.spotify.com/track/1MdjZzEInrmDBXf8zs0nKS
114,Monokrom,Tulus,36821,https://open.spotify.com/track/4GfK1qOF3uBWidbPlTCQRL
115,"Di Persimpangan Dilema",Terry,36788,https://open.spotify.com/track/5PU8ZFAGNJeWYVBh8w5msX
116,"Bad Liar","Imagine Dragons",36778,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
117,"Rindu Dalam Hati","Arsy Widianto",36667,https://open.spotify.com/track/1DhJgI2oAsDeDVSD5TNPCF
118,"Mad at Disney","salem ilese",36611,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
119,"Kala Cinta Menggoda",Noah,36512,https://open.spotify.com/track/4bZzHFP9VFX7HsyPomDwuE
120,"What You Know Bout Love","Pop Smoke",35953,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
121,"eight(Prod.&Feat. SUGA of BTS)",IU,35843,https://open.spotify.com/track/0pYacDCZuRhcrwGUA5nTBe
122,"Say You Won't Let Go","James Arthur",35628,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
123,comethru,"Jeremy Zucker",35616,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP
124,Dandelions,"Ruth B.",35612,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
125,April,"Fiersa Besari",35595,https://open.spotify.com/track/3IesVVqYxCsRCsz5OCmC7q
126,"Sedang Sayang Sayangnya","Mawar de Jongh",35462,https://open.spotify.com/track/10CbwBfusPvPWuzuTLeMdm
127,Rumpang,"Nadin Amizah",35425,https://open.spotify.com/track/2TRGNVokPnC2a2oHg5iv1H
128,Sorai,"Nadin Amizah",35226,https://open.spotify.com/track/3ymuBMTviroWLuf1jMsMVf
129,"Savage Love (Laxed – Siren Beat) [BTS Remix]","Jawsh 685",35118,https://open.spotify.com/track/4TgxFMOn5yoESW6zCidCXL
130,"Fix You",Coldplay,35111,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q
131,"Ice Cream (with Selena Gomez)",BLACKPINK,35051,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz
132,"10,000 Hours (with Justin Bieber)","Dan + Shay",34475,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
133,"Pretty Savage",BLACKPINK,34268,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr
134,"Hal Indah Butuh Waktu Untuk Datang",Idgitaf,34209,https://open.spotify.com/track/2k9ZZcEQVxoXd2OYr8iiQ8
135,"Why Why Why",iKON,33930,https://open.spotify.com/track/0br4r9VlPdofrWXxPorlYd
136,Kangen,"Dewa 19",33591,https://open.spotify.com/track/5LqanqJSmZwbwPtIi2RwTb
137,Fine,TAEYEON,33541,https://open.spotify.com/track/6CdUgvL597jWmW4w8P5kHs
138,"Day & Night","Jung Seung Hwan",33510,https://open.spotify.com/track/1j5oDtBWVtNoVHMi2n6Fkz
139,"Manusia Bodoh","Ada Band",33505,https://open.spotify.com/track/408TyH9YoTkH9J0Da9Ue8C
140,"Line Without a Hook","Ricky Montgomery",33341,https://open.spotify.com/track/5NvOZCjZaGGGL597exlQWv
141,"Intentions (feat. Quavo)","Justin Bieber",33282,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
142,"Cinta Luar Biasa",Andmesh,33114,https://open.spotify.com/track/1JxoK0EU5SHupbXjSwYaN7
143,"Langit Abu-Abu",Tulus,32764,https://open.spotify.com/track/2FaquTc3FYvNm7RuO1gD6O
144,"Lebih Dari Egoku","Mawar de Jongh",32749,https://open.spotify.com/track/4vh193RZbEEBanSG0719Wh
145,"One Only - Acoustic",Pamungkas,32621,https://open.spotify.com/track/71ck7QnubXzGGj3hE49dvk
146,"Black Mamba",aespa,32597,https://open.spotify.com/track/1t2qYCAjUAoGfeFeoBlK51
147,Halu,"Feby Putri",32581,https://open.spotify.com/track/3c4cBEObUsLU8O5I2yQP3l
148,"We're Good","Dua Lipa",32324,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
149,Pelangi,Hivi!,32255,https://open.spotify.com/track/5BgZ1bi8xeWVxmg12RfWzv
150,"Blueberry Eyes (feat. Lil Mosey, SUGA of BTS & Olivia O'Brien)",MAX,32215,https://open.spotify.com/track/3v96wJDPSdTYWEOgssfipO
151,"Strawberries & Cigarettes","Troye Sivan",32080,https://open.spotify.com/track/3afkJSKX0EAMsJXTZnDXXJ
152,Lara,"Dialog Senja",32077,https://open.spotify.com/track/1sGsoXJgOZ3wY3tveCUwWs
153,"Cintanya Aku","Tiara Andini",31966,https://open.spotify.com/track/53fKDMfQhWMSw7QKVDOTBP
154,Membasuh,Hindia,31917,https://open.spotify.com/track/3CBxVM0zGj41BQtE6m7gwb
155,"Best Friend","Rex Orange County",31097,https://open.spotify.com/track/47Bg6IrMed1GPbxRgwH2aC
156,Seandainya,Vierra,31035,https://open.spotify.com/track/4zDsTPzY7Nm7rYKvszjKYL
157,"Fana Merah Jambu",Fourtwnty,30904,https://open.spotify.com/track/463XKKFCPlcrhtlwGbEovu
158,"cigarettes of ours","Ardhito Pramono",30763,https://open.spotify.com/track/77SiKnkNEnRw0uoPE4wuEp
159,"Aku Yang Salah",Elmatu,30616,https://open.spotify.com/track/07kS6GzBPkGUMmfgQUfMbE
160,"Tukar Jiwa",Tulus,30554,https://open.spotify.com/track/5VAGZmCKBxYT85w51gNy27
161,Rayu,"Marion Jola",30493,https://open.spotify.com/track/4rAWADK2zYdjx2ar2Hp1C8
162,Starlight,"CHA NI (SF9)",30331,https://open.spotify.com/track/7lV0M6ulaapTNZJzx8stw0
163,"I Like Me Better",Lauv,30173,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
164,"Make A Wish (Birthday Song)","NCT U",29837,https://open.spotify.com/track/6FdShjf7nA2cqEnpv1tIia
165,Anyone,"Justin Bieber",29789,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4
166,"It's You","Ali Gatie",29749,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
167,"Just the Way You Are","Bruno Mars",29744,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
168,Tanya,Dere,29742,https://open.spotify.com/track/7ACU6Hb2lOWax6zPFgfFy3
169,"Blueberry Eyes (feat. SUGA of BTS)",MAX,29718,https://open.spotify.com/track/6sI8Q7TTJeA9exw6hxEqq3
170,Perlahan,"Guyon Waton",29358,https://open.spotify.com/track/01TdkJ0lorIzBsdks8X1Tb
171,"Cinta Dan Rahasia","Yura Yunita",29275,https://open.spotify.com/track/4HXUMRdT6s6Am6YHcWmuib
172,Januari,"Glenn Fredly",29120,https://open.spotify.com/track/3h3BXv7Iq5CTTiN9CHgkNe
173,"Pilu Membiru","Kunto Aji",29099,https://open.spotify.com/track/6A5tlFsbty5iJkSqMFWNFs
174,Mine,"Petra Sihombing",29090,https://open.spotify.com/track/6NkUP6IeLnH6Yaw2wcNHzO
175,"Hitam Putih",Fourtwnty,28960,https://open.spotify.com/track/0O6g2QFUhuLqRzGqhyzrIu
176,"When You Love Someone","Endah N Rhesa",28863,https://open.spotify.com/track/2XWsariqeTCH61B53r8yA3
177,"gimme gimme","NCT 127",28778,https://open.spotify.com/track/6shrCEEMcrT6Akxkk8IhLC
178,You,Ten2Five,28737,https://open.spotify.com/track/4ilwLEDlMXGEVmMAAEJavA
179,"lovely (with Khalid)","Billie Eilish",28649,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
180,"Jangan Rubah Takdirku",Andmesh,28551,https://open.spotify.com/track/6MczIMSdoZyw8EBPhihazN
181,"Serta Mulia","Sal Priadi",28497,https://open.spotify.com/track/1CVUWAC845LKEDHH0l8XG2
182,"Not With Me","Bondan Prakoso",28472,https://open.spotify.com/track/3Jx6apzpRnf9MPmZv13LOj
183,"Kenangan Terindah",SAMSONS,28405,https://open.spotify.com/track/5TtmfZaNSYEcTR49cureT0
184,"death bed (coffee for your head)",Powfu,28235,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
185,"Cinta (feat. Krisdayanti)","Melly Goeslaw",27985,https://open.spotify.com/track/36E5VqiAfkw0MUrs5uN5ST
186,"Location Unknown ◐ (feat. BEKA) - Brooklyn Session",HONNE,27966,https://open.spotify.com/track/4aT6vP9y2eDjxmRGm5ZqSC
187,"Sekali Ini Saja","Glenn Fredly",27919,https://open.spotify.com/track/1GmIlN8URkjZxtV99zKlBk
188,"Yang Terdalam",Peterpan,27911,https://open.spotify.com/track/0CahNFWYcfqUzP7aYhg6J6
189,"To the Bone",Pamungkas,27889,https://open.spotify.com/track/1XU0PmUY3oqFovtDbjzQJr
190,"I CAN'T STOP ME",TWICE,27846,https://open.spotify.com/track/3apeXzypBMnUfYcZYNX6DH
191,Nyaman,Andmesh,27762,https://open.spotify.com/track/1sxUn0SdlFG05Q3qAA2FlE
192,"Talking to the Moon","Bruno Mars",27737,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
193,Remaja,Hivi!,27734,https://open.spotify.com/track/1SaQZoFXNu7ZAxxKImzFgf
194,"Ruang Rindu",Letto,27727,https://open.spotify.com/track/3sZh17vjbQknQoC8z3y8zR
195,Hampa,"Ari Lasso",27676,https://open.spotify.com/track/6bE0o9hYUPYlokZIH79oM0
196,"Takkan Terganti",Marcell,27657,https://open.spotify.com/track/0T4t1PywlNmJGcveGH5spB
197,"Indah Pada Waktunya","Rizky Febian",27607,https://open.spotify.com/track/1S5aHAr1hpf3icpzq3ullG
198,"Kartonyono Medot Janji","Denny Caknan",27477,https://open.spotify.com/track/6bnCgtR9tDcADREMONA91t
199,"It Will Rain","Bruno Mars",27278,https://open.spotify.com/track/4rMNgxEwGWoPHIUcvB5BrB
200,"You Are The Reason","Calum Scott",27154,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B
