,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
47,Sofia,Clairo,76328,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM
48,"Mood (feat. iann dior)",24kGoldn,75427,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
49,Secukupnya,Hindia,75304,https://open.spotify.com/track/5drW6PGRxkE6MxttzVLNk5
50,"Cinta Dalam Hati",Ungu,71945,https://open.spotify.com/track/4MaEMiH9lXR0NAcsrgJcuO
51,"Aku Yang Salah",Mahalini,66516,https://open.spotify.com/track/0OgwkVbQ4jVfsZJO4Xs9hC
52,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",65896,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
53,"Pura Pura Lupa",Mahen,63672,https://open.spotify.com/track/6Aw5k0jkFceYayaJoRupLT
54,"Someone You Loved","Lewis Capaldi",61375,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
55,"Lonely (with benny blanco)","Justin Bieber",61250,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
56,"Sesuatu Di Jogja","Adhitia Sofyan",60324,https://open.spotify.com/track/0MAIxtXWimwhAAQOST9jp7
57,telepatía,"Kali Uchis",60037,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
58,"Waktu Yang Salah","Fiersa Besari",59365,https://open.spotify.com/track/4qgIQcskrvj6nlypTvBm5k
59,"I Still Love You",TheOvertunes,58620,https://open.spotify.com/track/4reIsHKw5hUj4pV8zzMjLA
60,"if u could see me cryin' in my room","Arash Buana",57224,https://open.spotify.com/track/2yynRDKYqTLVTcP7FqoyVE
61,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan","Fiersa Besari",54984,https://open.spotify.com/track/5sgRYOTpFZRROlndD460KI
62,"Somebody That I Used To Know",Gotye,53648,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
63,"Kau Lagi","Celine & Nadya",52095,https://open.spotify.com/track/6RsvbZ6gFjRSOFonpf55mT
64,Closure,Pamungkas,51740,https://open.spotify.com/track/3XJ9dvjhpxh49PyjRdn1Lu
65,bitterlove,"Ardhito Pramono",51548,https://open.spotify.com/track/74OLXYsvpfmSgPCMMi898K
66,lowkey,NIKI,50911,https://open.spotify.com/track/5TTXEcfsYLh6fTarLaevTi
67,"you broke me first","Tate McRae",49900,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
68,"Reflection - From ""Mulan""","Yura Yunita",48444,https://open.spotify.com/track/1H5tV0SkvBqxGllQ3HEVSy
69,"La La Lost You - Acoustic Version",NIKI,48356,https://open.spotify.com/track/5WkCcSa78lM1Ym4LXzJUiN
70,"Backyard Boy (with Jeremy Zucker)","Claire Rosinkranz",47393,https://open.spotify.com/track/4rE4qF4baoXpustrgtnFRw
71,"Mantra Cinta","Rizky Febian",47333,https://open.spotify.com/track/2ROCaprX5ROfL2GkkbkCWy
72,"Seperti Kisah","Rizky Febian",46625,https://open.spotify.com/track/6nxQa68jVCLlYQsT3fi4G1
73,Memories,"Maroon 5",46270,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
74,"Tanpa Tergesa","Juicy Luicy",45966,https://open.spotify.com/track/3Jby9Ezr1E7wCsXe0Dexa6
75,"You Got It",Vedo,45727,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8
76,"Garis Terdepan","Fiersa Besari",45318,https://open.spotify.com/track/4JozU4Ud30FGyDYzoUKasI
77,"Lovesick Girls",BLACKPINK,44457,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C
78,"Cintanya Aku","Tiara Andini",43906,https://open.spotify.com/track/53fKDMfQhWMSw7QKVDOTBP
79,Psycho,"Red Velvet",43705,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK
80,"Adu Rayu","Yovie Widianto",43463,https://open.spotify.com/track/3FcCAFQj4bLpfxo8gj1kk9
81,Selaras,"Kunto Aji",43375,https://open.spotify.com/track/61GiPHiUWi2f8mhN2AdBf0
82,"Terlalu Cinta",Rossa,42584,https://open.spotify.com/track/6I9rJKR6WPRir6XoAaaJvH
83,Rehat,"Kunto Aji",42557,https://open.spotify.com/track/7mjO4RbTZIb1SfE8G673Lm
84,"Night Changes","One Direction",42549,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ
85,Runaway,AURORA,41802,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
86,"Kamu & Kenangan - Original Soundtrack Habibie & Ainun 3","Maudy Ayunda",41672,https://open.spotify.com/track/6dMXNAMr1dlAAUo53QKfqs
87,"Tanya Hati",Pasto,41502,https://open.spotify.com/track/5D5wUmhN0uIWnPb6mNOBiN
88,Arcade,"Duncan Laurence",41343,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
89,"How You Like That",BLACKPINK,40986,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o
90,"Why Why Why",iKON,40895,https://open.spotify.com/track/0br4r9VlPdofrWXxPorlYd
91,2002,Anne-Marie,40825,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
92,"I Love You 3000","Stephanie Poetri",40602,https://open.spotify.com/track/3znQ9i61vfe2E7URHlOiyc
93,"Sweet Scar","Weird Genius",40508,https://open.spotify.com/track/3R0FDwQSXOiO5gaOZFxKZ5
94,Sorry,Pamungkas,40051,https://open.spotify.com/track/4gW0fnArZ93uAElSkuw0PG
95,"Don't Watch Me Cry","Alex Porat",39972,https://open.spotify.com/track/42i8mO4cQdsUmn5In7jony
96,"Celengan Rindu","Fiersa Besari",39948,https://open.spotify.com/track/19JvKc2f3ZNblfBSDMDwUF
97,"Save Your Tears","The Weeknd",39890,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
98,Tolong,"Budi Doremi",39728,https://open.spotify.com/track/5X5Vj8FcxyoLzq9qxAa45U
99,"Astronaut In The Ocean","Masked Wolf",39163,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
100,"Mad at Disney","salem ilese",39067,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
101,Monokrom,Tulus,38991,https://open.spotify.com/track/4GfK1qOF3uBWidbPlTCQRL
102,"Rindu Dalam Hati","Arsy Widianto",38979,https://open.spotify.com/track/1DhJgI2oAsDeDVSD5TNPCF
103,"Luka Yang Kurindu",Mahen,38630,https://open.spotify.com/track/5UgZoWvuycExNhZd6vIF7D
104,"Boy With Luv (feat. Halsey)",BTS,38536,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
105,"LATHI (with Sara Fajira)","Weird Genius",38473,https://open.spotify.com/track/06pezDUwqVsUfpBNw6uJir
106,Adaptasi,Tulus,38338,https://open.spotify.com/track/0Ax3HeFnPVuHBtzc0AQ7zw
107,Dan...,"Sheila On 7",38300,https://open.spotify.com/track/1MdjZzEInrmDBXf8zs0nKS
108,"Don't Call Me",SHINee,38211,https://open.spotify.com/track/462OPOKW0VMbvW9H7HIb0U
109,"Sedang Sayang Sayangnya","Mawar de Jongh",38184,https://open.spotify.com/track/10CbwBfusPvPWuzuTLeMdm
110,"Selamat (Selamat Tinggal)",Virgoun,38176,https://open.spotify.com/track/1mruWrUwAVe2XkksUQiaHK
111,"Bicara (feat. Monita Tahalea)",TheOvertunes,37639,https://open.spotify.com/track/1Dxb9nWV16f5PthsUsV1XZ
112,"What You Know Bout Love","Pop Smoke",37617,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
113,Rumpang,"Nadin Amizah",37210,https://open.spotify.com/track/2TRGNVokPnC2a2oHg5iv1H
114,"Untuk Perempuan Yang Sedang Di Pelukan","Payung Teduh",37090,https://open.spotify.com/track/0urpBLpcm6DOGzs86rcKd8
115,"Hal Indah Butuh Waktu Untuk Datang",Idgitaf,36903,https://open.spotify.com/track/2k9ZZcEQVxoXd2OYr8iiQ8
116,"Ice Cream (with Selena Gomez)",BLACKPINK,36898,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz
117,"Best Part (feat. Daniel Caesar)",H.E.R.,36890,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
118,"Savage Love (Laxed – Siren Beat) [BTS Remix]","Jawsh 685",36864,https://open.spotify.com/track/4TgxFMOn5yoESW6zCidCXL
119,April,"Fiersa Besari",36800,https://open.spotify.com/track/3IesVVqYxCsRCsz5OCmC7q
120,"Belum Siap Kehilangan","Stevan Pasaribu",36798,https://open.spotify.com/track/56Uibq6ur2xwUpSd9biBH1
121,"Kala Cinta Menggoda",Noah,36352,https://open.spotify.com/track/4bZzHFP9VFX7HsyPomDwuE
122,"Fix You",Coldplay,36080,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q
123,comethru,"Jeremy Zucker",35900,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP
124,"Say You Won't Let Go","James Arthur",35748,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
125,Kangen,"Dewa 19",35715,https://open.spotify.com/track/5LqanqJSmZwbwPtIi2RwTb
126,"Intentions (feat. Quavo)","Justin Bieber",35613,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
127,"Day & Night","Jung Seung Hwan",35533,https://open.spotify.com/track/1j5oDtBWVtNoVHMi2n6Fkz
128,"Fly Me to the Moon","The Macarons Project",35488,https://open.spotify.com/track/0YBNpbrmpZdFRT0NFqii5C
129,"Di Persimpangan Dilema",Terry,35362,https://open.spotify.com/track/5PU8ZFAGNJeWYVBh8w5msX
130,"Black Mamba",aespa,35250,https://open.spotify.com/track/1t2qYCAjUAoGfeFeoBlK51
131,"10,000 Hours (with Justin Bieber)","Dan + Shay",35204,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
132,Fine,TAEYEON,35200,https://open.spotify.com/track/6CdUgvL597jWmW4w8P5kHs
133,Starlight,"CHA NI (SF9)",34880,https://open.spotify.com/track/7lV0M6ulaapTNZJzx8stw0
134,"Manusia Bodoh","Ada Band",34374,https://open.spotify.com/track/408TyH9YoTkH9J0Da9Ue8C
135,"Pretty Savage",BLACKPINK,34346,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr
136,Halu,"Feby Putri",34162,https://open.spotify.com/track/3c4cBEObUsLU8O5I2yQP3l
137,"Langit Abu-Abu",Tulus,34156,https://open.spotify.com/track/2FaquTc3FYvNm7RuO1gD6O
138,"Line Without a Hook","Ricky Montgomery",34108,https://open.spotify.com/track/5NvOZCjZaGGGL597exlQWv
139,"Lebih Dari Egoku","Mawar de Jongh",34062,https://open.spotify.com/track/4vh193RZbEEBanSG0719Wh
140,Sorai,"Nadin Amizah",33959,https://open.spotify.com/track/3ymuBMTviroWLuf1jMsMVf
141,"Cinta Luar Biasa",Andmesh,33152,https://open.spotify.com/track/1JxoK0EU5SHupbXjSwYaN7
142,Pelangi,Hivi!,33127,https://open.spotify.com/track/5BgZ1bi8xeWVxmg12RfWzv
143,Anyone,"Justin Bieber",32402,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4
144,Membasuh,Hindia,32333,https://open.spotify.com/track/3CBxVM0zGj41BQtE6m7gwb
145,"Aku Yang Salah",Elmatu,32093,https://open.spotify.com/track/07kS6GzBPkGUMmfgQUfMbE
146,willow,"Taylor Swift",31974,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D
147,"Strawberries & Cigarettes","Troye Sivan",31942,https://open.spotify.com/track/3afkJSKX0EAMsJXTZnDXXJ
148,Bahaya,"Arsy Widianto",31924,https://open.spotify.com/track/45FQZlkNDDHg4pzyjiLQkc
149,Lara,"Dialog Senja",31919,https://open.spotify.com/track/1sGsoXJgOZ3wY3tveCUwWs
150,"Fana Merah Jambu",Fourtwnty,31569,https://open.spotify.com/track/463XKKFCPlcrhtlwGbEovu
151,"Blueberry Eyes (feat. Lil Mosey, SUGA of BTS & Olivia O'Brien)",MAX,31504,https://open.spotify.com/track/3v96wJDPSdTYWEOgssfipO
152,"Kenangan Terindah",SAMSONS,31239,https://open.spotify.com/track/5TtmfZaNSYEcTR49cureT0
153,"Girl In The Mirror","Sophia Grace",31123,https://open.spotify.com/track/0oXMw64TD8wYk1vSwNNKaO
154,Januari,"Glenn Fredly",31121,https://open.spotify.com/track/3h3BXv7Iq5CTTiN9CHgkNe
155,"I Like Me Better",Lauv,30975,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
156,"We're Good","Dua Lipa",30744,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
157,Dandelions,"Ruth B.",30730,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
158,"It's You","Ali Gatie",30656,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
159,Rayu,"Marion Jola",30618,https://open.spotify.com/track/4rAWADK2zYdjx2ar2Hp1C8
160,"Best Friend","Rex Orange County",30615,https://open.spotify.com/track/47Bg6IrMed1GPbxRgwH2aC
161,"Tukar Jiwa",Tulus,30503,https://open.spotify.com/track/5VAGZmCKBxYT85w51gNy27
162,Perlahan,"Guyon Waton",30436,https://open.spotify.com/track/01TdkJ0lorIzBsdks8X1Tb
163,"Cinta Dan Rahasia","Yura Yunita",30422,https://open.spotify.com/track/4HXUMRdT6s6Am6YHcWmuib
164,"Make A Wish (Birthday Song)","NCT U",30415,https://open.spotify.com/track/6FdShjf7nA2cqEnpv1tIia
165,"lovely (with Khalid)","Billie Eilish",30274,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
166,"Just the Way You Are","Bruno Mars",30246,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
167,"gimme gimme","NCT 127",29989,https://open.spotify.com/track/6shrCEEMcrT6Akxkk8IhLC
168,"cigarettes of ours","Ardhito Pramono",29914,https://open.spotify.com/track/77SiKnkNEnRw0uoPE4wuEp
169,"Pilu Membiru","Kunto Aji",29749,https://open.spotify.com/track/6A5tlFsbty5iJkSqMFWNFs
170,"Sekali Ini Saja","Glenn Fredly",29723,https://open.spotify.com/track/1GmIlN8URkjZxtV99zKlBk
171,"death bed (coffee for your head)",Powfu,29695,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
172,"Jangan Rubah Takdirku",Andmesh,29497,https://open.spotify.com/track/6MczIMSdoZyw8EBPhihazN
173,"Takkan Terganti",Marcell,29448,https://open.spotify.com/track/0T4t1PywlNmJGcveGH5spB
174,Tanya,Dere,29444,https://open.spotify.com/track/7ACU6Hb2lOWax6zPFgfFy3
175,"Blueberry Eyes (feat. SUGA of BTS)",MAX,29388,https://open.spotify.com/track/6sI8Q7TTJeA9exw6hxEqq3
176,"I CAN'T STOP ME",TWICE,29140,https://open.spotify.com/track/3apeXzypBMnUfYcZYNX6DH
177,Remaja,Hivi!,28961,https://open.spotify.com/track/1SaQZoFXNu7ZAxxKImzFgf
178,"Yang Terdalam",Peterpan,28872,https://open.spotify.com/track/0CahNFWYcfqUzP7aYhg6J6
179,You,Ten2Five,28837,https://open.spotify.com/track/4ilwLEDlMXGEVmMAAEJavA
180,"Ruang Rindu",Letto,28716,https://open.spotify.com/track/3sZh17vjbQknQoC8z3y8zR
181,"It Will Rain","Bruno Mars",28577,https://open.spotify.com/track/4rMNgxEwGWoPHIUcvB5BrB
182,"Kartonyono Medot Janji","Denny Caknan",28576,https://open.spotify.com/track/6bnCgtR9tDcADREMONA91t
183,"Holy (feat. Chance The Rapper)","Justin Bieber",28514,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
184,"Indah Pada Waktunya","Rizky Febian",28508,https://open.spotify.com/track/1S5aHAr1hpf3icpzq3ullG
185,"Hitam Putih",Fourtwnty,28398,https://open.spotify.com/track/0O6g2QFUhuLqRzGqhyzrIu
186,Mine,"Petra Sihombing",28397,https://open.spotify.com/track/6NkUP6IeLnH6Yaw2wcNHzO
187,Soulmate,Kahitna,28188,https://open.spotify.com/track/2y3qRsc49ZmSatwK1SVLFi
188,Nyaman,Andmesh,27953,https://open.spotify.com/track/1sxUn0SdlFG05Q3qAA2FlE
189,"Bentuk Cinta","Eclat Story",27753,https://open.spotify.com/track/3fE59mslat0M3nnRjpHlse
190,"You Are The Reason","Calum Scott",27738,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B
191,"When You Love Someone","Endah N Rhesa",27734,https://open.spotify.com/track/2XWsariqeTCH61B53r8yA3
192,"Serta Mulia","Sal Priadi",27649,https://open.spotify.com/track/1CVUWAC845LKEDHH0l8XG2
193,"Hey Stupid, I Love You","JP Saxe",27497,https://open.spotify.com/track/5inDa3sWj8zqJBOdj7Bjqc
194,Hampa,"Ari Lasso",27374,https://open.spotify.com/track/6bE0o9hYUPYlokZIH79oM0
195,"Dekat Di Hati",RAN,27309,https://open.spotify.com/track/0owU9W5gPsJEcwAmMjzomy
196,"Not With Me","Bondan Prakoso",27292,https://open.spotify.com/track/3Jx6apzpRnf9MPmZv13LOj
197,Seandainya,Vierra,27265,https://open.spotify.com/track/4zDsTPzY7Nm7rYKvszjKYL
198,"Location Unknown ◐ (feat. BEKA) - Brooklyn Session",HONNE,27238,https://open.spotify.com/track/4aT6vP9y2eDjxmRGm5ZqSC
199,"Play Date","Melanie Martinez",27228,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
200,"Blinding Lights","The Weeknd",27151,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
