,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
85,"Sweet Scar","Weird Genius",43944,https://open.spotify.com/track/3R0FDwQSXOiO5gaOZFxKZ5
86,Selaras,"Kunto Aji",43931,https://open.spotify.com/track/61GiPHiUWi2f8mhN2AdBf0
87,"Terlalu Cinta",Rossa,43920,https://open.spotify.com/track/6I9rJKR6WPRir6XoAaaJvH
88,Psycho,"Red Velvet",43673,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK
89,Rehat,"Kunto Aji",43664,https://open.spotify.com/track/7mjO4RbTZIb1SfE8G673Lm
90,"Don't Watch Me Cry","Alex Porat",43662,https://open.spotify.com/track/42i8mO4cQdsUmn5In7jony
91,"Adu Rayu","Yovie Widianto",43251,https://open.spotify.com/track/3FcCAFQj4bLpfxo8gj1kk9
92,"I Love You 3000","Stephanie Poetri",42816,https://open.spotify.com/track/3znQ9i61vfe2E7URHlOiyc
93,"How You Like That",BLACKPINK,42615,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o
94,Runaway,AURORA,42421,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
95,2002,Anne-Marie,42159,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
96,"Kamu & Kenangan - Original Soundtrack Habibie & Ainun 3","Maudy Ayunda",41012,https://open.spotify.com/track/6dMXNAMr1dlAAUo53QKfqs
97,Tolong,"Budi Doremi",40898,https://open.spotify.com/track/5X5Vj8FcxyoLzq9qxAa45U
98,"Untuk Perempuan Yang Sedang Di Pelukan","Payung Teduh",40685,https://open.spotify.com/track/0urpBLpcm6DOGzs86rcKd8
99,"LATHI (with Sara Fajira)","Weird Genius",40475,https://open.spotify.com/track/06pezDUwqVsUfpBNw6uJir
100,"Tanya Hati",Pasto,40427,https://open.spotify.com/track/5D5wUmhN0uIWnPb6mNOBiN
101,"Boy With Luv (feat. Halsey)",BTS,40300,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
102,Dan...,"Sheila On 7",40031,https://open.spotify.com/track/1MdjZzEInrmDBXf8zs0nKS
103,"Celengan Rindu","Fiersa Besari",39636,https://open.spotify.com/track/19JvKc2f3ZNblfBSDMDwUF
104,"Mad at Disney","salem ilese",39607,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
105,"Luka Yang Kurindu",Mahen,39185,https://open.spotify.com/track/5UgZoWvuycExNhZd6vIF7D
106,Adaptasi,Tulus,39048,https://open.spotify.com/track/0Ax3HeFnPVuHBtzc0AQ7zw
107,"What You Know Bout Love","Pop Smoke",38814,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
108,"Bicara (feat. Monita Tahalea)",TheOvertunes,38654,https://open.spotify.com/track/1Dxb9nWV16f5PthsUsV1XZ
109,Monokrom,Tulus,38581,https://open.spotify.com/track/4GfK1qOF3uBWidbPlTCQRL
110,"Say You Won't Let Go","James Arthur",38313,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
111,comethru,"Jeremy Zucker",38207,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP
112,"10,000 Hours (with Justin Bieber)","Dan + Shay",38139,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
113,"Ice Cream (with Selena Gomez)",BLACKPINK,38122,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz
114,"Best Part (feat. Daniel Caesar)",H.E.R.,38068,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
115,"Rindu Dalam Hati","Arsy Widianto",37999,https://open.spotify.com/track/1DhJgI2oAsDeDVSD5TNPCF
116,"Selamat (Selamat Tinggal)",Virgoun,37942,https://open.spotify.com/track/1mruWrUwAVe2XkksUQiaHK
117,"Savage Love (Laxed – Siren Beat) [BTS Remix]","Jawsh 685",37615,https://open.spotify.com/track/4TgxFMOn5yoESW6zCidCXL
118,"Kala Cinta Menggoda",Noah,37461,https://open.spotify.com/track/4bZzHFP9VFX7HsyPomDwuE
119,"Fix You",Coldplay,37458,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q
120,"Sedang Sayang Sayangnya","Mawar de Jongh",37043,https://open.spotify.com/track/10CbwBfusPvPWuzuTLeMdm
121,"Di Persimpangan Dilema",Terry,36975,https://open.spotify.com/track/5PU8ZFAGNJeWYVBh8w5msX
122,"Manusia Bodoh","Ada Band",36754,https://open.spotify.com/track/408TyH9YoTkH9J0Da9Ue8C
123,Kangen,"Dewa 19",36649,https://open.spotify.com/track/5LqanqJSmZwbwPtIi2RwTb
124,Fine,TAEYEON,36495,https://open.spotify.com/track/6CdUgvL597jWmW4w8P5kHs
125,"Fly Me to the Moon","The Macarons Project",36320,https://open.spotify.com/track/0YBNpbrmpZdFRT0NFqii5C
126,"Belum Siap Kehilangan","Stevan Pasaribu",36224,https://open.spotify.com/track/56Uibq6ur2xwUpSd9biBH1
127,April,"Fiersa Besari",36140,https://open.spotify.com/track/3IesVVqYxCsRCsz5OCmC7q
128,Rumpang,"Nadin Amizah",35973,https://open.spotify.com/track/2TRGNVokPnC2a2oHg5iv1H
129,"Intentions (feat. Quavo)","Justin Bieber",35877,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
130,"Pretty Savage",BLACKPINK,35585,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr
131,"Hal Indah Butuh Waktu Untuk Datang",Idgitaf,35493,https://open.spotify.com/track/2k9ZZcEQVxoXd2OYr8iiQ8
132,"Girl In The Mirror","Sophia Grace",35322,https://open.spotify.com/track/0oXMw64TD8wYk1vSwNNKaO
133,"Langit Abu-Abu",Tulus,35280,https://open.spotify.com/track/2FaquTc3FYvNm7RuO1gD6O
134,"Line Without a Hook","Ricky Montgomery",35206,https://open.spotify.com/track/5NvOZCjZaGGGL597exlQWv
135,"Don't Call Me",SHINee,35062,https://open.spotify.com/track/462OPOKW0VMbvW9H7HIb0U
136,Sorai,"Nadin Amizah",35012,https://open.spotify.com/track/3ymuBMTviroWLuf1jMsMVf
137,Dandelions,"Ruth B.",34896,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
138,"Black Mamba",aespa,34590,https://open.spotify.com/track/1t2qYCAjUAoGfeFeoBlK51
139,"Day & Night","Jung Seung Hwan",34430,https://open.spotify.com/track/1j5oDtBWVtNoVHMi2n6Fkz
140,Halu,"Feby Putri",33565,https://open.spotify.com/track/3c4cBEObUsLU8O5I2yQP3l
141,Pelangi,Hivi!,33494,https://open.spotify.com/track/5BgZ1bi8xeWVxmg12RfWzv
142,"Why Why Why",iKON,33293,https://open.spotify.com/track/0br4r9VlPdofrWXxPorlYd
143,Starlight,"CHA NI (SF9)",33162,https://open.spotify.com/track/7lV0M6ulaapTNZJzx8stw0
144,"Tukar Jiwa",Tulus,32967,https://open.spotify.com/track/5VAGZmCKBxYT85w51gNy27
145,"Strawberries & Cigarettes","Troye Sivan",32863,https://open.spotify.com/track/3afkJSKX0EAMsJXTZnDXXJ
146,"Cinta Luar Biasa",Andmesh,32855,https://open.spotify.com/track/1JxoK0EU5SHupbXjSwYaN7
147,Anyone,"Justin Bieber",32719,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4
148,"Lebih Dari Egoku","Mawar de Jongh",32717,https://open.spotify.com/track/4vh193RZbEEBanSG0719Wh
149,Lara,"Dialog Senja",32511,https://open.spotify.com/track/1sGsoXJgOZ3wY3tveCUwWs
150,"Blueberry Eyes (feat. Lil Mosey, SUGA of BTS & Olivia O'Brien)",MAX,32505,https://open.spotify.com/track/3v96wJDPSdTYWEOgssfipO
151,"Blueberry Eyes (feat. SUGA of BTS)",MAX,32353,https://open.spotify.com/track/6sI8Q7TTJeA9exw6hxEqq3
152,willow,"Taylor Swift",32291,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D
153,Membasuh,Hindia,32241,https://open.spotify.com/track/3CBxVM0zGj41BQtE6m7gwb
154,"We're Good","Dua Lipa",32198,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
155,"I Like Me Better",Lauv,32081,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
156,"Yang Terdalam",Peterpan,31998,https://open.spotify.com/track/0CahNFWYcfqUzP7aYhg6J6
157,You,Ten2Five,31981,https://open.spotify.com/track/4ilwLEDlMXGEVmMAAEJavA
158,"Kenangan Terindah",SAMSONS,31935,https://open.spotify.com/track/5TtmfZaNSYEcTR49cureT0
159,"Best Friend","Rex Orange County",31913,https://open.spotify.com/track/47Bg6IrMed1GPbxRgwH2aC
160,"Aku Yang Salah",Elmatu,31906,https://open.spotify.com/track/07kS6GzBPkGUMmfgQUfMbE
161,"Just the Way You Are","Bruno Mars",31754,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
162,"cigarettes of ours","Ardhito Pramono",31722,https://open.spotify.com/track/77SiKnkNEnRw0uoPE4wuEp
163,"Fana Merah Jambu",Fourtwnty,31660,https://open.spotify.com/track/463XKKFCPlcrhtlwGbEovu
164,Rayu,"Marion Jola",31514,https://open.spotify.com/track/4rAWADK2zYdjx2ar2Hp1C8
165,"Ruang Rindu",Letto,31495,https://open.spotify.com/track/3sZh17vjbQknQoC8z3y8zR
166,Seandainya,Vierra,31309,https://open.spotify.com/track/4zDsTPzY7Nm7rYKvszjKYL
167,Januari,"Glenn Fredly",31275,https://open.spotify.com/track/3h3BXv7Iq5CTTiN9CHgkNe
168,"Cinta Dan Rahasia","Yura Yunita",31113,https://open.spotify.com/track/4HXUMRdT6s6Am6YHcWmuib
169,"It's You","Ali Gatie",30820,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
170,Perlahan,"Guyon Waton",30710,https://open.spotify.com/track/01TdkJ0lorIzBsdks8X1Tb
171,"Make A Wish (Birthday Song)","NCT U",30525,https://open.spotify.com/track/6FdShjf7nA2cqEnpv1tIia
172,"Jangan Rubah Takdirku",Andmesh,30444,https://open.spotify.com/track/6MczIMSdoZyw8EBPhihazN
173,"lovely (with Khalid)","Billie Eilish",30414,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
174,Bahaya,"Arsy Widianto",30349,https://open.spotify.com/track/45FQZlkNDDHg4pzyjiLQkc
175,"Serta Mulia","Sal Priadi",30163,https://open.spotify.com/track/1CVUWAC845LKEDHH0l8XG2
176,Tanya,Dere,30109,https://open.spotify.com/track/7ACU6Hb2lOWax6zPFgfFy3
177,"death bed (coffee for your head)",Powfu,29932,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
178,"Sedih Tak Berujung","Glenn Fredly",29876,https://open.spotify.com/track/6xMUMMK64AUpstGjlDvoNn
179,"Hitam Putih",Fourtwnty,29838,https://open.spotify.com/track/0O6g2QFUhuLqRzGqhyzrIu
180,Remaja,Hivi!,29807,https://open.spotify.com/track/1SaQZoFXNu7ZAxxKImzFgf
181,Mine,"Petra Sihombing",29753,https://open.spotify.com/track/6NkUP6IeLnH6Yaw2wcNHzO
182,"Pilu Membiru","Kunto Aji",29666,https://open.spotify.com/track/6A5tlFsbty5iJkSqMFWNFs
183,"When You Love Someone","Endah N Rhesa",29617,https://open.spotify.com/track/2XWsariqeTCH61B53r8yA3
184,"Sekali Ini Saja","Glenn Fredly",29604,https://open.spotify.com/track/1GmIlN8URkjZxtV99zKlBk
185,"Not With Me","Bondan Prakoso",29516,https://open.spotify.com/track/3Jx6apzpRnf9MPmZv13LOj
186,"I CAN'T STOP ME",TWICE,29340,https://open.spotify.com/track/3apeXzypBMnUfYcZYNX6DH
187,"Holy (feat. Chance The Rapper)","Justin Bieber",29254,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
188,"You Are The Reason","Calum Scott",29216,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B
189,"Indah Pada Waktunya","Rizky Febian",29146,https://open.spotify.com/track/1S5aHAr1hpf3icpzq3ullG
190,Hampa,"Ari Lasso",29139,https://open.spotify.com/track/6bE0o9hYUPYlokZIH79oM0
191,"Blinding Lights","The Weeknd",29130,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
192,"gimme gimme","NCT 127",29046,https://open.spotify.com/track/6shrCEEMcrT6Akxkk8IhLC
193,"One Only - Acoustic",Pamungkas,28988,https://open.spotify.com/track/71ck7QnubXzGGj3hE49dvk
194,"Too Good At Goodbyes","Sam Smith",28692,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
195,"It Will Rain","Bruno Mars",28595,https://open.spotify.com/track/4rMNgxEwGWoPHIUcvB5BrB
196,"Jikalau Kau Cinta",Judika,28510,https://open.spotify.com/track/29gdEEyeHC9ypmvQkohY4N
197,"Cinta (feat. Krisdayanti)","Melly Goeslaw",28446,https://open.spotify.com/track/36E5VqiAfkw0MUrs5uN5ST
198,"Kartonyono Medot Janji","Denny Caknan",28164,https://open.spotify.com/track/6bnCgtR9tDcADREMONA91t
199,"Location Unknown ◐ (feat. BEKA) - Brooklyn Session",HONNE,28119,https://open.spotify.com/track/4aT6vP9y2eDjxmRGm5ZqSC
200,"When I Was Your Man","Bruno Mars",28118,https://open.spotify.com/track/0B7wvvmu9EISAwZnOpjhNI
