,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
60,"Cinta Dalam Hati",Ungu,63549,https://open.spotify.com/track/4MaEMiH9lXR0NAcsrgJcuO
61,"Waktu Yang Salah","Fiersa Besari",63372,https://open.spotify.com/track/4qgIQcskrvj6nlypTvBm5k
62,"Mood (feat. iann dior)",24kGoldn,62906,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
63,bitterlove,"Ardhito Pramono",60768,https://open.spotify.com/track/74OLXYsvpfmSgPCMMi898K
64,"Akhir Tak Bahagia",Misellia,60750,https://open.spotify.com/track/0BYoWATcndOBcsCfKdTKRx
65,Closure,Pamungkas,60374,https://open.spotify.com/track/3XJ9dvjhpxh49PyjRdn1Lu
66,"Aku Yang Salah",Mahalini,59645,https://open.spotify.com/track/0OgwkVbQ4jVfsZJO4Xs9hC
67,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan","Fiersa Besari",59620,https://open.spotify.com/track/5sgRYOTpFZRROlndD460KI
68,telepatía,"Kali Uchis",58876,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
69,"Astronaut In The Ocean","Masked Wolf",58373,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
70,Arcade,"Duncan Laurence",58248,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
71,Copines,"Aya Nakamura",57927,https://open.spotify.com/track/1Bhm5HNO1cq8olDbBmokyL
72,"Good Days",SZA,56354,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
73,"Please Don't Go","Mike Posner",56083,https://open.spotify.com/track/3wkKkFAtYSTRwqOydW6T0I
74,"Tanpa Tergesa","Juicy Luicy",55027,https://open.spotify.com/track/3Jby9Ezr1E7wCsXe0Dexa6
75,lowkey,NIKI,54400,https://open.spotify.com/track/5TTXEcfsYLh6fTarLaevTi
76,"Pluto Projector","Rex Orange County",52731,https://open.spotify.com/track/4EWBhKf1fOFnyMtUzACXEc
77,"La La Lost You - Acoustic Version",NIKI,52558,https://open.spotify.com/track/5WkCcSa78lM1Ym4LXzJUiN
78,"Garis Terdepan","Fiersa Besari",51497,https://open.spotify.com/track/4JozU4Ud30FGyDYzoUKasI
79,"Sweet Scar","Weird Genius",50364,https://open.spotify.com/track/3R0FDwQSXOiO5gaOZFxKZ5
80,"Night Changes","One Direction",49923,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ
81,Bambi,BAEKHYUN,49567,https://open.spotify.com/track/60VaORSJ5x1D4ZPSc0g2En
82,Memories,"Maroon 5",49200,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
83,"you broke me first","Tate McRae",49132,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
84,Dandelions,"Ruth B.",49114,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
85,"Reflection - From ""Mulan""","Yura Yunita",48780,https://open.spotify.com/track/1H5tV0SkvBqxGllQ3HEVSy
86,"Talking to the Moon","Bruno Mars",48320,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
87,Sorry,Pamungkas,48285,https://open.spotify.com/track/4gW0fnArZ93uAElSkuw0PG
88,Runaway,AURORA,48015,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
89,"I Love You 3000","Stephanie Poetri",47817,https://open.spotify.com/track/3znQ9i61vfe2E7URHlOiyc
90,"Ku Dengannya Kau Dengan Dia",Afgan,47389,https://open.spotify.com/track/1dB3siDxgzX7i1So4igd3x
91,"As I Am (feat. Khalid)","Justin Bieber",47359,https://open.spotify.com/track/6F2r4HgpJnvKDmkN6JEN6J
92,"Location Unknown ◐ (feat. BEKA) - Brooklyn Session",HONNE,46948,https://open.spotify.com/track/4aT6vP9y2eDjxmRGm5ZqSC
93,"Seperti Kisah","Rizky Febian",46923,https://open.spotify.com/track/6nxQa68jVCLlYQsT3fi4G1
94,Rehat,"Kunto Aji",46793,https://open.spotify.com/track/7mjO4RbTZIb1SfE8G673Lm
95,"Adu Rayu","Yovie Widianto",46697,https://open.spotify.com/track/3FcCAFQj4bLpfxo8gj1kk9
96,"Terlalu Cinta",Rossa,46641,https://open.spotify.com/track/6I9rJKR6WPRir6XoAaaJvH
97,"Kau Lagi","Celine & Nadya",46590,https://open.spotify.com/track/6RsvbZ6gFjRSOFonpf55mT
98,Psycho,"Red Velvet",46220,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK
99,"Somebody That I Used To Know",Gotye,45727,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
100,"Tanya Hati",Pasto,45557,https://open.spotify.com/track/5D5wUmhN0uIWnPb6mNOBiN
101,2002,Anne-Marie,44739,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
102,"Lovesick Girls",BLACKPINK,44309,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C
103,"LATHI (with Sara Fajira)","Weird Genius",43921,https://open.spotify.com/track/06pezDUwqVsUfpBNw6uJir
104,"Lonely (with benny blanco)","Justin Bieber",43626,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
105,"Mantra Cinta","Rizky Febian",42987,https://open.spotify.com/track/2ROCaprX5ROfL2GkkbkCWy
106,"Say You Won't Let Go","James Arthur",42432,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
107,"Untuk Perempuan Yang Sedang Di Pelukan","Payung Teduh",42146,https://open.spotify.com/track/0urpBLpcm6DOGzs86rcKd8
108,"Best Part (feat. Daniel Caesar)",H.E.R.,41972,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
109,Monokrom,Tulus,41888,https://open.spotify.com/track/4GfK1qOF3uBWidbPlTCQRL
110,"Celengan Rindu","Fiersa Besari",41823,https://open.spotify.com/track/19JvKc2f3ZNblfBSDMDwUF
111,"Selamat (Selamat Tinggal)",Virgoun,41557,https://open.spotify.com/track/1mruWrUwAVe2XkksUQiaHK
112,Dan...,"Sheila On 7",41518,https://open.spotify.com/track/1MdjZzEInrmDBXf8zs0nKS
113,"Rindu Dalam Hati","Arsy Widianto",41510,https://open.spotify.com/track/1DhJgI2oAsDeDVSD5TNPCF
114,Tolong,"Budi Doremi",41484,https://open.spotify.com/track/5X5Vj8FcxyoLzq9qxAa45U
115,"Don't Watch Me Cry","Alex Porat",41432,https://open.spotify.com/track/42i8mO4cQdsUmn5In7jony
116,"Save Your Tears","The Weeknd",41263,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
117,"Boy With Luv (feat. Halsey)",BTS,41044,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
118,"Sedang Sayang Sayangnya","Mawar de Jongh",40822,https://open.spotify.com/track/10CbwBfusPvPWuzuTLeMdm
119,"Bicara (feat. Monita Tahalea)",TheOvertunes,40705,https://open.spotify.com/track/1Dxb9nWV16f5PthsUsV1XZ
120,"Cloud 9","Beach Bunny",40682,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
121,"How You Like That",BLACKPINK,40642,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o
122,"Bad Liar","Imagine Dragons",40507,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
123,"You Got It",Vedo,40327,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8
124,Adaptasi,Tulus,40260,https://open.spotify.com/track/0Ax3HeFnPVuHBtzc0AQ7zw
125,"Backyard Boy (with Jeremy Zucker)","Claire Rosinkranz",40160,https://open.spotify.com/track/4rE4qF4baoXpustrgtnFRw
126,"10,000 Hours (with Justin Bieber)","Dan + Shay",40145,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
127,"Luka Yang Kurindu",Mahen,39949,https://open.spotify.com/track/5UgZoWvuycExNhZd6vIF7D
128,comethru,"Jeremy Zucker",39774,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP
129,"eight(Prod.&Feat. SUGA of BTS)",IU,39758,https://open.spotify.com/track/0pYacDCZuRhcrwGUA5nTBe
130,"Kamu & Kenangan - Original Soundtrack Habibie & Ainun 3","Maudy Ayunda",39371,https://open.spotify.com/track/6dMXNAMr1dlAAUo53QKfqs
131,"Best Friend","Rex Orange County",39164,https://open.spotify.com/track/47Bg6IrMed1GPbxRgwH2aC
132,"It Will Rain","Bruno Mars",38886,https://open.spotify.com/track/4rMNgxEwGWoPHIUcvB5BrB
133,Rollin',"Brave Girls",38710,https://open.spotify.com/track/2VJOpzv5sBpstCX9venJr5
134,April,"Fiersa Besari",38471,https://open.spotify.com/track/3IesVVqYxCsRCsz5OCmC7q
135,Kangen,"Dewa 19",38344,https://open.spotify.com/track/5LqanqJSmZwbwPtIi2RwTb
136,"Holy (feat. Chance The Rapper)","Justin Bieber",38000,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
137,"Manusia Bodoh","Ada Band",37830,https://open.spotify.com/track/408TyH9YoTkH9J0Da9Ue8C
138,"Di Persimpangan Dilema",Terry,37735,https://open.spotify.com/track/5PU8ZFAGNJeWYVBh8w5msX
139,"Langit Abu-Abu",Tulus,37449,https://open.spotify.com/track/2FaquTc3FYvNm7RuO1gD6O
140,Pelangi,Hivi!,37099,https://open.spotify.com/track/5BgZ1bi8xeWVxmg12RfWzv
141,Rumpang,"Nadin Amizah",36890,https://open.spotify.com/track/2TRGNVokPnC2a2oHg5iv1H
142,"Just the Way You Are","Bruno Mars",36876,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
143,Sorai,"Nadin Amizah",36869,https://open.spotify.com/track/3ymuBMTviroWLuf1jMsMVf
144,Anyone,"Justin Bieber",36726,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
145,Fine,TAEYEON,36669,https://open.spotify.com/track/6CdUgvL597jWmW4w8P5kHs
146,"Fly Me to the Moon","The Macarons Project",36647,https://open.spotify.com/track/0YBNpbrmpZdFRT0NFqii5C
147,"I Like Me Better",Lauv,36312,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
148,Rayu,"Marion Jola",36007,https://open.spotify.com/track/4rAWADK2zYdjx2ar2Hp1C8
149,"Ice Cream (with Selena Gomez)",BLACKPINK,35885,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz
150,Halu,"Feby Putri",35541,https://open.spotify.com/track/3c4cBEObUsLU8O5I2yQP3l
151,"cigarettes of ours","Ardhito Pramono",35380,https://open.spotify.com/track/77SiKnkNEnRw0uoPE4wuEp
152,"Intentions (feat. Quavo)","Justin Bieber",35323,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
153,"Kala Cinta Menggoda",Noah,35306,https://open.spotify.com/track/4bZzHFP9VFX7HsyPomDwuE
154,"Tukar Jiwa",Tulus,35295,https://open.spotify.com/track/5VAGZmCKBxYT85w51gNy27
155,"Cinta Luar Biasa",Andmesh,35002,https://open.spotify.com/track/1JxoK0EU5SHupbXjSwYaN7
156,"All I Got",BAEKHYUN,34965,https://open.spotify.com/track/2iVsJ2ZuD6b0aHUSi6wcQG
157,"Strawberries & Cigarettes","Troye Sivan",34915,https://open.spotify.com/track/3afkJSKX0EAMsJXTZnDXXJ
158,"Mad at Disney","salem ilese",34887,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
159,You,Ten2Five,34813,https://open.spotify.com/track/4ilwLEDlMXGEVmMAAEJavA
160,"Day & Night","Jung Seung Hwan",34549,https://open.spotify.com/track/1j5oDtBWVtNoVHMi2n6Fkz
161,"Kenangan Terindah",SAMSONS,34540,https://open.spotify.com/track/5TtmfZaNSYEcTR49cureT0
162,Mine,"Petra Sihombing",34458,https://open.spotify.com/track/6NkUP6IeLnH6Yaw2wcNHzO
163,"Jangan Rubah Takdirku",Andmesh,34433,https://open.spotify.com/track/6MczIMSdoZyw8EBPhihazN
164,"Lebih Dari Egoku","Mawar de Jongh",34404,https://open.spotify.com/track/4vh193RZbEEBanSG0719Wh
165,"Cinta Dan Rahasia","Yura Yunita",34103,https://open.spotify.com/track/4HXUMRdT6s6Am6YHcWmuib
166,"Levitating (feat. DaBaby)","Dua Lipa",34095,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
167,Seandainya,Vierra,33894,https://open.spotify.com/track/4zDsTPzY7Nm7rYKvszjKYL
168,"When You Love Someone","Endah N Rhesa",33856,https://open.spotify.com/track/2XWsariqeTCH61B53r8yA3
169,Membasuh,Hindia,33557,https://open.spotify.com/track/3CBxVM0zGj41BQtE6m7gwb
170,Januari,"Glenn Fredly",33509,https://open.spotify.com/track/3h3BXv7Iq5CTTiN9CHgkNe
171,"It's You","Ali Gatie",33273,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
172,"Amusement Park",BAEKHYUN,33232,https://open.spotify.com/track/1TUkEXQrskATO9SoB4QMUN
173,"Pretty Savage",BLACKPINK,33162,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr
174,"Line Without a Hook","Ricky Montgomery",33134,https://open.spotify.com/track/5NvOZCjZaGGGL597exlQWv
175,"When I Was Your Man","Bruno Mars",33123,https://open.spotify.com/track/0B7wvvmu9EISAwZnOpjhNI
176,"Cintanya Aku","Tiara Andini",33064,https://open.spotify.com/track/53fKDMfQhWMSw7QKVDOTBP
177,"Blueberry Eyes (feat. SUGA of BTS)",MAX,33036,https://open.spotify.com/track/6sI8Q7TTJeA9exw6hxEqq3
178,"Fana Merah Jambu",Fourtwnty,32872,https://open.spotify.com/track/463XKKFCPlcrhtlwGbEovu
179,"Not With Me","Bondan Prakoso",32842,https://open.spotify.com/track/3Jx6apzpRnf9MPmZv13LOj
180,"Fix You",Coldplay,32683,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q
181,"Sekali Ini Saja","Glenn Fredly",32511,https://open.spotify.com/track/1GmIlN8URkjZxtV99zKlBk
182,Lara,"Dialog Senja",32107,https://open.spotify.com/track/1sGsoXJgOZ3wY3tveCUwWs
183,"We're Good","Dua Lipa",32050,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
184,"Black Mamba",aespa,31995,https://open.spotify.com/track/1t2qYCAjUAoGfeFeoBlK51
185,Soulmate,Kahitna,31835,https://open.spotify.com/track/2y3qRsc49ZmSatwK1SVLFi
186,"Yang Terdalam",Peterpan,31694,https://open.spotify.com/track/0CahNFWYcfqUzP7aYhg6J6
187,Remaja,Hivi!,31686,https://open.spotify.com/track/1SaQZoFXNu7ZAxxKImzFgf
188,"Jikalau Kau Cinta",Judika,31501,https://open.spotify.com/track/29gdEEyeHC9ypmvQkohY4N
189,"Too Good At Goodbyes","Sam Smith",31478,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
190,Pamit,Tulus,31466,https://open.spotify.com/track/3B4VP6swG49n3scg2aMfA6
191,"Indah Pada Waktunya","Rizky Febian",31170,https://open.spotify.com/track/1S5aHAr1hpf3icpzq3ullG
192,"Film Favorit","Sheila On 7",31142,https://open.spotify.com/track/2BCYKFDWnZi9PMkZiemQh1
193,"What You Know Bout Love","Pop Smoke",31101,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
194,Selaras,"Kunto Aji",30919,https://open.spotify.com/track/61GiPHiUWi2f8mhN2AdBf0
195,"Can I Be Him","James Arthur",30795,https://open.spotify.com/track/0VhgEqMTNZwYL1ARDLLNCX
196,"lovely (with Khalid)","Billie Eilish",30605,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
197,"Hitam Putih",Fourtwnty,30591,https://open.spotify.com/track/0O6g2QFUhuLqRzGqhyzrIu
198,"Love Scene",BAEKHYUN,30584,https://open.spotify.com/track/1WWskMa6hvLgHuNhc6suE2
199,"Aku Yang Salah",Elmatu,30456,https://open.spotify.com/track/07kS6GzBPkGUMmfgQUfMbE
200,"Ruang Rindu",Letto,30369,https://open.spotify.com/track/3sZh17vjbQknQoC8z3y8zR
