,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
35,34+35,"Ariana Grande",93809,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
36,"After School",Weeekly,92679,https://open.spotify.com/track/52CBUrIdyf8tbZaUY9iawE
37,positions,"Ariana Grande",91735,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
38,"Hurts So Good","Astrid S",91540,https://open.spotify.com/track/46u5B2WN4wryYLZuMAOmI4
39,"Bahasa Kalbu",Raisa,89980,https://open.spotify.com/track/7c98gah3Qah9o76kgkzfrV
40,"Stuck with U (with Justin Bieber)","Ariana Grande",87930,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
41,"Resah Jadi Luka","Daun Jatuh",87420,https://open.spotify.com/track/3a0BOn9fWnTCUqWpqE71Bb
42,"Life Goes On",BTS,87366,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
43,"Into Your Arms (feat. Ava Max)","Witt Lowry",87229,https://open.spotify.com/track/0b11D9D0hMOYCIMN3OKreM
44,LILAC,IU,86626,https://open.spotify.com/track/5xrtzzzikpG3BLbo4q1Yul
45,"I'm Missing You",Sunjae,86333,https://open.spotify.com/track/0w0NpOQOYYClaTI0TFHBMF
46,Dynamite,BTS,86268,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
47,"Sudah - Story of Kale - Original Motion Picture Soundtrack","Ardhito Pramono",85057,https://open.spotify.com/track/5QGdWvXwXMK2Zx6eKagyue
48,"Kukira Kau Rumah",Amigdala,80280,https://open.spotify.com/track/1xdp8tXLTGbPeUSEODP9N7
49,Cuek,"Rizky Febian",79926,https://open.spotify.com/track/4sCabvmZpbmfoCNcoCSKEX
50,"Belum Siap Kehilangan","Stevan Pasaribu",77050,https://open.spotify.com/track/56Uibq6ur2xwUpSd9biBH1
51,"Mood (feat. iann dior)",24kGoldn,74391,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
52,"Tanpa Batas Waktu - 8D Version","Ade Govinda",70737,https://open.spotify.com/track/55GHdnqOdONST4g3dp744w
53,Secukupnya,Hindia,66917,https://open.spotify.com/track/5drW6PGRxkE6MxttzVLNk5
54,"I Still Love You",TheOvertunes,66594,https://open.spotify.com/track/4reIsHKw5hUj4pV8zzMjLA
55,Sofia,Clairo,65132,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM
56,"Pura Pura Lupa",Mahen,64927,https://open.spotify.com/track/6Aw5k0jkFceYayaJoRupLT
57,"Someone You Loved","Lewis Capaldi",64316,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
58,"Sesuatu Di Jogja","Adhitia Sofyan",63548,https://open.spotify.com/track/0MAIxtXWimwhAAQOST9jp7
59,telepatía,"Kali Uchis",63309,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
60,"if u could see me cryin' in my room","Arash Buana",63143,https://open.spotify.com/track/2yynRDKYqTLVTcP7FqoyVE
61,"Cinta Dalam Hati",Ungu,62617,https://open.spotify.com/track/4MaEMiH9lXR0NAcsrgJcuO
62,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",62402,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
63,Closure,Pamungkas,61143,https://open.spotify.com/track/3XJ9dvjhpxh49PyjRdn1Lu
64,"Waktu Yang Salah","Fiersa Besari",60382,https://open.spotify.com/track/4qgIQcskrvj6nlypTvBm5k
65,Copines,"Aya Nakamura",59943,https://open.spotify.com/track/1Bhm5HNO1cq8olDbBmokyL
66,"Astronaut In The Ocean","Masked Wolf",59842,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
67,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan","Fiersa Besari",58720,https://open.spotify.com/track/5sgRYOTpFZRROlndD460KI
68,"Good Days",SZA,58163,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
69,"Aku Yang Salah",Mahalini,57052,https://open.spotify.com/track/0OgwkVbQ4jVfsZJO4Xs9hC
70,bitterlove,"Ardhito Pramono",55484,https://open.spotify.com/track/74OLXYsvpfmSgPCMMi898K
71,lowkey,NIKI,53675,https://open.spotify.com/track/5TTXEcfsYLh6fTarLaevTi
72,"Tanpa Tergesa","Juicy Luicy",52923,https://open.spotify.com/track/3Jby9Ezr1E7wCsXe0Dexa6
73,Arcade,"Duncan Laurence",52530,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
74,"La La Lost You - Acoustic Version",NIKI,50185,https://open.spotify.com/track/5WkCcSa78lM1Ym4LXzJUiN
75,"Night Changes","One Direction",49610,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ
76,"Reflection - From ""Mulan""","Yura Yunita",49183,https://open.spotify.com/track/1H5tV0SkvBqxGllQ3HEVSy
77,"Sweet Scar","Weird Genius",49049,https://open.spotify.com/track/3R0FDwQSXOiO5gaOZFxKZ5
78,Sorry,Pamungkas,49014,https://open.spotify.com/track/4gW0fnArZ93uAElSkuw0PG
79,"As I Am (feat. Khalid)","Justin Bieber",48950,https://open.spotify.com/track/6F2r4HgpJnvKDmkN6JEN6J
80,"Akhir Tak Bahagia",Misellia,48612,https://open.spotify.com/track/0BYoWATcndOBcsCfKdTKRx
81,Memories,"Maroon 5",48428,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
82,"Seperti Kisah","Rizky Febian",48202,https://open.spotify.com/track/6nxQa68jVCLlYQsT3fi4G1
83,"you broke me first","Tate McRae",47996,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
84,"Somebody That I Used To Know",Gotye,47674,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
85,Runaway,AURORA,47414,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
86,"Garis Terdepan","Fiersa Besari",46992,https://open.spotify.com/track/4JozU4Ud30FGyDYzoUKasI
87,"Lonely (with benny blanco)","Justin Bieber",46759,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
88,"Adu Rayu","Yovie Widianto",46426,https://open.spotify.com/track/3FcCAFQj4bLpfxo8gj1kk9
89,"I Love You 3000","Stephanie Poetri",46241,https://open.spotify.com/track/3znQ9i61vfe2E7URHlOiyc
90,"Terlalu Cinta",Rossa,46124,https://open.spotify.com/track/6I9rJKR6WPRir6XoAaaJvH
91,"LATHI (with Sara Fajira)","Weird Genius",45373,https://open.spotify.com/track/06pezDUwqVsUfpBNw6uJir
92,"Tanya Hati",Pasto,44812,https://open.spotify.com/track/5D5wUmhN0uIWnPb6mNOBiN
93,"Lovesick Girls",BLACKPINK,44658,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C
94,2002,Anne-Marie,44386,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
95,"Ku Dengannya Kau Dengan Dia",Afgan,44234,https://open.spotify.com/track/1dB3siDxgzX7i1So4igd3x
96,Rehat,"Kunto Aji",43894,https://open.spotify.com/track/7mjO4RbTZIb1SfE8G673Lm
97,"Save Your Tears","The Weeknd",43801,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
98,"Kau Lagi","Celine & Nadya",43780,https://open.spotify.com/track/6RsvbZ6gFjRSOFonpf55mT
99,"Mantra Cinta","Rizky Febian",43593,https://open.spotify.com/track/2ROCaprX5ROfL2GkkbkCWy
100,Psycho,"Red Velvet",43044,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK
101,Dandelions,"Ruth B.",42766,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
102,Rollin',"Brave Girls",42546,https://open.spotify.com/track/2VJOpzv5sBpstCX9venJr5
103,"seperti takdir kita yang tulis","Nadin Amizah",42528,https://open.spotify.com/track/0ladq2Y2KLksoxqWUzpB1G
104,"Backyard Boy (with Jeremy Zucker)","Claire Rosinkranz",41835,https://open.spotify.com/track/4rE4qF4baoXpustrgtnFRw
105,"Untuk Perempuan Yang Sedang Di Pelukan","Payung Teduh",41567,https://open.spotify.com/track/0urpBLpcm6DOGzs86rcKd8
106,"Rindu Dalam Hati","Arsy Widianto",40892,https://open.spotify.com/track/1DhJgI2oAsDeDVSD5TNPCF
107,"How You Like That",BLACKPINK,40836,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o
108,"Don't Watch Me Cry","Alex Porat",40833,https://open.spotify.com/track/42i8mO4cQdsUmn5In7jony
109,"Boy With Luv (feat. Halsey)",BTS,40637,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
110,"Best Part (feat. Daniel Caesar)",H.E.R.,40529,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
111,Tolong,"Budi Doremi",40518,https://open.spotify.com/track/5X5Vj8FcxyoLzq9qxAa45U
112,"Say You Won't Let Go","James Arthur",40284,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
113,"Bicara (feat. Monita Tahalea)",TheOvertunes,40161,https://open.spotify.com/track/1Dxb9nWV16f5PthsUsV1XZ
114,"You Got It",Vedo,39943,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8
115,"Selamat (Selamat Tinggal)",Virgoun,39896,https://open.spotify.com/track/1mruWrUwAVe2XkksUQiaHK
116,Monokrom,Tulus,39871,https://open.spotify.com/track/4GfK1qOF3uBWidbPlTCQRL
117,"Bad Liar","Imagine Dragons",39856,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
118,"Talking to the Moon","Bruno Mars",39811,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
119,"eight(Prod.&Feat. SUGA of BTS)",IU,39799,https://open.spotify.com/track/0pYacDCZuRhcrwGUA5nTBe
120,Dan...,"Sheila On 7",39633,https://open.spotify.com/track/1MdjZzEInrmDBXf8zs0nKS
121,"Celengan Rindu","Fiersa Besari",39630,https://open.spotify.com/track/19JvKc2f3ZNblfBSDMDwUF
122,"Sedang Sayang Sayangnya","Mawar de Jongh",39473,https://open.spotify.com/track/10CbwBfusPvPWuzuTLeMdm
123,comethru,"Jeremy Zucker",39296,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP
124,"Holy (feat. Chance The Rapper)","Justin Bieber",39287,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
125,"Luka Yang Kurindu",Mahen,39124,https://open.spotify.com/track/5UgZoWvuycExNhZd6vIF7D
126,"10,000 Hours (with Justin Bieber)","Dan + Shay",39056,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
127,"Kamu & Kenangan - Original Soundtrack Habibie & Ainun 3","Maudy Ayunda",38873,https://open.spotify.com/track/6dMXNAMr1dlAAUo53QKfqs
128,"Please Don't Go","Mike Posner",38860,https://open.spotify.com/track/3wkKkFAtYSTRwqOydW6T0I
129,Adaptasi,Tulus,38469,https://open.spotify.com/track/0Ax3HeFnPVuHBtzc0AQ7zw
130,Kangen,"Dewa 19",37952,https://open.spotify.com/track/5LqanqJSmZwbwPtIi2RwTb
131,"Best Friend","Rex Orange County",37562,https://open.spotify.com/track/47Bg6IrMed1GPbxRgwH2aC
132,"Pluto Projector","Rex Orange County",37321,https://open.spotify.com/track/4EWBhKf1fOFnyMtUzACXEc
133,April,"Fiersa Besari",36629,https://open.spotify.com/track/3IesVVqYxCsRCsz5OCmC7q
134,Rumpang,"Nadin Amizah",36623,https://open.spotify.com/track/2TRGNVokPnC2a2oHg5iv1H
135,"Manusia Bodoh","Ada Band",36471,https://open.spotify.com/track/408TyH9YoTkH9J0Da9Ue8C
136,"Fly Me to the Moon","The Macarons Project",35895,https://open.spotify.com/track/0YBNpbrmpZdFRT0NFqii5C
137,"Ice Cream (with Selena Gomez)",BLACKPINK,35815,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz
138,Anyone,"Justin Bieber",35795,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
139,"Intentions (feat. Quavo)","Justin Bieber",35695,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
140,"Kiss (Never Let Me Go)",Thyro,35641,https://open.spotify.com/track/6nQYJuqhIW2zKWAv1rZPM6
141,"It Will Rain","Bruno Mars",35414,https://open.spotify.com/track/4rMNgxEwGWoPHIUcvB5BrB
142,Pelangi,Hivi!,35377,https://open.spotify.com/track/5BgZ1bi8xeWVxmg12RfWzv
143,Sorai,"Nadin Amizah",35352,https://open.spotify.com/track/3ymuBMTviroWLuf1jMsMVf
144,"Di Persimpangan Dilema",Terry,35308,https://open.spotify.com/track/5PU8ZFAGNJeWYVBh8w5msX
145,"Mad at Disney","salem ilese",35110,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
146,"Kala Cinta Menggoda",Noah,34869,https://open.spotify.com/track/4bZzHFP9VFX7HsyPomDwuE
147,Rayu,"Marion Jola",34593,https://open.spotify.com/track/4rAWADK2zYdjx2ar2Hp1C8
148,"Cinta Luar Biasa",Andmesh,34585,https://open.spotify.com/track/1JxoK0EU5SHupbXjSwYaN7
149,"Levitating (feat. DaBaby)","Dua Lipa",34550,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
150,"Langit Abu-Abu",Tulus,34405,https://open.spotify.com/track/2FaquTc3FYvNm7RuO1gD6O
151,"We're Good","Dua Lipa",34357,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
152,"Day & Night","Jung Seung Hwan",34297,https://open.spotify.com/track/1j5oDtBWVtNoVHMi2n6Fkz
153,"Just the Way You Are","Bruno Mars",34192,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
154,"I Like Me Better",Lauv,34030,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
155,"Lebih Dari Egoku","Mawar de Jongh",33899,https://open.spotify.com/track/4vh193RZbEEBanSG0719Wh
156,Fine,TAEYEON,33689,https://open.spotify.com/track/6CdUgvL597jWmW4w8P5kHs
157,You,Ten2Five,33629,https://open.spotify.com/track/4ilwLEDlMXGEVmMAAEJavA
158,"Strawberries & Cigarettes","Troye Sivan",33564,https://open.spotify.com/track/3afkJSKX0EAMsJXTZnDXXJ
159,Halu,"Feby Putri",33536,https://open.spotify.com/track/3c4cBEObUsLU8O5I2yQP3l
160,Coin,IU,33472,https://open.spotify.com/track/7CZRguMolNqIobnXxpV735
161,"Pretty Savage",BLACKPINK,33331,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr
162,"Cinta Dan Rahasia","Yura Yunita",33314,https://open.spotify.com/track/4HXUMRdT6s6Am6YHcWmuib
163,"Line Without a Hook","Ricky Montgomery",33304,https://open.spotify.com/track/5NvOZCjZaGGGL597exlQWv
164,"Tukar Jiwa",Tulus,33252,https://open.spotify.com/track/5VAGZmCKBxYT85w51gNy27
165,"Blueberry Eyes (feat. SUGA of BTS)",MAX,32982,https://open.spotify.com/track/6sI8Q7TTJeA9exw6hxEqq3
166,Januari,"Glenn Fredly",32687,https://open.spotify.com/track/3h3BXv7Iq5CTTiN9CHgkNe
167,"Kenangan Terindah",SAMSONS,32654,https://open.spotify.com/track/5TtmfZaNSYEcTR49cureT0
168,"Fix You",Coldplay,32622,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q
169,"Jangan Rubah Takdirku",Andmesh,32592,https://open.spotify.com/track/6MczIMSdoZyw8EBPhihazN
170,"Cintanya Aku","Tiara Andini",32362,https://open.spotify.com/track/53fKDMfQhWMSw7QKVDOTBP
171,"Cloud 9","Beach Bunny",32339,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
172,"It's You","Ali Gatie",32317,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
173,Membasuh,Hindia,32293,https://open.spotify.com/track/3CBxVM0zGj41BQtE6m7gwb
174,Remaja,Hivi!,32135,https://open.spotify.com/track/1SaQZoFXNu7ZAxxKImzFgf
175,"Fana Merah Jambu",Fourtwnty,31928,https://open.spotify.com/track/463XKKFCPlcrhtlwGbEovu
176,"What You Know Bout Love","Pop Smoke",31888,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
177,Seandainya,Vierra,31728,https://open.spotify.com/track/4zDsTPzY7Nm7rYKvszjKYL
178,Mine,"Petra Sihombing",31688,https://open.spotify.com/track/6NkUP6IeLnH6Yaw2wcNHzO
179,"cigarettes of ours","Ardhito Pramono",31585,https://open.spotify.com/track/77SiKnkNEnRw0uoPE4wuEp
180,"Black Mamba",aespa,31497,https://open.spotify.com/track/1t2qYCAjUAoGfeFeoBlK51
181,"Sekali Ini Saja","Glenn Fredly",31093,https://open.spotify.com/track/1GmIlN8URkjZxtV99zKlBk
182,Selaras,"Kunto Aji",30987,https://open.spotify.com/track/61GiPHiUWi2f8mhN2AdBf0
183,"One Only - Acoustic",Pamungkas,30935,https://open.spotify.com/track/71ck7QnubXzGGj3hE49dvk
184,"When You Love Someone","Endah N Rhesa",30881,https://open.spotify.com/track/2XWsariqeTCH61B53r8yA3
185,"Blueberry Eyes (feat. Lil Mosey, SUGA of BTS & Olivia O'Brien)",MAX,30644,https://open.spotify.com/track/3v96wJDPSdTYWEOgssfipO
186,"Too Good At Goodbyes","Sam Smith",30635,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
187,Flu,IU,30567,https://open.spotify.com/track/2j0MsDAMJ2ahsxP3z86ChI
188,"Rain On Me (with Ariana Grande)","Lady Gaga",30565,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
189,"Blinding Lights","The Weeknd",30555,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
190,"Not With Me","Bondan Prakoso",30536,https://open.spotify.com/track/3Jx6apzpRnf9MPmZv13LOj
191,Lara,"Dialog Senja",30502,https://open.spotify.com/track/1sGsoXJgOZ3wY3tveCUwWs
192,"When I Was Your Man","Bruno Mars",30455,https://open.spotify.com/track/0B7wvvmu9EISAwZnOpjhNI
193,"Yang Terdalam",Peterpan,30452,https://open.spotify.com/track/0CahNFWYcfqUzP7aYhg6J6
194,Soulmate,Kahitna,30390,https://open.spotify.com/track/2y3qRsc49ZmSatwK1SVLFi
195,"Indah Pada Waktunya","Rizky Febian",30175,https://open.spotify.com/track/1S5aHAr1hpf3icpzq3ullG
196,"Hitam Putih",Fourtwnty,30048,https://open.spotify.com/track/0O6g2QFUhuLqRzGqhyzrIu
197,"Hal Indah Butuh Waktu Untuk Datang",Idgitaf,30001,https://open.spotify.com/track/2k9ZZcEQVxoXd2OYr8iiQ8
198,"Can I Be Him","James Arthur",29962,https://open.spotify.com/track/0VhgEqMTNZwYL1ARDLLNCX
199,"lovely (with Khalid)","Billie Eilish",29864,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
200,"death bed (coffee for your head)",Powfu,29747,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
