,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
94,"Mantra Cinta","Rizky Febian",40194,https://open.spotify.com/track/2ROCaprX5ROfL2GkkbkCWy
95,Dandelions,"Ruth B.",40092,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
96,"Lovesick Girls",BLACKPINK,39858,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C
97,Psycho,"Red Velvet",39513,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK
98,"Location Unknown ◐ (feat. BEKA) - Brooklyn Session",HONNE,39312,https://open.spotify.com/track/4aT6vP9y2eDjxmRGm5ZqSC
99,2002,Anne-Marie,39178,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
100,"Tanya Hati",Pasto,38940,https://open.spotify.com/track/5D5wUmhN0uIWnPb6mNOBiN
101,"LATHI (with Sara Fajira)","Weird Genius",38432,https://open.spotify.com/track/06pezDUwqVsUfpBNw6uJir
102,"Talking to the Moon","Bruno Mars",38111,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
103,"Save Your Tears","The Weeknd",37860,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
104,"Untuk Perempuan Yang Sedang Di Pelukan","Payung Teduh",37533,https://open.spotify.com/track/0urpBLpcm6DOGzs86rcKd8
105,"Rindu Dalam Hati","Arsy Widianto",37455,https://open.spotify.com/track/1DhJgI2oAsDeDVSD5TNPCF
106,"Don't Watch Me Cry","Alex Porat",37194,https://open.spotify.com/track/42i8mO4cQdsUmn5In7jony
107,"Best Part (feat. Daniel Caesar)",H.E.R.,36923,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
108,Tolong,"Budi Doremi",36899,https://open.spotify.com/track/5X5Vj8FcxyoLzq9qxAa45U
109,"Selamat (Selamat Tinggal)",Virgoun,36866,https://open.spotify.com/track/1mruWrUwAVe2XkksUQiaHK
110,"Celengan Rindu","Fiersa Besari",36686,https://open.spotify.com/track/19JvKc2f3ZNblfBSDMDwUF
111,Monokrom,Tulus,36627,https://open.spotify.com/track/4GfK1qOF3uBWidbPlTCQRL
112,Dan...,"Sheila On 7",36587,https://open.spotify.com/track/1MdjZzEInrmDBXf8zs0nKS
113,"Boy With Luv (feat. Halsey)",BTS,36568,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
114,"Sedang Sayang Sayangnya","Mawar de Jongh",36568,https://open.spotify.com/track/10CbwBfusPvPWuzuTLeMdm
115,Rollin',"Brave Girls",36482,https://open.spotify.com/track/2VJOpzv5sBpstCX9venJr5
116,"You Got It",Vedo,36335,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8
117,"Backyard Boy (with Jeremy Zucker)","Claire Rosinkranz",36217,https://open.spotify.com/track/4rE4qF4baoXpustrgtnFRw
118,"Bad Liar","Imagine Dragons",36208,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
119,"How You Like That",BLACKPINK,35966,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o
120,"Say You Won't Let Go","James Arthur",35956,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
121,"Bicara (feat. Monita Tahalea)",TheOvertunes,35829,https://open.spotify.com/track/1Dxb9nWV16f5PthsUsV1XZ
122,"Kamu & Kenangan - Original Soundtrack Habibie & Ainun 3","Maudy Ayunda",35747,https://open.spotify.com/track/6dMXNAMr1dlAAUo53QKfqs
123,"Luka Yang Kurindu",Mahen,35496,https://open.spotify.com/track/5UgZoWvuycExNhZd6vIF7D
124,"Pluto Projector","Rex Orange County",35183,https://open.spotify.com/track/4EWBhKf1fOFnyMtUzACXEc
125,"Best Friend","Rex Orange County",35177,https://open.spotify.com/track/47Bg6IrMed1GPbxRgwH2aC
126,Kangen,"Dewa 19",35144,https://open.spotify.com/track/5LqanqJSmZwbwPtIi2RwTb
127,comethru,"Jeremy Zucker",35092,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP
128,"10,000 Hours (with Justin Bieber)","Dan + Shay",34813,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
129,Adaptasi,Tulus,34716,https://open.spotify.com/track/0Ax3HeFnPVuHBtzc0AQ7zw
130,Rumpang,"Nadin Amizah",34383,https://open.spotify.com/track/2TRGNVokPnC2a2oHg5iv1H
131,"eight(Prod.&Feat. SUGA of BTS)",IU,34074,https://open.spotify.com/track/0pYacDCZuRhcrwGUA5nTBe
132,"Cloud 9","Beach Bunny",33847,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
133,"Di Persimpangan Dilema",Terry,33541,https://open.spotify.com/track/5PU8ZFAGNJeWYVBh8w5msX
134,April,"Fiersa Besari",33467,https://open.spotify.com/track/3IesVVqYxCsRCsz5OCmC7q
135,"It Will Rain","Bruno Mars",33380,https://open.spotify.com/track/4rMNgxEwGWoPHIUcvB5BrB
136,"Holy (feat. Chance The Rapper)","Justin Bieber",33372,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
137,"Manusia Bodoh","Ada Band",33208,https://open.spotify.com/track/408TyH9YoTkH9J0Da9Ue8C
138,Sorai,"Nadin Amizah",32919,https://open.spotify.com/track/3ymuBMTviroWLuf1jMsMVf
139,"Please Don't Go","Mike Posner",32592,https://open.spotify.com/track/3wkKkFAtYSTRwqOydW6T0I
140,Anyone,"Justin Bieber",32472,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
141,"Langit Abu-Abu",Tulus,32322,https://open.spotify.com/track/2FaquTc3FYvNm7RuO1gD6O
142,"Fly Me to the Moon","The Macarons Project",32280,https://open.spotify.com/track/0YBNpbrmpZdFRT0NFqii5C
143,"Intentions (feat. Quavo)","Justin Bieber",31910,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
144,"Ice Cream (with Selena Gomez)",BLACKPINK,31783,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz
145,"Kala Cinta Menggoda",Noah,31655,https://open.spotify.com/track/4bZzHFP9VFX7HsyPomDwuE
146,"Cinta Luar Biasa",Andmesh,31548,https://open.spotify.com/track/1JxoK0EU5SHupbXjSwYaN7
147,"Lebih Dari Egoku","Mawar de Jongh",31523,https://open.spotify.com/track/4vh193RZbEEBanSG0719Wh
148,"Mad at Disney","salem ilese",31356,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
149,Halu,"Feby Putri",31326,https://open.spotify.com/track/3c4cBEObUsLU8O5I2yQP3l
150,"Day & Night","Jung Seung Hwan",31057,https://open.spotify.com/track/1j5oDtBWVtNoVHMi2n6Fkz
151,Rayu,"Marion Jola",31015,https://open.spotify.com/track/4rAWADK2zYdjx2ar2Hp1C8
152,You,Ten2Five,30845,https://open.spotify.com/track/4ilwLEDlMXGEVmMAAEJavA
153,Januari,"Glenn Fredly",30835,https://open.spotify.com/track/3h3BXv7Iq5CTTiN9CHgkNe
154,Membasuh,Hindia,30771,https://open.spotify.com/track/3CBxVM0zGj41BQtE6m7gwb
155,"Strawberries & Cigarettes","Troye Sivan",30723,https://open.spotify.com/track/3afkJSKX0EAMsJXTZnDXXJ
156,"Just the Way You Are","Bruno Mars",30691,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
157,"Fana Merah Jambu",Fourtwnty,30646,https://open.spotify.com/track/463XKKFCPlcrhtlwGbEovu
158,Fine,TAEYEON,30634,https://open.spotify.com/track/6CdUgvL597jWmW4w8P5kHs
159,"I Like Me Better",Lauv,30465,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
160,Pelangi,Hivi!,30246,https://open.spotify.com/track/5BgZ1bi8xeWVxmg12RfWzv
161,"Tukar Jiwa",Tulus,30205,https://open.spotify.com/track/5VAGZmCKBxYT85w51gNy27
162,"Jangan Rubah Takdirku",Andmesh,30137,https://open.spotify.com/track/6MczIMSdoZyw8EBPhihazN
163,"Line Without a Hook","Ricky Montgomery",30134,https://open.spotify.com/track/5NvOZCjZaGGGL597exlQWv
164,"Kenangan Terindah",SAMSONS,30109,https://open.spotify.com/track/5TtmfZaNSYEcTR49cureT0
165,"cigarettes of ours","Ardhito Pramono",30025,https://open.spotify.com/track/77SiKnkNEnRw0uoPE4wuEp
166,"It's You","Ali Gatie",29622,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
167,"Levitating (feat. DaBaby)","Dua Lipa",29541,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
168,"Kiss (Never Let Me Go)",Thyro,29486,https://open.spotify.com/track/6nQYJuqhIW2zKWAv1rZPM6
169,"Pretty Savage",BLACKPINK,29382,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr
170,"Fix You",Coldplay,29245,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q
171,Lara,"Dialog Senja",28979,https://open.spotify.com/track/1sGsoXJgOZ3wY3tveCUwWs
172,"Blueberry Eyes (feat. SUGA of BTS)",MAX,28950,https://open.spotify.com/track/6sI8Q7TTJeA9exw6hxEqq3
173,"We're Good","Dua Lipa",28756,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
174,"When I Was Your Man","Bruno Mars",28598,https://open.spotify.com/track/0B7wvvmu9EISAwZnOpjhNI
175,Mine,"Petra Sihombing",28495,https://open.spotify.com/track/6NkUP6IeLnH6Yaw2wcNHzO
176,Seandainya,Vierra,28492,https://open.spotify.com/track/4zDsTPzY7Nm7rYKvszjKYL
177,"Cinta Dan Rahasia","Yura Yunita",28417,https://open.spotify.com/track/4HXUMRdT6s6Am6YHcWmuib
178,"One Only - Acoustic",Pamungkas,28409,https://open.spotify.com/track/71ck7QnubXzGGj3hE49dvk
179,"What You Know Bout Love","Pop Smoke",28352,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
180,"When You Love Someone","Endah N Rhesa",28284,https://open.spotify.com/track/2XWsariqeTCH61B53r8yA3
181,Selaras,"Kunto Aji",28130,https://open.spotify.com/track/61GiPHiUWi2f8mhN2AdBf0
182,"Cintanya Aku","Tiara Andini",28066,https://open.spotify.com/track/53fKDMfQhWMSw7QKVDOTBP
183,"Black Mamba",aespa,28004,https://open.spotify.com/track/1t2qYCAjUAoGfeFeoBlK51
184,"Hitam Putih",Fourtwnty,27987,https://open.spotify.com/track/0O6g2QFUhuLqRzGqhyzrIu
185,"Pilu Membiru","Kunto Aji",27866,https://open.spotify.com/track/6A5tlFsbty5iJkSqMFWNFs
186,"Sekali Ini Saja","Glenn Fredly",27860,https://open.spotify.com/track/1GmIlN8URkjZxtV99zKlBk
187,"Blinding Lights","The Weeknd",27776,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
188,"Aku Yang Salah",Elmatu,27610,https://open.spotify.com/track/07kS6GzBPkGUMmfgQUfMbE
189,"Indah Pada Waktunya","Rizky Febian",27548,https://open.spotify.com/track/1S5aHAr1hpf3icpzq3ullG
190,"seperti takdir kita yang tulis","Nadin Amizah",27464,https://open.spotify.com/track/0ladq2Y2KLksoxqWUzpB1G
191,Perlahan,"Guyon Waton",27366,https://open.spotify.com/track/01TdkJ0lorIzBsdks8X1Tb
192,"death bed (coffee for your head)",Powfu,27325,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
193,"Hal Indah Butuh Waktu Untuk Datang",Idgitaf,27295,https://open.spotify.com/track/2k9ZZcEQVxoXd2OYr8iiQ8
194,"lovely (with Khalid)","Billie Eilish",27282,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
195,"Yang Terdalam",Peterpan,27272,https://open.spotify.com/track/0CahNFWYcfqUzP7aYhg6J6
196,"Not With Me","Bondan Prakoso",27177,https://open.spotify.com/track/3Jx6apzpRnf9MPmZv13LOj
197,"Blueberry Eyes (feat. Lil Mosey, SUGA of BTS & Olivia O'Brien)",MAX,27123,https://open.spotify.com/track/3v96wJDPSdTYWEOgssfipO
198,Nyaman,Andmesh,27105,https://open.spotify.com/track/1sxUn0SdlFG05Q3qAA2FlE
199,"Jikalau Kau Cinta",Judika,27084,https://open.spotify.com/track/29gdEEyeHC9ypmvQkohY4N
200,"Can I Be Him","James Arthur",27043,https://open.spotify.com/track/0VhgEqMTNZwYL1ARDLLNCX
