,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
72,Psycho,"Red Velvet",49857,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK
73,"You Got It",Vedo,49815,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8
74,"Tanpa Tergesa","Juicy Luicy",49776,https://open.spotify.com/track/3Jby9Ezr1E7wCsXe0Dexa6
75,"Mantra Cinta","Rizky Febian",49624,https://open.spotify.com/track/2ROCaprX5ROfL2GkkbkCWy
76,Memories,"Maroon 5",49560,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
77,"Lovesick Girls",BLACKPINK,48961,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C
78,"Garis Terdepan","Fiersa Besari",48133,https://open.spotify.com/track/4JozU4Ud30FGyDYzoUKasI
79,"Adu Rayu","Yovie Widianto",48023,https://open.spotify.com/track/3FcCAFQj4bLpfxo8gj1kk9
80,"Night Changes","One Direction",47936,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ
81,"Cintanya Aku","Tiara Andini",47482,https://open.spotify.com/track/53fKDMfQhWMSw7QKVDOTBP
82,Selaras,"Kunto Aji",47157,https://open.spotify.com/track/61GiPHiUWi2f8mhN2AdBf0
83,Arcade,"Duncan Laurence",46621,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
84,Rehat,"Kunto Aji",46109,https://open.spotify.com/track/7mjO4RbTZIb1SfE8G673Lm
85,"Kamu & Kenangan - Original Soundtrack Habibie & Ainun 3","Maudy Ayunda",45508,https://open.spotify.com/track/6dMXNAMr1dlAAUo53QKfqs
86,"Terlalu Cinta",Rossa,45473,https://open.spotify.com/track/6I9rJKR6WPRir6XoAaaJvH
87,Runaway,AURORA,45468,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
88,"Save Your Tears","The Weeknd",45467,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
89,"I Love You 3000","Stephanie Poetri",45366,https://open.spotify.com/track/3znQ9i61vfe2E7URHlOiyc
90,Sorry,Pamungkas,45053,https://open.spotify.com/track/4gW0fnArZ93uAElSkuw0PG
91,"How You Like That",BLACKPINK,44803,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o
92,"Tanya Hati",Pasto,44765,https://open.spotify.com/track/5D5wUmhN0uIWnPb6mNOBiN
93,"Don't Watch Me Cry","Alex Porat",44503,https://open.spotify.com/track/42i8mO4cQdsUmn5In7jony
94,"Astronaut In The Ocean","Masked Wolf",44201,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
95,2002,Anne-Marie,44025,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
96,"Mad at Disney","salem ilese",43841,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
97,"Sweet Scar","Weird Genius",43307,https://open.spotify.com/track/3R0FDwQSXOiO5gaOZFxKZ5
98,"Boy With Luv (feat. Halsey)",BTS,43074,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
99,"Why Why Why",iKON,42592,https://open.spotify.com/track/0br4r9VlPdofrWXxPorlYd
100,"Celengan Rindu","Fiersa Besari",42267,https://open.spotify.com/track/19JvKc2f3ZNblfBSDMDwUF
101,Tolong,"Budi Doremi",42200,https://open.spotify.com/track/5X5Vj8FcxyoLzq9qxAa45U
102,"LATHI (with Sara Fajira)","Weird Genius",42128,https://open.spotify.com/track/06pezDUwqVsUfpBNw6uJir
103,Adaptasi,Tulus,42044,https://open.spotify.com/track/0Ax3HeFnPVuHBtzc0AQ7zw
104,Monokrom,Tulus,41849,https://open.spotify.com/track/4GfK1qOF3uBWidbPlTCQRL
105,"Don't Call Me",SHINee,41808,https://open.spotify.com/track/462OPOKW0VMbvW9H7HIb0U
106,"What You Know Bout Love","Pop Smoke",41612,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
107,"Sedang Sayang Sayangnya","Mawar de Jongh",41595,https://open.spotify.com/track/10CbwBfusPvPWuzuTLeMdm
108,"Bicara (feat. Monita Tahalea)",TheOvertunes,41478,https://open.spotify.com/track/1Dxb9nWV16f5PthsUsV1XZ
109,"Rindu Dalam Hati","Arsy Widianto",41463,https://open.spotify.com/track/1DhJgI2oAsDeDVSD5TNPCF
110,"Luka Yang Kurindu",Mahen,41335,https://open.spotify.com/track/5UgZoWvuycExNhZd6vIF7D
111,"Selamat (Selamat Tinggal)",Virgoun,40920,https://open.spotify.com/track/1mruWrUwAVe2XkksUQiaHK
112,"Best Part (feat. Daniel Caesar)",H.E.R.,40863,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
113,"Savage Love (Laxed – Siren Beat) [BTS Remix]","Jawsh 685",40330,https://open.spotify.com/track/4TgxFMOn5yoESW6zCidCXL
114,"Ice Cream (with Selena Gomez)",BLACKPINK,40045,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz
115,"10,000 Hours (with Justin Bieber)","Dan + Shay",40011,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
116,"Untuk Perempuan Yang Sedang Di Pelukan","Payung Teduh",40011,https://open.spotify.com/track/0urpBLpcm6DOGzs86rcKd8
117,"Say You Won't Let Go","James Arthur",39985,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
118,Rumpang,"Nadin Amizah",39838,https://open.spotify.com/track/2TRGNVokPnC2a2oHg5iv1H
119,Dan...,"Sheila On 7",39787,https://open.spotify.com/track/1MdjZzEInrmDBXf8zs0nKS
120,comethru,"Jeremy Zucker",39401,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP
121,Fine,TAEYEON,39376,https://open.spotify.com/track/6CdUgvL597jWmW4w8P5kHs
122,"Day & Night","Jung Seung Hwan",39356,https://open.spotify.com/track/1j5oDtBWVtNoVHMi2n6Fkz
123,"Fix You",Coldplay,39319,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q
124,April,"Fiersa Besari",38934,https://open.spotify.com/track/3IesVVqYxCsRCsz5OCmC7q
125,"Hal Indah Butuh Waktu Untuk Datang",Idgitaf,38868,https://open.spotify.com/track/2k9ZZcEQVxoXd2OYr8iiQ8
126,"Black Mamba",aespa,38642,https://open.spotify.com/track/1t2qYCAjUAoGfeFeoBlK51
127,"Intentions (feat. Quavo)","Justin Bieber",38640,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
128,Starlight,"CHA NI (SF9)",38616,https://open.spotify.com/track/7lV0M6ulaapTNZJzx8stw0
129,"Line Without a Hook","Ricky Montgomery",38594,https://open.spotify.com/track/5NvOZCjZaGGGL597exlQWv
130,"Fly Me to the Moon","The Macarons Project",38397,https://open.spotify.com/track/0YBNpbrmpZdFRT0NFqii5C
131,"Di Persimpangan Dilema",Terry,37992,https://open.spotify.com/track/5PU8ZFAGNJeWYVBh8w5msX
132,"Kala Cinta Menggoda",Noah,37959,https://open.spotify.com/track/4bZzHFP9VFX7HsyPomDwuE
133,"Belum Siap Kehilangan","Stevan Pasaribu",37387,https://open.spotify.com/track/56Uibq6ur2xwUpSd9biBH1
134,"Pretty Savage",BLACKPINK,37018,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr
135,Halu,"Feby Putri",36942,https://open.spotify.com/track/3c4cBEObUsLU8O5I2yQP3l
136,"Langit Abu-Abu",Tulus,36632,https://open.spotify.com/track/2FaquTc3FYvNm7RuO1gD6O
137,"Lebih Dari Egoku","Mawar de Jongh",36525,https://open.spotify.com/track/4vh193RZbEEBanSG0719Wh
138,Kangen,"Dewa 19",36445,https://open.spotify.com/track/5LqanqJSmZwbwPtIi2RwTb
139,"Strawberries & Cigarettes","Troye Sivan",36271,https://open.spotify.com/track/3afkJSKX0EAMsJXTZnDXXJ
140,Pelangi,Hivi!,35991,https://open.spotify.com/track/5BgZ1bi8xeWVxmg12RfWzv
141,Anyone,"Justin Bieber",35731,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4
142,willow,"Taylor Swift",35650,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D
143,Sorai,"Nadin Amizah",35641,https://open.spotify.com/track/3ymuBMTviroWLuf1jMsMVf
144,"Manusia Bodoh","Ada Band",35483,https://open.spotify.com/track/408TyH9YoTkH9J0Da9Ue8C
145,"Cinta Luar Biasa",Andmesh,35324,https://open.spotify.com/track/1JxoK0EU5SHupbXjSwYaN7
146,Rayu,"Marion Jola",35260,https://open.spotify.com/track/4rAWADK2zYdjx2ar2Hp1C8
147,"Blueberry Eyes (feat. Lil Mosey, SUGA of BTS & Olivia O'Brien)",MAX,35187,https://open.spotify.com/track/3v96wJDPSdTYWEOgssfipO
148,"We're Good","Dua Lipa",35085,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
149,"I Like Me Better",Lauv,34710,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
150,Dandelions,"Ruth B.",34710,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
151,Membasuh,Hindia,34564,https://open.spotify.com/track/3CBxVM0zGj41BQtE6m7gwb
152,"Make A Wish (Birthday Song)","NCT U",34351,https://open.spotify.com/track/6FdShjf7nA2cqEnpv1tIia
153,Lara,"Dialog Senja",33894,https://open.spotify.com/track/1sGsoXJgOZ3wY3tveCUwWs
154,"gimme gimme","NCT 127",33644,https://open.spotify.com/track/6shrCEEMcrT6Akxkk8IhLC
155,Bahaya,"Arsy Widianto",33638,https://open.spotify.com/track/45FQZlkNDDHg4pzyjiLQkc
156,"It's You","Ali Gatie",33575,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
157,"Aku Yang Salah",Elmatu,33447,https://open.spotify.com/track/07kS6GzBPkGUMmfgQUfMbE
158,"Girl In The Mirror","Sophia Grace",33434,https://open.spotify.com/track/0oXMw64TD8wYk1vSwNNKaO
159,"Blueberry Eyes (feat. SUGA of BTS)",MAX,33424,https://open.spotify.com/track/6sI8Q7TTJeA9exw6hxEqq3
160,"Just the Way You Are","Bruno Mars",33336,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
161,"Cinta Dan Rahasia","Yura Yunita",33319,https://open.spotify.com/track/4HXUMRdT6s6Am6YHcWmuib
162,"Tukar Jiwa",Tulus,33266,https://open.spotify.com/track/5VAGZmCKBxYT85w51gNy27
163,"Jangan Rubah Takdirku",Andmesh,33086,https://open.spotify.com/track/6MczIMSdoZyw8EBPhihazN
164,"Fana Merah Jambu",Fourtwnty,32897,https://open.spotify.com/track/463XKKFCPlcrhtlwGbEovu
165,"I CAN'T STOP ME",TWICE,32541,https://open.spotify.com/track/3apeXzypBMnUfYcZYNX6DH
166,"lovely (with Khalid)","Billie Eilish",32536,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
167,"Best Friend","Rex Orange County",32484,https://open.spotify.com/track/47Bg6IrMed1GPbxRgwH2aC
168,"cigarettes of ours","Ardhito Pramono",32482,https://open.spotify.com/track/77SiKnkNEnRw0uoPE4wuEp
169,Januari,"Glenn Fredly",32353,https://open.spotify.com/track/3h3BXv7Iq5CTTiN9CHgkNe
170,"Kenangan Terindah",SAMSONS,32208,https://open.spotify.com/track/5TtmfZaNSYEcTR49cureT0
171,"death bed (coffee for your head)",Powfu,31949,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
172,"Sekali Ini Saja","Glenn Fredly",31687,https://open.spotify.com/track/1GmIlN8URkjZxtV99zKlBk
173,"Pilu Membiru","Kunto Aji",31657,https://open.spotify.com/track/6A5tlFsbty5iJkSqMFWNFs
174,Mine,"Petra Sihombing",31641,https://open.spotify.com/track/6NkUP6IeLnH6Yaw2wcNHzO
175,"Holy (feat. Chance The Rapper)","Justin Bieber",31630,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
176,Remaja,Hivi!,31581,https://open.spotify.com/track/1SaQZoFXNu7ZAxxKImzFgf
177,You,Ten2Five,31538,https://open.spotify.com/track/4ilwLEDlMXGEVmMAAEJavA
178,Tanya,Dere,31485,https://open.spotify.com/track/7ACU6Hb2lOWax6zPFgfFy3
179,"It Will Rain","Bruno Mars",31006,https://open.spotify.com/track/4rMNgxEwGWoPHIUcvB5BrB
180,"Takkan Terganti",Marcell,30871,https://open.spotify.com/track/0T4t1PywlNmJGcveGH5spB
181,Perlahan,"Guyon Waton",30814,https://open.spotify.com/track/01TdkJ0lorIzBsdks8X1Tb
182,"Indah Pada Waktunya","Rizky Febian",30769,https://open.spotify.com/track/1S5aHAr1hpf3icpzq3ullG
183,"Blue & Grey",BTS,30500,https://open.spotify.com/track/0n2moJpAEWHwaPYYjkzMDl
184,"You Are The Reason","Calum Scott",30420,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B
185,"Hey Stupid, I Love You","JP Saxe",30242,https://open.spotify.com/track/5inDa3sWj8zqJBOdj7Bjqc
186,Soulmate,Kahitna,30237,https://open.spotify.com/track/2y3qRsc49ZmSatwK1SVLFi
187,"Hitam Putih",Fourtwnty,30204,https://open.spotify.com/track/0O6g2QFUhuLqRzGqhyzrIu
188,"Yang Terdalam",Peterpan,30158,https://open.spotify.com/track/0CahNFWYcfqUzP7aYhg6J6
189,"Too Good At Goodbyes","Sam Smith",30076,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
190,Nyaman,Andmesh,30042,https://open.spotify.com/track/1sxUn0SdlFG05Q3qAA2FlE
191,"Serta Mulia","Sal Priadi",29913,https://open.spotify.com/track/1CVUWAC845LKEDHH0l8XG2
192,"Blinding Lights","The Weeknd",29863,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
193,"Not With Me","Bondan Prakoso",29813,https://open.spotify.com/track/3Jx6apzpRnf9MPmZv13LOj
194,"When You Love Someone","Endah N Rhesa",29773,https://open.spotify.com/track/2XWsariqeTCH61B53r8yA3
195,"Dekat Di Hati",RAN,29761,https://open.spotify.com/track/0owU9W5gPsJEcwAmMjzomy
196,"Bentuk Cinta","Eclat Story",29712,https://open.spotify.com/track/3fE59mslat0M3nnRjpHlse
197,"If the World Was Ending - feat. Julia Michaels","JP Saxe",29696,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
198,"Without Me",Halsey,29558,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
199,"Play Date","Melanie Martinez",29549,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
200,"Jikalau Kau Cinta",Judika,29464,https://open.spotify.com/track/29gdEEyeHC9ypmvQkohY4N
