,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
46,"Belum Siap Kehilangan","Stevan Pasaribu",90641,https://open.spotify.com/track/56Uibq6ur2xwUpSd9biBH1
47,"Kukira Kau Rumah",Amigdala,83707,https://open.spotify.com/track/1xdp8tXLTGbPeUSEODP9N7
48,Copines,"Aya Nakamura",82456,https://open.spotify.com/track/1Bhm5HNO1cq8olDbBmokyL
49,"Tanpa Batas Waktu - 8D Version","Ade Govinda",82126,https://open.spotify.com/track/55GHdnqOdONST4g3dp744w
50,"Mood (feat. iann dior)",24kGoldn,81978,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
51,Sofia,Clairo,74200,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM
52,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",71341,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
53,Secukupnya,Hindia,71034,https://open.spotify.com/track/5drW6PGRxkE6MxttzVLNk5
54,"I Still Love You",TheOvertunes,69865,https://open.spotify.com/track/4reIsHKw5hUj4pV8zzMjLA
55,telepatía,"Kali Uchis",69761,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
56,"Good Days",SZA,69441,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
57,Closure,Pamungkas,68160,https://open.spotify.com/track/3XJ9dvjhpxh49PyjRdn1Lu
58,"if u could see me cryin' in my room","Arash Buana",67384,https://open.spotify.com/track/2yynRDKYqTLVTcP7FqoyVE
59,"Lonely (with benny blanco)","Justin Bieber",67086,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
60,"Pura Pura Lupa",Mahen,65623,https://open.spotify.com/track/6Aw5k0jkFceYayaJoRupLT
61,"Someone You Loved","Lewis Capaldi",65411,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
62,"Aku Yang Salah",Mahalini,65368,https://open.spotify.com/track/0OgwkVbQ4jVfsZJO4Xs9hC
63,"Cinta Dalam Hati",Ungu,64730,https://open.spotify.com/track/4MaEMiH9lXR0NAcsrgJcuO
64,"Sesuatu Di Jogja","Adhitia Sofyan",64506,https://open.spotify.com/track/0MAIxtXWimwhAAQOST9jp7
65,"Waktu Yang Salah","Fiersa Besari",63627,https://open.spotify.com/track/4qgIQcskrvj6nlypTvBm5k
66,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan","Fiersa Besari",60873,https://open.spotify.com/track/5sgRYOTpFZRROlndD460KI
67,"Astronaut In The Ocean","Masked Wolf",60768,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
68,"Somebody That I Used To Know",Gotye,60041,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
69,bitterlove,"Ardhito Pramono",58534,https://open.spotify.com/track/74OLXYsvpfmSgPCMMi898K
70,lowkey,NIKI,58309,https://open.spotify.com/track/5TTXEcfsYLh6fTarLaevTi
71,Sorry,Pamungkas,55938,https://open.spotify.com/track/4gW0fnArZ93uAElSkuw0PG
72,"La La Lost You - Acoustic Version",NIKI,54984,https://open.spotify.com/track/5WkCcSa78lM1Ym4LXzJUiN
73,"Seperti Kisah","Rizky Febian",54944,https://open.spotify.com/track/6nxQa68jVCLlYQsT3fi4G1
74,"Night Changes","One Direction",54582,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ
75,"Reflection - From ""Mulan""","Yura Yunita",53213,https://open.spotify.com/track/1H5tV0SkvBqxGllQ3HEVSy
76,"Tanpa Tergesa","Juicy Luicy",52409,https://open.spotify.com/track/3Jby9Ezr1E7wCsXe0Dexa6
77,"Kau Lagi","Celine & Nadya",52097,https://open.spotify.com/track/6RsvbZ6gFjRSOFonpf55mT
78,"Backyard Boy (with Jeremy Zucker)","Claire Rosinkranz",51191,https://open.spotify.com/track/4rE4qF4baoXpustrgtnFRw
79,"you broke me first","Tate McRae",51082,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
80,Arcade,"Duncan Laurence",49709,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
81,"Ku Dengannya Kau Dengan Dia",Afgan,49163,https://open.spotify.com/track/1dB3siDxgzX7i1So4igd3x
82,"Sweet Scar","Weird Genius",48750,https://open.spotify.com/track/3R0FDwQSXOiO5gaOZFxKZ5
83,Memories,"Maroon 5",48741,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
84,"I Love You 3000","Stephanie Poetri",48434,https://open.spotify.com/track/3znQ9i61vfe2E7URHlOiyc
85,Runaway,AURORA,48405,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
86,"Terlalu Cinta",Rossa,47780,https://open.spotify.com/track/6I9rJKR6WPRir6XoAaaJvH
87,"Lovesick Girls",BLACKPINK,47666,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C
88,"You Got It",Vedo,47664,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8
89,"Garis Terdepan","Fiersa Besari",47537,https://open.spotify.com/track/4JozU4Ud30FGyDYzoUKasI
90,Rehat,"Kunto Aji",46457,https://open.spotify.com/track/7mjO4RbTZIb1SfE8G673Lm
91,"Don't Watch Me Cry","Alex Porat",46373,https://open.spotify.com/track/42i8mO4cQdsUmn5In7jony
92,"Mantra Cinta","Rizky Febian",46349,https://open.spotify.com/track/2ROCaprX5ROfL2GkkbkCWy
93,"Adu Rayu","Yovie Widianto",45989,https://open.spotify.com/track/3FcCAFQj4bLpfxo8gj1kk9
94,2002,Anne-Marie,45981,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
95,"Save Your Tears","The Weeknd",45575,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
96,"Tanya Hati",Pasto,44845,https://open.spotify.com/track/5D5wUmhN0uIWnPb6mNOBiN
97,Psycho,"Red Velvet",44654,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK
98,"Kamu & Kenangan - Original Soundtrack Habibie & Ainun 3","Maudy Ayunda",44189,https://open.spotify.com/track/6dMXNAMr1dlAAUo53QKfqs
99,"LATHI (with Sara Fajira)","Weird Genius",43818,https://open.spotify.com/track/06pezDUwqVsUfpBNw6uJir
100,"How You Like That",BLACKPINK,43650,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o
101,Dandelions,"Ruth B.",42388,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
102,"Boy With Luv (feat. Halsey)",BTS,42385,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
103,"Say You Won't Let Go","James Arthur",42044,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
104,"Luka Yang Kurindu",Mahen,41845,https://open.spotify.com/track/5UgZoWvuycExNhZd6vIF7D
105,"Celengan Rindu","Fiersa Besari",41492,https://open.spotify.com/track/19JvKc2f3ZNblfBSDMDwUF
106,Tolong,"Budi Doremi",41396,https://open.spotify.com/track/5X5Vj8FcxyoLzq9qxAa45U
107,Adaptasi,Tulus,41390,https://open.spotify.com/track/0Ax3HeFnPVuHBtzc0AQ7zw
108,"Sedang Sayang Sayangnya","Mawar de Jongh",41278,https://open.spotify.com/track/10CbwBfusPvPWuzuTLeMdm
109,"Best Part (feat. Daniel Caesar)",H.E.R.,41269,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
110,Selaras,"Kunto Aji",41249,https://open.spotify.com/track/61GiPHiUWi2f8mhN2AdBf0
111,"Bicara (feat. Monita Tahalea)",TheOvertunes,41216,https://open.spotify.com/track/1Dxb9nWV16f5PthsUsV1XZ
112,comethru,"Jeremy Zucker",41185,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP
113,"Untuk Perempuan Yang Sedang Di Pelukan","Payung Teduh",41167,https://open.spotify.com/track/0urpBLpcm6DOGzs86rcKd8
114,Monokrom,Tulus,41121,https://open.spotify.com/track/4GfK1qOF3uBWidbPlTCQRL
115,"Selamat (Selamat Tinggal)",Virgoun,41048,https://open.spotify.com/track/1mruWrUwAVe2XkksUQiaHK
116,Dan...,"Sheila On 7",40976,https://open.spotify.com/track/1MdjZzEInrmDBXf8zs0nKS
117,"10,000 Hours (with Justin Bieber)","Dan + Shay",40563,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
118,"Mad at Disney","salem ilese",40224,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
119,"eight(Prod.&Feat. SUGA of BTS)",IU,40176,https://open.spotify.com/track/0pYacDCZuRhcrwGUA5nTBe
120,"Bad Liar","Imagine Dragons",40049,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
121,"What You Know Bout Love","Pop Smoke",39965,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
122,"Rindu Dalam Hati","Arsy Widianto",39670,https://open.spotify.com/track/1DhJgI2oAsDeDVSD5TNPCF
123,Kangen,"Dewa 19",39402,https://open.spotify.com/track/5LqanqJSmZwbwPtIi2RwTb
124,"Savage Love (Laxed – Siren Beat) [BTS Remix]","Jawsh 685",39374,https://open.spotify.com/track/4TgxFMOn5yoESW6zCidCXL
125,"Line Without a Hook","Ricky Montgomery",38969,https://open.spotify.com/track/5NvOZCjZaGGGL597exlQWv
126,"Day & Night","Jung Seung Hwan",38920,https://open.spotify.com/track/1j5oDtBWVtNoVHMi2n6Fkz
127,"Girl In The Mirror","Sophia Grace",38736,https://open.spotify.com/track/0oXMw64TD8wYk1vSwNNKaO
128,"We're Good","Dua Lipa",38396,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
129,April,"Fiersa Besari",38363,https://open.spotify.com/track/3IesVVqYxCsRCsz5OCmC7q
130,"Fly Me to the Moon","The Macarons Project",38298,https://open.spotify.com/track/0YBNpbrmpZdFRT0NFqii5C
131,"Di Persimpangan Dilema",Terry,37993,https://open.spotify.com/track/5PU8ZFAGNJeWYVBh8w5msX
132,"Ice Cream (with Selena Gomez)",BLACKPINK,37865,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz
133,"Manusia Bodoh","Ada Band",37828,https://open.spotify.com/track/408TyH9YoTkH9J0Da9Ue8C
134,"Kala Cinta Menggoda",Noah,37662,https://open.spotify.com/track/4bZzHFP9VFX7HsyPomDwuE
135,Fine,TAEYEON,37552,https://open.spotify.com/track/6CdUgvL597jWmW4w8P5kHs
136,"Intentions (feat. Quavo)","Justin Bieber",37515,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
137,"Fix You",Coldplay,37358,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q
138,Rumpang,"Nadin Amizah",37269,https://open.spotify.com/track/2TRGNVokPnC2a2oHg5iv1H
139,"Best Friend","Rex Orange County",37229,https://open.spotify.com/track/47Bg6IrMed1GPbxRgwH2aC
140,"Strawberries & Cigarettes","Troye Sivan",36912,https://open.spotify.com/track/3afkJSKX0EAMsJXTZnDXXJ
141,"Jangan Rubah Takdirku",Andmesh,36845,https://open.spotify.com/track/6MczIMSdoZyw8EBPhihazN
142,"Cinta Luar Biasa",Andmesh,36290,https://open.spotify.com/track/1JxoK0EU5SHupbXjSwYaN7
143,"Pretty Savage",BLACKPINK,35895,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr
144,"Langit Abu-Abu",Tulus,35853,https://open.spotify.com/track/2FaquTc3FYvNm7RuO1gD6O
145,Sorai,"Nadin Amizah",35852,https://open.spotify.com/track/3ymuBMTviroWLuf1jMsMVf
146,Rayu,"Marion Jola",35659,https://open.spotify.com/track/4rAWADK2zYdjx2ar2Hp1C8
147,"Blueberry Eyes (feat. Lil Mosey, SUGA of BTS & Olivia O'Brien)",MAX,35520,https://open.spotify.com/track/3v96wJDPSdTYWEOgssfipO
148,"Hal Indah Butuh Waktu Untuk Datang",Idgitaf,35079,https://open.spotify.com/track/2k9ZZcEQVxoXd2OYr8iiQ8
149,Pelangi,Hivi!,35037,https://open.spotify.com/track/5BgZ1bi8xeWVxmg12RfWzv
150,"Black Mamba",aespa,34968,https://open.spotify.com/track/1t2qYCAjUAoGfeFeoBlK51
151,Halu,"Feby Putri",34881,https://open.spotify.com/track/3c4cBEObUsLU8O5I2yQP3l
152,"I Like Me Better",Lauv,34741,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
153,"Lebih Dari Egoku","Mawar de Jongh",34666,https://open.spotify.com/track/4vh193RZbEEBanSG0719Wh
154,"Tukar Jiwa",Tulus,34653,https://open.spotify.com/track/5VAGZmCKBxYT85w51gNy27
155,"Cintanya Aku","Tiara Andini",34584,https://open.spotify.com/track/53fKDMfQhWMSw7QKVDOTBP
156,"Cinta Dan Rahasia","Yura Yunita",34321,https://open.spotify.com/track/4HXUMRdT6s6Am6YHcWmuib
157,Anyone,"Justin Bieber",34141,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4
158,You,Ten2Five,33723,https://open.spotify.com/track/4ilwLEDlMXGEVmMAAEJavA
159,"Just the Way You Are","Bruno Mars",33604,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
160,"Why Why Why",iKON,33562,https://open.spotify.com/track/0br4r9VlPdofrWXxPorlYd
161,"cigarettes of ours","Ardhito Pramono",33424,https://open.spotify.com/track/77SiKnkNEnRw0uoPE4wuEp
162,"One Only - Acoustic",Pamungkas,33212,https://open.spotify.com/track/71ck7QnubXzGGj3hE49dvk
163,Seandainya,Vierra,33152,https://open.spotify.com/track/4zDsTPzY7Nm7rYKvszjKYL
164,"Blueberry Eyes (feat. SUGA of BTS)",MAX,33141,https://open.spotify.com/track/6sI8Q7TTJeA9exw6hxEqq3
165,Membasuh,Hindia,33059,https://open.spotify.com/track/3CBxVM0zGj41BQtE6m7gwb
166,"It's You","Ali Gatie",33052,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
167,"Not With Me","Bondan Prakoso",33020,https://open.spotify.com/track/3Jx6apzpRnf9MPmZv13LOj
168,"Kenangan Terindah",SAMSONS,32988,https://open.spotify.com/track/5TtmfZaNSYEcTR49cureT0
169,Mine,"Petra Sihombing",32772,https://open.spotify.com/track/6NkUP6IeLnH6Yaw2wcNHzO
170,Lara,"Dialog Senja",32539,https://open.spotify.com/track/1sGsoXJgOZ3wY3tveCUwWs
171,Januari,"Glenn Fredly",32472,https://open.spotify.com/track/3h3BXv7Iq5CTTiN9CHgkNe
172,Starlight,"CHA NI (SF9)",32432,https://open.spotify.com/track/7lV0M6ulaapTNZJzx8stw0
173,"Fana Merah Jambu",Fourtwnty,32260,https://open.spotify.com/track/463XKKFCPlcrhtlwGbEovu
174,"To the Bone",Pamungkas,32252,https://open.spotify.com/track/1XU0PmUY3oqFovtDbjzQJr
175,"Make A Wish (Birthday Song)","NCT U",32244,https://open.spotify.com/track/6FdShjf7nA2cqEnpv1tIia
176,"Levitating (feat. DaBaby)","Dua Lipa",32194,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
177,"Indah Pada Waktunya","Rizky Febian",31923,https://open.spotify.com/track/1S5aHAr1hpf3icpzq3ullG
178,"When You Love Someone","Endah N Rhesa",31887,https://open.spotify.com/track/2XWsariqeTCH61B53r8yA3
179,"Sedih Tak Berujung","Glenn Fredly",31777,https://open.spotify.com/track/6xMUMMK64AUpstGjlDvoNn
180,"Takkan Terganti",Marcell,31691,https://open.spotify.com/track/0T4t1PywlNmJGcveGH5spB
181,"Aku Yang Salah",Elmatu,31686,https://open.spotify.com/track/07kS6GzBPkGUMmfgQUfMbE
182,"Blinding Lights","The Weeknd",31635,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
183,"lovely (with Khalid)","Billie Eilish",31447,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
184,"Talking to the Moon","Bruno Mars",31324,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
185,"Pilu Membiru","Kunto Aji",31123,https://open.spotify.com/track/6A5tlFsbty5iJkSqMFWNFs
186,"Sekali Ini Saja","Glenn Fredly",31115,https://open.spotify.com/track/1GmIlN8URkjZxtV99zKlBk
187,Remaja,Hivi!,31101,https://open.spotify.com/track/1SaQZoFXNu7ZAxxKImzFgf
188,"Yang Terdalam",Peterpan,31043,https://open.spotify.com/track/0CahNFWYcfqUzP7aYhg6J6
189,Tanya,Dere,31028,https://open.spotify.com/track/7ACU6Hb2lOWax6zPFgfFy3
190,"Akhir Tak Bahagia",Misellia,30995,https://open.spotify.com/track/0BYoWATcndOBcsCfKdTKRx
191,"It Will Rain","Bruno Mars",30902,https://open.spotify.com/track/4rMNgxEwGWoPHIUcvB5BrB
192,"Too Good At Goodbyes","Sam Smith",30829,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
193,"I CAN'T STOP ME",TWICE,30605,https://open.spotify.com/track/3apeXzypBMnUfYcZYNX6DH
194,"death bed (coffee for your head)",Powfu,30582,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
195,"Jikalau Kau Cinta",Judika,30540,https://open.spotify.com/track/29gdEEyeHC9ypmvQkohY4N
196,Pamit,Tulus,30491,https://open.spotify.com/track/3B4VP6swG49n3scg2aMfA6
197,"gimme gimme","NCT 127",30429,https://open.spotify.com/track/6shrCEEMcrT6Akxkk8IhLC
198,"Pluto Projector","Rex Orange County",30374,https://open.spotify.com/track/4EWBhKf1fOFnyMtUzACXEc
199,"You Are The Reason","Calum Scott",30365,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B
200,"Holy (feat. Chance The Rapper)","Justin Bieber",30228,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
